,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
59,Homs,52,PM2.5,0,0,0,0,0,0,0,0,0,0
0,Budapest,125,PM2.5,4,1,44,76,291,30,0,24,1,0
1,Madurai,79,PM2.5,12,1,22,35,293,9,3,12,0,0
2,Quanzhou,71,PM2.5,9,5,20,51,349,19,1,11,0,0
3,Palembang,81,PM2.5,19,1,28,45,296,25,0,0,0,0
4,Santa Cruz,68,PM2.5,22,0,21,44,329,38,3,12,0,0
5,Gaziantep,165,PM2.5,11,29,82,116,1874,50,0,0,0,0
6,Sharjah,138,PM2.5,21,9,59,88,350,47,0,0,0,0
7,Phoenix,68,PM2.5,40,1,18,47,222,35,3,0,0,0
8,Lyon,56,PM2.5,7,0,15,34,134,29,7,5,1,0
9,Meerut,205,PM2.5,5,4,146,231,548,45,10,36,1,0
10,Jiangmen,108,PM2.5,8,4,43,72,522,44,0,0,0,0
11,Can Tho,59,PM2.5,20,1,14,21,313,5,0,0,0,0
12,Raipur,55,PM2.5,10,12,7,31,272,10,9,30,0,0
13,Glasgow,57,PM2.5,1,1,17,27,381,40,54,91,0,0
14,Stockholm,63,PM2.5,23,0,19,33,266,21,0,0,0,0
15,Auckland,51,PM2.5,17,0,12,45,54,12,0,0,0,0
16,Jamshedpur,116,PM2.5,12,11,38,59,532,15,9,27,0,0
17,Yinchuan,90,PM2.5,20,7,30,46,806,17,0,0,0,0
18,Jilin,121,PM2.5,17,5,46,102,906,16,0,0,0,0
19,Srinagar,97,PM2.5,32,1,33,49,414,6,8,24,5,0
20,Batam,49,PM2.5,48,3,12,24,278,10,0,0,0,0
21,Ulaanbaatar,169,PM2.5,15,40,82,82,332,23,0,0,0,0
22,Marseille,70,PM2.5,12,1,24,24,160,11,21,15,2,0
23,Makassar,34,PM2.5,20,1,9,14,317,6,0,0,0,0
24,Aurangabad,153,PM2.5,12,8,65,96,1091,11,2,7,5,0
25,Philadelphia,70,PM2.5,33,1,23,30,259,31,0,7,0,0
26,Qiqihaer,53,PM2.5,28,5,9,14,246,3,0,0,0,0
