,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,96,PM2.5,14,1,35,54,248,25,0,22,1,0
1,Madurai,123,PM2.5,20,2,55,55,272,27,2,7,0,0
2,Quanzhou,73,PM2.5,67,2,28,47,513,10,1,8,0,0
3,Palembang,91,PM2.5,26,1,37,61,360,28,0,0,0,0
4,Santa Cruz,51,PM2.5,9,0,9,24,691,22,24,46,0,0
5,Gaziantep,148,PM2.5,13,20,52,89,829,43,0,0,0,0
6,Sharjah,144,PM2.5,42,8,54,76,313,63,0,0,0,0
7,Phoenix,58,PM2.5,3,0,16,43,458,35,4,0,0,0
8,Lyon,59,PM2.5,12,0,15,27,144,30,1,0,0,0
9,Meerut,185,PM2.5,31,5,108,258,669,36,6,21,0,0
10,Jiangmen,116,PM2.5,89,5,39,138,772,59,0,0,0,0
11,Can Tho,105,O3,58,3,29,51,409,12,0,0,0,0
12,Raipur,117,PM2.5,38,18,33,86,1427,11,20,24,0,0
13,Glasgow,29,PM2.5,9,1,7,14,145,17,1,18,0,0
14,Stockholm,54,PM2.5,2,1,14,24,261,20,0,0,0,0
15,Auckland,36,PM2.5,10,0,9,32,59,23,0,0,0,0
16,Jamshedpur,165,PM2.5,46,18,81,116,1324,12,4,30,2,0
17,Yinchuan,73,PM2.5,31,7,23,53,623,14,0,0,0,0
18,Jilin,78,PM2.5,25,2,24,33,618,11,0,0,0,0
19,Srinagar,156,PM2.5,53,3,67,78,361,17,2,14,4,0
20,Batam,78,PM2.5,34,7,29,111,232,20,0,0,0,0
21,Ulaanbaatar,95,PM2.5,26,12,6,8,180,13,0,0,0,0
22,Marseille,57,PM2.5,35,0,15,36,132,24,0,0,0,0
23,Makassar,67,PM2.5,30,1,18,42,250,13,0,0,0,0
24,Aurangabad,155,PM2.5,8,9,60,84,585,8,0,3,5,0
25,Qiqihaer,104,PM2.5,19,9,39,53,582,12,0,0,0,0
26,Xining,22,PM2.5,16,0,5,7,139,1,0,0,0,0
27,San Antonio,82,PM2.5,12,0,21,51,0,18,8,15,0,0
28,Calgary,43,PM2.5,3,0,8,8,388,34,2,33,0,0
29,Daejon,27,O3,27,0,6,11,149,9,1,8,0,0
30,Monrovia,52,PM2.5,7,0,10,29,432,28,13,29,0,0
31,Tiruppur,76,PM2.5,2,4,21,32,605,5,5,12,0,0
32,Munich,23,O3,23,0,2,4,185,7,10,0,0,0
33,Ciudad Juarez,41,PM2.5,32,4,11,19,136,4,0,0,0,0
34,Kananga,39,PM2.5,16,1,8,31,80,18,0,0,0,0
35,Gwangju,114,PM2.5,41,3,45,73,877,19,0,0,0,0
36,Suqian,169,PM2.5,11,4,92,141,1224,37,0,0,0,0
37,Yekaterinburg,79,PM2.5,14,6,25,43,189,54,0,0,0,0
38,Abu Dhabi,99,PM2.5,63,5,32,93,144,27,0,0,0,0
39,Jodhpur,165,PM2.5,28,4,63,148,681,29,13,28,2,0
40,Edmonton,32,PM2.5,23,0,7,9,395,28,1,19,1,0
41,Ranchi,166,PM2.5,34,9,85,114,888,26,0,32,0,0
