,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,112,PM2.5,10,1,38,54,208,27,0,22,1,0
93,Astana,33,PM2.5,17,6,7,11,190,9,0,0,0,0
98,Mwanza,91,PM2.5,27,2,33,49,933,6,0,0,0,0
101,Lilongwe,101,PM2.5,42,2,40,111,386,35,5,20,0,0
0,Madurai,91,PM2.5,11,3,35,71,269,30,3,14,2,0
1,Quanzhou,66,PM2.5,25,4,19,68,349,12,4,20,0,0
2,Palembang,75,PM2.5,37,1,21,32,165,30,0,0,0,0
3,Santa Cruz,37,PM2.5,24,0,10,25,292,21,1,10,0,0
4,Gaziantep,74,PM2.5,13,3,23,37,976,33,0,0,0,0
5,Sharjah,99,PM2.5,8,7,36,83,428,66,0,0,0,0
6,Phoenix,60,PM10,3,1,13,88,686,53,6,0,0,0
7,Lyon,55,PM2.5,26,0,16,19,154,22,0,0,0,0
8,Meerut,259,PM2.5,2,5,203,361,1927,49,39,68,1,0
9,Jiangmen,123,PM2.5,25,4,46,92,689,35,0,0,0,0
10,Can Tho,87,PM2.5,74,5,27,35,481,7,0,0,0,0
11,Raipur,153,PM2.5,33,27,59,85,552,15,0,0,0,0
12,Glasgow,21,O3,30,1,3,4,171,19,3,21,0,0
13,Stockholm,66,PM2.5,31,0,20,28,374,14,0,0,0,0
14,Auckland,44,PM2.5,22,1,11,36,66,20,0,0,0,0
15,Jamshedpur,184,PM2.5,12,23,109,193,2906,25,8,31,0,0
16,Yinchuan,90,PM2.5,2,2,28,83,2882,34,0,0,0,0
17,Jilin,55,PM2.5,27,3,13,23,599,12,0,0,0,0
18,Srinagar,159,PM2.5,23,2,68,99,636,10,22,39,6,0
19,Batam,89,PM2.5,51,4,39,101,250,17,0,0,0,0
20,Ulaanbaatar,160,PM2.5,20,31,82,82,299,18,0,0,0,0
21,Marseille,48,PM2.5,28,1,7,10,142,9,0,0,0,0
22,Makassar,64,PM2.5,38,1,21,32,200,9,0,0,0,0
23,Aurangabad,153,PM2.5,7,11,60,83,813,10,2,6,5,0
24,Philadelphia,96,PM2.5,21,1,37,55,240,21,0,11,0,0
25,Qiqihaer,132,PM2.5,7,9,49,117,1364,22,0,0,0,0
26,Xining,34,PM2.5,30,0,6,9,108,1,0,0,0,0
27,San Antonio,63,PM2.5,23,0,19,54,0,32,1,19,0,0
28,Calgary,29,O3,21,0,7,26,290,28,0,16,0,0
29,Daejon,29,O3,31,0,2,3,139,1,0,1,0,0
30,Monrovia,71,PM2.5,26,0,23,58,426,36,1,23,0,0
31,Tiruppur,78,PM2.5,0,5,24,40,539,12,1,23,0,0
32,Munich,44,PM2.5,1,0,10,13,352,16,16,0,1,0
33,Ciudad Juarez,85,O3,45,6,15,23,191,17,0,0,0,0
34,Kananga,85,O3,45,6,15,23,191,17,0,0,0,0
35,Gwangju,85,PM2.5,7,4,27,44,965,25,0,0,0,0
36,Suqian,80,PM2.5,15,4,30,90,532,20,0,0,0,0
37,Yekaterinburg,62,PM2.5,25,2,18,34,150,44,0,0,0,0
38,Abu Dhabi,63,PM2.5,8,4,15,42,222,54,0,0,0,0
39,Jodhpur,157,PM2.5,16,3,71,146,664,23,9,31,0,0
40,Edmonton,36,PM2.5,24,0,9,27,395,27,3,19,0,0
41,Ranchi,154,PM2.5,44,21,63,122,483,26,0,0,0,0
42,Kathmandu,154,PM2.5,1,1,67,136,652,19,8,29,2,0
43,Jabalpur,160,PM2.5,13,9,85,168,461,14,6,23,0,0
44,Asansol,176,PM2.5,42,5,116,274,980,12,13,38,8,0
45,Kota,163,PM2.5,36,4,91,123,17,45,11,34,2,0
46,San Diego,63,PM2.5,25,0,20,39,294,18,1,8,0,0
47,Kharkiv,77,PM2.5,10,2,22,35,181,18,0,0,0,0
49,Allahabad,167,PM2.5,2,6,92,169,981,34,4,26,74,0
50,Gwalior,157,PM2.5,5,5,71,273,772,3,4,5,4,0
51,Ottawa,44,PM2.5,27,1,10,32,196,17,0,0,0,0
52,Zurich,41,PM2.5,11,0,10,11,251,20,0,3,0,0
53,Belgrade,88,PM2.5,23,11,25,26,597,5,0,0,0,0
54,Amritsar,153,PM2.5,7,4,66,164,594,19,7,15,1,0
55,Joao Pessoa,52,PM2.5,20,0,13,24,83,0,0,0,0,0
56,Queretaro,149,PM2.5,3,11,71,224,3290,36,0,0,0,0
57,Taian Shandong,74,PM2.5,33,2,22,54,360,32,8,24,0,0
58,Copenhagen,76,PM2.5,22,0,23,26,210,15,6,0,0,0
59,Konya,110,PM2.5,3,15,34,39,773,18,0,0,0,0
60,Dhanbad,178,PM2.5,50,8,125,262,1824,23,11,38,1,0
61,Dallas,73,PM2.5,3,0,22,49,302,37,7,21,0,0
62,Ganzhou,129,PM2.5,59,6,49,102,807,12,0,0,0,0
63,Adelaide,40,PM2.5,17,0,12,24,49,27,0,0,0,0
64,Hai Phong,111,PM2.5,57,19,44,60,421,7,0,0,0,0
65,Mombasa,26,PM2.5,18,2,6,10,95,2,0,0,0,0
66,Jiaxing,109,PM2.5,24,5,39,71,678,31,0,0,0,0
67,Helsinki,63,PM2.5,6,0,18,19,223,26,0,0,1,0
68,Porto,73,PM2.5,39,0,21,34,175,16,0,0,0,0
69,Zhanjiang,82,PM2.5,63,2,26,66,459,8,0,0,0,0
70,Prague,99,PM2.5,11,1,32,50,410,42,4,16,3,0
71,Dongying,114,PM2.5,8,5,43,78,1018,27,0,0,0,0
72,Mianyang Sichuan,75,PM2.5,33,2,24,45,379,50,7,23,0,0
73,Nanchong,129,PM2.5,12,1,48,83,681,10,0,0,0,0
74,Fushun Liaoning,129,PM2.5,12,1,48,83,681,10,0,0,0,0
75,Antalya,95,PM2.5,7,1,33,58,398,28,0,0,0,0
76,Bareilly,199,PM2.5,8,6,155,257,1484,20,9,22,4,0
77,Kazan,37,PM2.5,20,1,7,14,143,2,0,0,0,0
78,Ad-Dammam,151,PM2.5,9,51,55,134,358,87,0,0,0,0
79,Port Elizabeth,51,PM2.5,12,2,17,23,100,18,5,8,0,0
80,Ahvaz,34,O3,37,1,3,6,96,1,0,0,0,0
81,Florianopolis,63,PM2.5,18,3,16,27,53,16,0,0,0,0
82,Nizhniy Novgorod,75,PM2.5,7,3,25,36,209,24,0,0,0,0
83,Dublin,48,PM2.5,32,2,11,24,384,12,0,4,0,0
84,Maoming,70,PM2.5,9,0,21,26,279,12,2,3,0,0
85,San Luis Potosi,64,PM2.5,17,3,21,30,364,34,0,0,0,0
86,Mysore,116,PM2.5,6,1,42,109,506,37,3,23,1,0
87,Chelyabinsk,58,PM2.5,22,4,17,28,162,28,0,0,0,0
88,Moradabad,221,PM2.5,2,7,173,280,1662,34,5,13,3,0
89,Barquisimeto,24,O3,22,2,6,9,198,7,0,0,0,0
90,Durg-Bhilainagar,155,PM2.5,38,43,63,90,622,18,0,0,0,0
91,Suzhou,76,PM2.5,46,0,27,63,138,25,0,0,0,0
92,Maracay,30,PM2.5,16,6,7,10,188,9,0,0,0,0
93,Ruian,34,O3,36,0,3,4,117,1,0,0,0,0
94,Zhenjiang Jiangsu,154,PM2.5,12,5,71,143,916,46,0,0,0,0
95,Baoji,92,PM2.5,13,2,33,124,810,20,0,0,0,0
96,Bhubaneswar,151,PM2.5,35,4,57,93,368,27,0,0,0,0
97,Pingdingshan Henan,151,PM2.5,35,4,57,93,368,27,0,0,0,0
98,Mendoza,56,PM2.5,25,0,16,27,123,15,0,0,0,0
99,Chiang Mai,90,PM2.5,32,1,30,39,816,8,0,0,0,0
100,Tiruchirappalli,59,PM2.5,24,6,19,38,257,15,2,7,1,0
101,Huaibei,105,PM2.5,57,2,41,126,392,45,3,22,0,0
102,Chandigarh,152,PM2.5,3,2,68,236,1011,53,109,133,5,0
103,Islamabad,114,PM2.5,22,5,44,87,1407,23,17,35,0,0
104,Amsterdam,55,PM2.5,16,1,16,23,174,16,1,0,0,0
105,Haifa,38,O3,38,1,4,16,288,5,1,5,1,0
106,Guilin,143,PM2.5,48,6,56,119,849,26,0,0,0,0
107,Mexicali,78,PM2.5,3,0,29,109,589,36,28,64,0,0
108,Ufa,63,PM2.5,26,3,18,34,147,43,0,0,0,0
109,Rostov-on-Don,97,PM2.5,3,4,37,55,299,30,0,0,0,0
110,Hubli-Dharwad,152,PM2.5,7,2,69,144,838,27,12,22,0,0
111,Guwahati,164,PM2.5,2,6,83,109,601,10,8,12,0,0
112,Liupanshui,105,PM2.5,25,4,41,69,747,19,0,0,0,0
113,Quetta,90,PM2.5,42,1,31,47,448,7,0,0,0,0
114,Cologne,47,PM2.5,21,1,16,19,169,14,0,0,0,0
115,Aguascalientes,60,PM2.5,26,1,16,18,260,31,0,0,0,0
116,Binzhou,59,PM2.5,31,0,14,24,136,16,0,6,0,0
