,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,86,PM2.5,5,1,32,39,299,39,0,85,1,0
1,Madurai,109,PM2.5,19,2,44,54,271,29,2,7,0,0
2,Quanzhou,62,PM2.5,47,6,18,56,349,10,1,12,0,0
3,Palembang,87,PM2.5,15,1,29,47,357,35,0,0,0,0
4,Santa Cruz,29,PM10,9,1,7,34,507,16,19,31,0,0
5,Gaziantep,156,PM2.5,15,12,62,90,952,55,0,0,0,0
6,Sharjah,101,PM2.5,33,5,38,65,227,63,0,0,0,0
7,Lyon,53,PM2.5,13,1,9,26,135,48,24,17,0,0
8,Meerut,157,PM2.5,16,5,61,170,667,40,3,18,0,0
9,Jiangmen,133,O3,82,4,40,100,1227,38,0,0,0,0
10,Can Tho,95,PM2.5,31,3,32,44,581,24,0,0,0,0
11,Raipur,155,PM2.5,16,64,79,114,859,42,0,0,0,0
12,Glasgow,45,PM2.5,32,1,11,16,139,18,18,35,0,0
13,Stockholm,57,PM2.5,8,1,15,33,290,35,0,0,0,0
14,Auckland,39,PM2.5,10,0,9,43,58,18,0,0,0,0
15,Jamshedpur,179,PM2.5,51,26,128,184,1020,30,10,38,7,0
16,Yinchuan,80,PM2.5,5,5,25,97,1151,49,0,0,0,0
17,Jilin,115,PM2.5,18,2,42,85,774,12,0,0,0,0
18,Srinagar,116,PM2.5,49,3,49,72,297,13,2,11,2,0
19,Batam,79,PM2.5,26,3,31,78,260,30,0,0,0,0
20,Ulaanbaatar,72,PM2.5,12,16,33,33,228,17,0,0,0,0
21,Marseille,61,PM2.5,12,1,15,29,278,46,76,115,1,0
22,Makassar,73,PM2.5,22,1,22,44,362,21,0,0,0,0
23,Aurangabad,153,PM2.5,16,8,64,88,498,8,1,3,4,0
24,Philadelphia,69,PM2.5,13,0,24,69,316,31,1,17,0,0
25,Qiqihaer,61,PM2.5,11,6,19,36,669,21,0,0,0,0
26,Xining,21,O3,31,0,3,5,116,0,0,0,0,0
27,San Antonio,75,PM2.5,16,0,25,50,0,12,1,3,0,0
28,Calgary,30,NO2,6,0,5,5,323,33,33,66,0,0
29,Daejon,28,O3,32,0,6,21,137,20,17,34,0,0
30,Monrovia,37,PM2.5,11,0,8,27,284,22,8,21,0,0
31,Tiruppur,62,PM2.5,12,4,23,32,247,13,5,13,0,0
32,Munich,18,PM2.5,15,1,4,6,262,12,28,0,1,0
33,Ciudad Juarez,42,PM2.5,41,6,11,18,181,6,0,0,0,0
34,Kananga,37,PM2.5,18,1,9,32,105,19,0,0,0,0
35,Gwangju,65,PM2.5,28,3,20,32,687,30,0,0,0,0
36,Suqian,152,PM2.5,18,3,60,124,873,48,0,0,0,0
37,Yekaterinburg,71,PM2.5,18,3,21,37,153,54,0,0,0,0
38,Abu Dhabi,80,PM2.5,50,2,30,62,142,33,0,0,0,0
39,Jodhpur,125,PM2.5,41,3,49,126,131,36,18,33,3,0
40,Edmonton,21,O3,27,0,5,5,298,12,1,13,1,0
