,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
171,Guigang,130,PM2.5,23,3,52,96,342,15,4,16,0,0
0,Budapest,113,PM2.5,10,2,42,63,234,36,0,25,1,0
1,Madurai,86,PM2.5,14,1,23,44,243,10,4,12,0,0
2,Quanzhou,51,PM2.5,37,4,12,36,262,9,1,8,0,0
3,Palembang,87,PM2.5,31,1,30,49,267,23,0,0,0,0
4,Santa Cruz,60,PM2.5,31,0,16,54,338,48,2,12,0,0
5,Gaziantep,143,PM2.5,15,39,41,67,1027,30,0,0,0,0
6,Sharjah,146,PM2.5,22,5,62,62,289,28,0,0,0,0
7,Phoenix,66,PM2.5,47,0,16,57,232,31,1,0,0,0
8,Lyon,60,PM2.5,6,0,19,33,164,28,1,5,0,0
9,Meerut,201,PM2.5,3,3,162,272,1078,40,35,62,1,0
10,Jiangmen,119,PM2.5,6,6,38,78,522,44,0,0,0,0
11,Can Tho,97,PM2.5,41,5,35,35,324,5,0,0,0,0
12,Raipur,75,PM2.5,11,16,15,39,281,10,9,30,0,0
13,Glasgow,29,O3,34,0,4,5,138,10,2,8,0,0
14,Stockholm,58,PM2.5,16,0,13,27,282,21,0,0,0,0
15,Auckland,52,PM2.5,20,0,13,43,56,12,0,0,0,0
16,Jamshedpur,176,PM2.5,3,21,107,209,858,26,16,52,16,0
17,Yinchuan,91,PM2.5,2,2,32,108,1644,34,0,0,0,0
18,Jilin,51,PM2.5,26,4,15,21,495,10,0,0,0,0
19,Srinagar,153,PM2.5,19,2,59,113,723,8,25,40,7,0
20,Batam,55,PM2.5,50,3,13,25,285,9,0,0,0,0
21,Ulaanbaatar,175,PM2.5,30,16,88,88,191,14,0,0,0,0
22,Marseille,64,PM2.5,10,2,16,19,162,17,0,11,1,0
23,Makassar,37,PM2.5,23,1,9,15,246,3,0,0,0,0
24,Aurangabad,154,PM2.5,5,7,64,93,1004,12,4,10,5,0
25,Philadelphia,68,PM2.5,3,2,18,54,424,48,15,47,0,0
26,Qiqihaer,64,PM2.5,14,16,20,36,406,12,0,0,0,0
27,Xining,29,PM2.5,15,0,9,13,160,8,0,0,0,0
28,San Antonio,69,PM2.5,31,0,22,58,0,31,0,5,0,0
29,Calgary,47,PM2.5,16,0,11,31,289,33,2,20,0,0
