,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
138,Asmara,69,PM2.5,13,1,22,31,207,22,0,0,0,0
169,Bergamo,26,PM2.5,28,1,6,7,275,5,0,0,0,0
0,Budapest,99,PM2.5,12,1,32,55,231,26,0,16,1,0
1,Madurai,81,PM2.5,11,2,25,69,219,20,6,17,3,0
2,Quanzhou,62,PM2.5,32,4,18,46,349,10,3,16,0,0
3,Palembang,77,PM2.5,39,1,27,44,208,22,0,0,0,0
4,Santa Cruz,44,PM2.5,28,0,11,38,240,28,1,8,0,0
5,Gaziantep,131,PM2.5,7,8,37,50,1177,41,0,0,0,0
6,Sharjah,106,PM2.5,4,8,42,90,431,53,0,0,0,0
7,Phoenix,56,PM10,29,0,12,70,252,27,0,0,0,0
8,Lyon,67,PM2.5,29,0,12,40,144,33,0,0,0,0
9,Meerut,212,PM2.5,4,3,151,257,929,44,8,33,1,0
10,Jiangmen,153,PM2.5,7,6,49,135,1248,59,0,0,0,0
11,Can Tho,80,PM2.5,51,4,27,33,281,4,0,0,0,0
12,Raipur,118,PM2.5,15,11,34,62,140,9,4,15,0,0
13,Glasgow,28,O3,37,0,4,7,143,14,8,22,0,0
14,Stockholm,53,PM2.5,10,0,14,24,269,17,0,0,0,0
15,Auckland,48,PM2.5,28,1,12,38,58,14,0,0,0,0
16,Jamshedpur,180,PM2.5,7,15,106,195,1161,23,14,52,12,0
17,Yinchuan,129,PM2.5,2,7,48,120,1472,37,0,0,0,0
18,Jilin,59,PM2.5,19,6,17,24,696,17,0,0,0,0
19,Srinagar,170,PM2.5,18,2,104,131,637,17,12,32,5,0
20,Batam,60,PM2.5,38,3,18,34,263,19,0,0,0,0
21,Ulaanbaatar,160,PM2.5,25,21,40,40,175,6,0,0,0,0
22,Marseille,66,PM2.5,21,1,20,23,165,22,0,0,0,0
23,Makassar,61,PM2.5,35,1,21,48,179,12,0,0,0,0
24,Aurangabad,153,PM2.5,4,12,64,88,642,9,2,5,5,0
25,Philadelphia,93,PM2.5,18,1,35,54,298,29,0,16,0,0
26,Qiqihaer,161,PM2.5,16,36,49,99,692,14,0,0,0,0
27,Xining,29,O3,24,0,5,7,117,2,0,0,0,0
28,San Antonio,78,PM2.5,16,0,27,55,0,26,1,13,0,0
29,Calgary,42,NO2,8,0,10,34,359,45,10,41,0,0
30,Daejon,29,O3,31,0,2,4,136,1,0,0,0,0
31,Monrovia,30,PM2.5,26,0,7,20,223,24,1,11,0,50
32,Tiruppur,65,PM2.5,10,4,18,28,275,6,6,18,0,0
33,Munich,16,O3,27,1,3,5,192,4,3,0,0,0
34,Ciudad Juarez,60,O3,32,4,10,16,166,19,0,0,0,0
35,Kananga,35,PM2.5,31,1,9,32,96,20,0,0,0,0
36,Gwangju,62,PM2.5,6,4,17,22,964,32,0,0,0,0
37,Suqian,161,PM2.5,6,4,37,146,1124,36,0,0,0,0
38,Yekaterinburg,64,PM2.5,25,7,16,31,184,45,0,0,0,0
39,Abu Dhabi,70,PM2.5,8,5,22,64,234,61,0,0,0,0
40,Jodhpur,154,PM2.5,21,2,57,159,1423,44,14,44,4,0
41,Edmonton,37,PM2.5,17,0,9,20,494,37,4,30,0,0
42,Ranchi,174,PM2.5,18,17,96,162,1032,28,14,48,5,0
43,Kathmandu,156,PM2.5,2,1,69,190,995,15,1,13,1,0
44,Jabalpur,160,PM2.5,8,7,79,167,475,14,6,22,0,0
45,Asansol,159,PM2.5,7,3,69,177,568,22,16,61,12,0
46,Kota,168,PM2.5,25,4,79,119,476,33,9,34,2,0
47,San Diego,33,O3,36,0,6,20,240,16,1,5,0,0
48,Kharkiv,78,PM2.5,10,1,24,24,187,14,0,0,0,0
50,Allahabad,169,PM2.5,2,5,84,130,880,27,3,20,74,0
51,Gwalior,110,PM2.5,4,3,35,42,388,3,2,4,2,0
52,Ottawa,51,PM2.5,11,1,11,29,207,24,0,0,0,0
53,Zurich,23,PM2.5,24,0,5,7,185,10,0,16,0,0
54,Belgrade,82,PM2.5,8,11,23,23,674,15,0,0,0,0
55,Amritsar,159,PM2.5,4,4,72,149,315,13,7,17,1,0
56,Joao Pessoa,45,PM2.5,18,0,10,20,71,0,0,0,0,0
57,Queretaro,95,PM2.5,20,9,41,119,2165,21,0,0,0,0
58,Taian Shandong,87,PM2.5,30,2,29,55,400,34,8,23,0,0
59,Copenhagen,72,PM2.5,13,0,20,31,310,21,1,0,0,0
60,Konya,180,PM2.5,7,13,109,123,721,19,0,0,0,0
61,Dhanbad,161,PM2.5,8,3,72,178,712,22,15,58,11,0
62,Dallas,64,PM2.5,17,0,17,52,302,29,0,13,0,0
63,Ganzhou,133,PM2.5,25,4,49,90,894,21,0,0,0,0
64,Adelaide,36,PM2.5,20,0,8,34,53,29,0,0,0,0
65,Hai Phong,160,PM2.5,58,24,66,81,674,14,0,0,0,0
66,Mombasa,31,PM2.5,17,3,8,12,117,3,0,0,0,0
67,Jiaxing,156,PM2.5,11,8,59,140,1210,47,0,0,0,0
68,Helsinki,49,PM2.5,29,0,12,14,165,10,0,0,1,0
69,Porto,85,PM2.5,10,2,37,37,246,19,0,0,0,0
70,Zhanjiang,135,PM2.5,49,7,48,79,608,17,0,0,0,0
71,Prague,130,PM2.5,5,1,44,44,436,27,6,22,1,0
72,Dongying,173,PM2.5,5,8,93,137,1194,36,0,0,0,0
73,Mianyang Sichuan,75,PM2.5,33,1,22,47,321,47,6,19,0,0
74,Nanchong,152,PM2.5,12,1,57,89,703,16,0,0,0,0
75,Fushun Liaoning,152,PM2.5,12,1,57,89,703,16,0,0,0,0
76,Antalya,115,PM2.5,0,1,37,77,534,44,0,0,0,0
77,Bareilly,197,PM2.5,3,4,151,263,1195,22,9,28,1,0
78,Kazan,41,PM2.5,19,2,14,14,152,13,0,0,0,0
79,Ad-Dammam,171,PM2.5,3,33,87,87,320,67,0,0,0,0
80,Port Elizabeth,63,PM2.5,13,2,20,49,100,7,1,2,0,0
81,Ahvaz,36,O3,31,1,2,5,98,2,0,0,0,0
82,Florianopolis,65,PM2.5,16,1,17,31,56,17,0,0,0,0
83,Nizhniy Novgorod,65,PM2.5,18,3,22,22,170,35,0,0,0,0
84,Dublin,63,PM2.5,31,2,16,20,402,14,0,8,0,0
85,Maoming,34,PM2.5,19,0,7,9,223,10,2,7,0,0
86,San Luis Potosi,79,PM2.5,8,6,29,55,1141,39,0,0,0,0
87,Mysore,76,PM2.5,9,1,27,86,184,31,3,7,1,0
88,Chelyabinsk,59,PM2.5,34,2,19,29,134,39,0,0,0,0
89,Moradabad,199,PM2.5,1,3,161,277,1484,22,2,16,1,0
90,Barquisimeto,27,O3,26,0,3,5,137,3,0,0,0,0
91,Durg-Bhilainagar,137,PM2.5,23,37,47,68,537,16,0,0,0,0
92,Suzhou,77,PM2.5,42,0,27,54,139,27,0,0,0,0
93,Maracay,24,PM2.5,20,3,6,9,141,5,0,0,0,0
94,Ruian,20,PM2.5,15,0,3,5,205,4,0,0,0,0
95,Zhenjiang Jiangsu,174,PM2.5,16,5,93,149,865,58,0,0,0,0
96,Baoji,158,PM2.5,6,3,42,83,1012,26,0,0,0,0
97,Bhubaneswar,137,PM2.5,26,3,52,77,276,23,0,0,0,0
98,Pingdingshan Henan,137,PM2.5,26,3,52,77,276,23,0,0,0,0
99,Mendoza,36,PM2.5,17,1,10,19,96,18,0,0,0,0
100,Chiang Mai,74,PM2.5,19,1,21,34,844,10,0,0,0,0
101,Tiruchirappalli,63,PM2.5,27,6,22,55,275,17,3,13,1,0
102,Huaibei,115,PM2.5,32,2,45,108,473,38,6,23,0,0
103,Jinhua,68,PM2.5,9,0,20,53,326,43,34,68,0,0
104,Chandigarh,163,PM2.5,7,1,74,143,695,41,42,60,5,0
105,Islamabad,77,PM2.5,13,3,26,61,841,20,17,35,0,0
106,Amsterdam,60,PM2.5,17,0,15,20,155,7,0,0,0,0
107,Haifa,75,PM2.5,32,1,22,87,365,8,1,9,1,0
108,Guilin,163,PM2.5,52,4,70,110,789,19,0,0,0,0
109,Mexicali,29,O3,34,0,5,17,306,8,8,5,0,0
110,Ufa,63,PM2.5,29,2,17,34,139,42,0,0,0,0
111,Rostov-on-Don,87,PM2.5,3,3,31,55,292,27,0,0,0,0
112,Hubli-Dharwad,90,PM2.5,5,2,31,54,458,25,18,32,0,0
113,Guwahati,165,PM2.5,9,7,88,125,649,11,12,17,0,0
114,Liupanshui,153,PM2.5,13,5,41,142,756,28,0,0,0,0
115,Quetta,91,PM2.5,32,1,35,45,709,16,0,0,0,0
116,Cologne,49,PM2.5,14,1,15,15,167,20,6,8,0,0
117,Aguascalientes,88,PM2.5,13,7,34,65,1204,28,0,0,0,0
118,Binzhou,78,PM2.5,21,0,26,45,220,23,0,11,0,0
119,Salem,40,PM2.5,26,0,9,26,264,16,1,16,0,0
120,Saharanpur,183,PM2.5,7,3,119,224,676,33,11,35,6,0
121,Yerevan,211,PM2.5,5,3,134,206,577,17,0,0,0,0
122,Tbilisi,41,PM2.5,13,1,10,23,240,4,0,0,0,0
123,Jalandhar,157,PM2.5,8,6,67,126,1048,16,16,12,1,0
124,Lille,57,PM2.5,27,0,13,23,166,12,0,0,0,0
125,Siliguri,132,PM2.5,5,1,47,112,502,26,50,90,8,0
126,Oslo,46,PM2.5,18,0,10,13,150,11,1,5,0,0
127,Jingzhou Hubei,46,PM2.5,18,0,10,13,150,11,1,5,0,0
128,Zhaoqing,127,PM2.5,18,8,47,83,989,35,0,0,0,0
129,Antwerp,49,PM2.5,22,0,10,17,166,7,1,0,1,0
130,Johor Bahru,142,PM2.5,34,5,52,69,211,28,0,0,0,0
131,Solapur,98,PM2.5,14,4,28,83,348,13,6,17,1,0
132,Teresina,61,PM2.5,13,0,14,26,172,10,0,0,0,0
133,Fuzhou Jiangxi,76,PM2.5,33,1,28,39,185,27,0,0,0,0
134,Aracaju,62,PM2.5,16,0,18,42,75,6,0,0,0,0
135,Leshan,128,PM2.5,1,5,41,106,775,25,0,0,0,0
136,Marrakech,23,PM2.5,18,0,6,8,120,3,0,0,0,0
137,Rotterdam,57,PM2.5,22,0,15,21,154,19,0,0,1,0
138,Austin,77,PM2.5,24,0,26,45,893,38,14,30,0,0
139,San Jose,39,PM2.5,22,0,10,35,288,22,1,11,0,40
140,Denpasar,64,PM2.5,22,0,20,53,98,16,0,0,0,0
141,Odesa,74,PM2.5,30,2,27,35,180,15,0,0,0,0
142,San Miguel de Tucuman,69,PM2.5,13,1,22,31,207,22,0,0,0,0
143,Padang,73,PM2.5,48,1,22,59,268,16,0,0,0,0
144,Cebu City,61,PM2.5,36,1,18,35,107,17,0,0,0,0
145,Acapulco de Juarez,47,O3,31,4,9,15,163,18,0,0,0,0
146,Valparaiso,66,PM2.5,23,3,16,34,262,22,0,0,0,0
147,Kayseri,153,PM2.5,7,3,51,85,1779,62,0,0,0,0
148,Warangal,67,PM2.5,24,3,18,26,295,6,4,14,1,0
149,Changshu,177,PM2.5,22,8,99,146,1045,36,0,0,0,0
150,Bordeaux,31,O3,39,0,7,23,109,1,0,0,0,0
151,Songkhla,44,PM2.5,33,1,11,28,169,5,0,0,0,0
152,Yichun Jiangxi,120,PM2.5,26,2,54,94,587,22,11,34,0,0
153,Krasnodar,90,PM2.5,15,3,35,36,232,24,0,0,0,0
154,Cancun,32,PM2.5,30,1,8,15,87,0,0,0,0,0
155,Jixi Heilongjiang,91,PM2.5,13,7,28,104,484,23,0,0,0,0
156,Morelia,107,PM2.5,10,7,47,102,2797,33,0,0,0,0
157,Dnipro,83,PM2.5,8,5,25,52,266,22,0,0,0,0
158,Khulna,151,PM2.5,19,4,60,82,561,10,18,44,4,0
159,Jerusalem,62,PM10,39,1,19,76,384,8,5,13,1,0
160,Dehradun,180,PM2.5,7,3,118,228,669,36,12,34,5,0
161,Fort Worth,56,PM2.5,21,0,14,49,396,28,5,19,0,0
162,Jiujiang,112,PM2.5,19,4,11,146,826,26,0,0,0,0
163,Southampton,51,PM2.5,13,1,12,17,402,22,8,27,0,0
164,Arequipa,39,PM2.5,13,0,10,15,308,19,0,0,0,0
165,Ciudad Guayana,22,O3,25,0,4,6,94,1,0,0,0,0
166,Zamboanga City,45,PM2.5,36,0,13,19,99,9,0,0,0,0
167,Veracruz,38,PM2.5,20,1,10,17,159,6,0,0,0,0
168,Jacksonville,69,PM2.5,13,1,16,42,600,22,0,0,0,0
169,Pathum Thani,95,PM2.5,9,3,25,83,575,53,0,0,0,0
170,Rajshahi,164,PM2.5,31,6,82,136,570,16,12,37,11,0
171,Guigang,143,PM2.5,13,2,53,87,677,38,17,41,0,0
172,Columbus,50,PM2.5,22,1,12,39,299,30,0,0,0,0
173,Charlotte,65,PM2.5,10,0,21,48,386,29,0,17,0,0
174,Ulsan,58,PM2.5,14,3,17,27,526,28,8,65,0,0
175,Liverpool,60,PM2.5,38,0,16,26,126,10,1,2,0,0
176,Antipolo,61,PM2.5,40,0,17,41,125,25,0,0,0,0
177,Zhangzhou,111,PM2.5,10,5,42,80,609,25,3,15,0,0
178,Donetsk,73,PM2.5,9,4,26,29,412,8,0,0,0,0
179,Malang,71,PM2.5,22,0,21,50,124,22,0,0,0,0
180,Linfen,174,PM2.5,3,7,96,133,1526,28,0,0,0,0
181,Sylhet,55,PM2.5,7,6,14,23,134,2,2,4,0,0
182,Indianapolis,60,PM2.5,22,0,17,50,279,25,0,0,0,0
183,Hermosillo,38,O3,36,0,4,7,114,4,0,0,0,0
184,San Francisco,51,PM2.5,23,1,14,43,352,23,1,12,0,0
185,Guntur,70,PM2.5,8,10,22,41,276,9,2,11,1,0
186,Bahawalpur,181,PM2.5,26,14,121,176,1087,16,0,0,0,0
187,Tyumen,60,PM2.5,39,1,16,30,121,38,0,0,0,0
188,Soshanguve,30,PM2.5,15,4,7,8,933,12,2,3,1,0
189,Tuxtla Gutierrez,79,PM2.5,31,0,26,43,229,11,0,0,0,0
190,Puducherry,65,PM2.5,6,1,24,46,565,19,3,13,1,0
191,Culiacan,40,O3,36,1,9,15,146,2,0,0,0,0
192,Saratov,73,PM2.5,13,1,19,52,140,16,0,0,0,0
193,Valencia,61,PM2.5,35,0,16,19,106,12,0,1,0,0
194,Luzhou,162,PM2.5,14,4,75,95,637,20,0,0,0,0
195,Quebec City,76,PM2.5,6,3,30,39,350,40,0,0,0,0
