,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,85,PM2.5,3,1,27,49,273,34,0,29,1,0
1,Madurai,138,PM2.5,10,1,45,91,519,18,4,14,0,0
2,Quanzhou,54,PM2.5,34,4,12,24,262,8,1,7,0,0
3,Palembang,72,PM2.5,17,0,22,36,200,22,0,0,0,0
4,Santa Cruz,68,PM2.5,6,0,22,59,530,42,13,30,0,0
5,Gaziantep,207,PM2.5,10,51,177,232,3780,76,0,0,0,0
6,Sharjah,122,PM2.5,23,5,42,67,318,43,0,0,0,0
7,Phoenix,66,PM2.5,32,1,15,53,219,35,2,0,0,0
8,Lyon,66,PM2.5,3,2,21,34,210,29,58,7,0,0
9,Meerut,195,PM2.5,12,6,136,269,851,45,9,36,1,0
10,Jiangmen,91,PM2.5,6,4,32,59,511,45,0,0,0,0
11,Can Tho,107,PM2.5,11,3,37,54,692,21,0,0,0,0
12,Raipur,155,PM2.5,7,16,39,89,1382,15,5,18,0,0
13,Glasgow,37,PM2.5,36,1,7,12,149,29,10,36,0,0
14,Stockholm,76,PM2.5,5,1,29,36,427,41,0,0,0,0
15,Auckland,39,PM2.5,14,0,10,39,74,12,0,0,0,0
16,Jamshedpur,153,PM2.5,4,12,55,99,914,22,16,49,7,0
17,Yinchuan,59,PM2.5,17,2,17,38,518,16,0,0,0,0
18,Jilin,73,PM2.5,10,3,21,29,572,15,0,0,0,0
19,Srinagar,152,PM2.5,24,1,56,86,504,8,3,18,5,0
20,Batam,48,PM2.5,46,3,12,20,214,10,0,0,0,0
21,Ulaanbaatar,329,PM2.5,7,82,209,209,510,31,0,0,0,0
22,Marseille,57,PM2.5,8,0,15,23,198,25,17,29,2,0
23,Makassar,29,PM2.5,29,1,6,10,251,3,0,0,0,0
24,Aurangabad,159,PM2.5,41,4,72,95,646,8,1,3,5,0
25,Philadelphia,105,PM2.5,36,1,37,107,190,25,1,11,0,0
26,Qiqihaer,54,PM2.5,17,11,12,32,262,7,0,0,0,0
27,Xining,28,O3,29,0,6,9,136,3,0,0,0,0
28,San Antonio,52,PM10,30,0,9,58,0,15,12,3,0,0
29,Calgary,31,PM2.5,38,0,6,33,180,19,2,9,0,0
30,Daejon,27,O3,31,0,2,5,136,6,9,17,0,0
31,Monrovia,83,PM2.5,35,1,28,63,575,38,9,34,0,50
32,Tiruppur,82,PM2.5,1,4,32,49,691,10,1,20,0,0
33,Munich,51,PM2.5,7,1,13,16,318,19,21,0,0,0
34,Ciudad Juarez,106,O3,79,6,13,20,195,8,0,0,0,0
35,Kananga,55,PM2.5,39,1,14,41,114,16,0,0,0,0
36,Gwangju,78,PM2.5,14,3,26,31,706,21,0,0,0,0
37,Suqian,160,PM2.5,16,4,38,40,423,14,0,0,0,0
38,Yekaterinburg,55,PM2.5,28,2,14,29,129,28,0,0,0,0
39,Abu Dhabi,87,PM2.5,55,3,25,72,161,24,0,0,0,0
40,Jodhpur,109,PM2.5,0,0,3,4,0,9,0,0,0,0
41,Edmonton,78,PM10,11,0,18,106,494,33,18,26,1,0
42,Ranchi,154,PM2.5,27,10,61,100,490,16,23,49,4,0
43,Kathmandu,147,PM2.5,2,1,43,182,621,18,15,37,2,0
44,Jabalpur,173,PM2.5,33,4,99,167,646,16,1,17,0,0
45,Asansol,151,PM2.5,6,3,48,103,210,20,19,61,7,0
46,Kota,192,PM2.5,11,4,114,171,1045,26,22,56,3,0
