,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,130,PM2.5,2,1,55,58,355,42,0,177,2,0
1,Madurai,120,PM2.5,53,3,50,71,291,26,0,0,0,0
2,Quanzhou,55,PM2.5,58,3,13,52,262,7,1,7,0,0
3,Palembang,76,PM2.5,26,1,23,46,233,26,0,0,0,0
4,Santa Cruz,56,PM2.5,2,1,14,19,658,20,22,34,0,0
5,Gaziantep,151,PM2.5,7,22,66,111,1327,62,0,0,0,0
6,Sharjah,120,PM2.5,50,5,38,67,173,43,0,0,0,0
7,Phoenix,65,PM2.5,11,0,16,44,388,22,14,0,0,0
8,Lyon,61,PM2.5,20,0,18,29,176,50,5,13,0,0
9,Meerut,168,PM2.5,47,21,65,145,682,40,0,0,0,0
10,Jiangmen,131,PM2.5,123,5,47,94,516,23,0,0,0,0
11,Can Tho,102,O3,49,4,38,51,621,23,0,0,0,0
12,Raipur,137,PM2.5,46,47,50,72,662,28,0,0,0,0
13,Glasgow,58,PM2.5,14,2,20,27,215,25,0,0,0,0
14,Stockholm,53,PM2.5,20,0,12,37,433,40,0,0,0,0
15,Auckland,50,PM2.5,9,1,12,47,84,20,0,0,0,0
16,Jamshedpur,159,PM2.5,37,28,74,106,862,40,0,0,0,0
17,Yinchuan,134,PM2.5,8,2,47,127,1330,35,0,0,0,0
18,Jilin,70,PM2.5,29,3,25,38,597,13,0,0,0,0
19,Srinagar,103,PM2.5,46,1,42,42,199,12,0,0,0,0
20,Batam,71,PM2.5,36,4,20,38,231,11,0,0,0,0
21,Ulaanbaatar,127,PM2.5,10,44,40,58,394,28,0,0,0,0
22,Marseille,61,PM2.5,18,1,16,17,210,44,39,59,1,0
23,Makassar,75,PM2.5,25,1,21,42,324,19,0,0,0,0
24,Aurangabad,145,PM2.5,61,9,49,71,354,3,0,0,0,0
25,Philadelphia,53,PM2.5,11,1,14,46,291,21,0,13,0,0
26,Qiqihaer,126,PM2.5,10,14,45,91,812,26,0,0,0,0
27,Xining,26,O3,35,0,6,8,107,1,0,0,0,0
28,San Antonio,60,PM2.5,1,0,17,53,300,27,60,76,0,0
29,Calgary,33,PM2.5,23,0,5,5,269,22,6,24,0,0
30,Daejon,29,O3,34,0,6,13,132,14,17,33,0,0
31,Monrovia,61,PM2.5,8,0,14,38,429,20,14,28,0,0
32,Tiruppur,95,PM2.5,65,4,29,42,340,7,0,0,0,0
33,Munich,22,PM2.5,2,1,6,15,333,19,54,0,1,0
34,Ciudad Juarez,53,PM2.5,32,6,15,23,219,25,0,0,0,0
35,Kananga,70,PM2.5,28,1,18,32,121,21,0,0,0,0
36,Gwangju,56,PM2.5,16,3,13,19,683,39,0,0,0,0
37,Suqian,88,PM2.5,35,2,31,69,351,16,0,0,0,0
38,Yekaterinburg,88,PM2.5,12,3,30,51,188,60,0,0,0,0
39,Abu Dhabi,81,PM2.5,51,4,23,58,164,40,0,0,0,0
40,Jodhpur,124,PM2.5,55,2,44,67,228,18,0,0,0,0
41,Edmonton,69,PM2.5,18,0,19,19,397,17,1,18,1,0
42,Ranchi,153,PM2.5,48,15,58,102,465,44,0,0,0,0
43,Kathmandu,90,PM2.5,36,2,24,36,523,11,0,0,0,0
44,Jabalpur,137,PM2.5,60,7,49,71,336,3,0,0,0,0
45,Asansol,156,PM2.5,36,29,70,102,874,35,0,0,0,0
46,Kota,137,PM2.5,37,14,48,78,244,37,0,0,0,0
47,San Diego,70,PM2.5,7,2,20,42,452,34,25,43,0,0
48,Kharkiv,80,PM2.5,23,2,30,42,153,27,0,0,0,0
49,San Jose,75,PM2.5,0,1,19,31,865,13,34,47,0,0
50,Allahabad,156,PM2.5,37,9,69,120,525,42,0,0,0,0
51,Gwalior,98,PM2.5,50,2,38,58,281,5,0,0,0,0
52,Ottawa,29,O3,30,0,6,11,154,14,0,0,0,0
53,Zurich,20,O3,18,0,2,6,177,21,5,19,0,0
54,Belgrade,96,PM2.5,7,11,38,43,690,52,0,0,0,0
55,Amritsar,154,PM2.5,57,6,66,87,717,33,0,0,0,0
56,Joao Pessoa,45,PM2.5,23,0,11,21,92,1,0,0,0,0
57,Queretaro,122,PM2.5,3,12,38,101,1327,17,0,0,0,0
58,Taian Shandong,89,PM2.5,39,2,36,81,323,34,5,20,0,0
59,Copenhagen,66,PM2.5,16,0,17,28,269,26,14,13,0,0
60,Konya,83,PM2.5,13,15,31,31,354,42,0,0,0,0
61,Dhanbad,157,PM2.5,51,17,73,133,1190,44,0,0,0,0
62,Dallas,61,PM2.5,10,0,17,31,105,20,1,12,0,0
63,Ganzhou,86,PM2.5,65,5,27,70,717,9,0,0,0,0
64,Adelaide,55,PM2.5,17,0,16,31,56,20,0,0,0,0
65,Hai Phong,97,PM2.5,28,15,33,51,349,19,0,0,0,0
66,Mombasa,48,PM2.5,36,2,12,17,110,1,0,0,0,0
67,Jiaxing,57,PM2.5,39,3,10,23,503,17,0,0,0,0
68,Helsinki,65,PM2.5,1,1,18,39,355,46,0,0,3,0
69,Porto,63,PM2.5,19,0,16,26,160,17,0,0,0,0
70,Zhanjiang,86,O3,75,2,21,40,378,7,0,0,0,0
71,Prague,94,PM2.5,2,1,34,49,569,38,55,77,1,0
72,Dongying,98,PM2.5,12,12,41,70,933,33,0,0,0,0
73,Mianyang Sichuan,72,PM2.5,39,1,23,54,331,48,4,18,0,0
74,Nanchong,108,PM2.5,16,1,41,65,522,13,0,0,0,0
75,Fushun Liaoning,108,PM2.5,16,1,41,65,522,13,0,0,0,0
76,Antalya,70,PM2.5,10,1,21,33,443,56,0,0,0,0
77,Bareilly,155,PM2.5,54,8,68,132,552,37,0,0,0,0
78,Kazan,42,PM2.5,17,1,10,15,146,17,0,0,0,0
79,Ad-Dammam,151,PM2.5,32,56,52,119,208,60,0,0,0,0
80,Port Elizabeth,62,PM2.5,18,2,17,45,126,32,4,6,0,0
81,Ahvaz,27,PM2.5,28,0,6,10,129,3,0,0,0,0
82,Florianopolis,49,PM2.5,20,1,11,20,57,1,0,0,0,0
83,Nizhniy Novgorod,74,PM2.5,13,1,23,39,144,30,0,0,0,0
84,Dublin,65,PM2.5,40,0,19,26,126,24,6,12,0,0
85,Maoming,36,PM2.5,16,0,10,10,357,14,18,1,0,0
86,San Luis Potosi,47,PM2.5,19,3,7,10,247,7,0,0,0,0
87,Mysore,108,PM2.5,47,2,39,83,264,38,0,0,0,0
88,Chelyabinsk,94,PM2.5,9,6,34,52,212,51,0,0,0,0
89,Moradabad,163,PM2.5,43,27,74,132,577,56,0,0,0,0
90,Barquisimeto,37,PM2.5,26,1,9,13,179,4,0,0,0,0
91,Durg-Bhilainagar,143,PM2.5,34,83,53,76,912,43,0,0,0,0
92,Suzhou,74,PM2.5,37,1,25,49,175,21,0,0,0,0
93,Maracay,37,PM2.5,18,5,9,14,191,5,0,0,0,0
94,Ruian,27,O3,28,0,4,5,284,6,0,0,1,0
95,Zhenjiang Jiangsu,153,PM2.5,42,3,61,108,692,46,0,0,0,0
96,Baoji,121,PM2.5,25,4,44,112,705,24,0,0,0,0
97,Bhubaneswar,124,PM2.5,36,4,43,66,322,45,0,0,0,0
98,Pingdingshan Henan,124,PM2.5,36,4,43,66,322,45,0,0,0,0
99,Mendoza,51,PM2.5,23,0,12,27,170,19,0,0,0,0
100,Chiang Mai,86,PM2.5,79,1,28,50,785,4,0,0,0,0
101,Tiruchirappalli,78,PM2.5,46,6,24,57,300,14,0,0,0,0
102,Huaibei,99,PM2.5,44,2,31,111,261,33,1,15,0,0
103,Jinhua,58,PM2.5,10,1,16,27,311,35,24,53,0,0
