,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,89,PM2.5,7,1,32,49,303,40,0,33,1,0
1,Madurai,161,PM2.5,7,3,73,121,440,31,3,8,0,0
2,Quanzhou,68,O3,58,3,17,33,262,6,1,11,0,0
3,Palembang,79,PM2.5,18,0,24,40,210,23,0,0,0,0
4,Santa Cruz,63,PM2.5,2,0,19,37,474,45,10,25,0,50
5,Gaziantep,169,PM2.5,3,56,101,155,2284,90,0,0,0,0
6,Sharjah,121,PM2.5,22,4,49,64,242,64,0,0,0,0
7,Phoenix,83,PM2.5,12,0,31,119,422,43,4,0,0,0
8,Lyon,65,PM2.5,25,1,15,37,143,40,5,25,0,0
9,Meerut,189,PM2.5,9,3,134,280,1401,59,5,33,0,0
10,Jiangmen,115,PM2.5,2,4,40,122,1129,59,0,0,0,0
11,Can Tho,89,PM2.5,6,5,25,36,1063,29,0,0,0,0
12,Raipur,181,PM2.5,7,58,134,193,1179,41,0,0,0,0
13,Glasgow,42,PM2.5,26,1,11,13,163,18,1,10,0,0
14,Stockholm,74,PM2.5,1,1,25,42,548,70,0,0,0,0
15,Auckland,38,PM10,12,0,8,45,67,13,0,0,0,0
16,Jamshedpur,163,PM2.5,6,43,86,164,1994,33,25,81,6,0
17,Yinchuan,127,PM2.5,2,1,47,111,1305,29,0,0,0,0
18,Jilin,81,PM2.5,16,4,25,35,663,15,0,0,0,0
19,Srinagar,123,PM2.5,25,2,46,80,538,13,4,24,2,0
20,Batam,59,PM2.5,39,2,14,15,158,8,0,0,0,0
21,Ulaanbaatar,348,PM2.5,5,98,284,284,726,35,0,0,0,0
22,Marseille,60,PM2.5,29,1,16,31,276,41,16,38,0,0
23,Makassar,39,PM2.5,26,2,8,13,324,4,0,0,0,0
24,Aurangabad,156,PM2.5,46,8,63,91,502,3,0,0,0,0
25,Philadelphia,76,PM2.5,23,1,25,40,216,19,7,17,0,0
26,Qiqihaer,97,PM2.5,5,19,34,68,607,23,0,0,0,0
27,Xining,36,O3,40,0,3,5,109,0,0,0,0,0
28,San Antonio,46,PM10,22,0,10,56,0,22,6,16,0,0
29,Calgary,74,NO2,3,1,32,32,807,76,138,194,0,0
