,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,132,PM2.5,3,1,50,50,486,44,0,122,2,0
1,Madurai,110,PM2.5,39,2,47,49,241,24,0,0,0,0
2,Quanzhou,62,PM2.5,42,3,17,44,524,11,1,10,0,0
3,Palembang,87,PM2.5,12,1,30,57,392,37,0,0,0,0
4,Santa Cruz,87,PM2.5,12,1,30,57,392,37,0,0,0,0
5,Gaziantep,149,PM2.5,16,20,60,119,799,32,0,0,0,0
6,Sharjah,112,PM2.5,46,4,41,81,189,49,0,0,0,0
7,Phoenix,69,PM2.5,0,0,18,53,589,34,34,0,0,0
8,Lyon,114,PM2.5,2,2,40,70,245,40,94,0,0,0
9,Meerut,220,PM2.5,46,17,160,196,788,47,0,0,0,0
10,Jiangmen,128,PM2.5,70,3,49,70,927,33,0,0,0,0
11,Can Tho,128,PM2.5,70,3,49,70,927,33,0,0,0,0
12,Raipur,156,PM2.5,26,80,78,112,868,45,0,0,0,0
13,Glasgow,45,PM2.5,37,1,12,18,141,16,6,19,0,0
14,Stockholm,55,PM2.5,21,0,14,37,228,32,0,0,0,0
15,Auckland,40,PM2.5,13,0,11,35,56,12,0,0,0,0
16,Jamshedpur,180,PM2.5,33,42,112,162,1007,45,0,0,0,0
17,Yinchuan,106,PM2.5,21,3,32,75,666,27,0,0,0,0
18,Jilin,106,PM2.5,21,3,32,75,666,27,0,0,0,0
19,Srinagar,151,PM2.5,55,5,61,63,322,10,0,0,0,0
20,Batam,81,PM2.5,26,7,30,93,329,19,0,0,0,0
21,Ulaanbaatar,153,PM2.5,12,52,52,52,527,29,0,0,0,0
22,Marseille,77,PM2.5,22,4,23,37,194,43,0,0,0,0
23,Makassar,65,PM2.5,23,1,19,34,322,18,0,0,0,0
24,Aurangabad,143,PM2.5,51,4,52,74,296,4,0,0,0,0
25,Philadelphia,51,PM2.5,3,1,13,48,462,39,33,68,0,0
26,Qiqihaer,123,PM2.5,3,16,44,115,1255,35,0,0,0,0
27,Xining,18,PM2.5,9,0,5,7,138,1,0,0,0,0
28,San Antonio,56,PM2.5,8,0,16,41,0,16,1,5,0,0
29,Calgary,38,PM2.5,21,0,8,8,276,5,0,5,0,0
30,Daejon,30,O3,33,0,4,14,129,16,8,14,0,0
31,Monrovia,23,O3,29,0,3,21,150,13,0,4,0,0
32,Tiruppur,64,PM2.5,32,3,19,28,304,10,0,0,0,0
33,Munich,46,PM2.5,1,1,4,6,365,19,76,0,1,0
34,Ciudad Juarez,51,PM2.5,38,7,13,20,204,12,0,0,0,0
35,Kananga,57,PM2.5,35,1,16,44,113,21,0,0,0,0
36,Gwangju,52,PM2.5,6,4,15,34,783,46,0,0,0,0
37,Suqian,152,PM2.5,31,3,61,102,784,22,0,0,0,0
38,Yekaterinburg,69,PM2.5,37,1,20,38,133,41,0,0,0,0
39,Abu Dhabi,112,PM2.5,23,5,33,63,208,62,0,0,0,0
40,Jodhpur,154,PM2.5,43,2,57,86,281,17,0,0,0,0
41,Edmonton,32,PM2.5,14,0,6,6,398,11,3,14,0,0
42,Ranchi,167,PM2.5,25,15,90,133,505,61,0,0,0,0
43,Kathmandu,102,PM2.5,19,3,37,74,976,20,0,0,0,0
44,Jabalpur,122,PM2.5,45,4,50,72,268,5,0,0,0,0
45,Asansol,178,PM2.5,24,36,109,157,1047,36,0,0,0,0
46,Kota,167,PM2.5,20,13,80,143,364,40,0,0,0,0
47,San Diego,42,PM2.5,35,0,9,27,240,19,14,14,0,0
48,Kharkiv,76,PM2.5,20,3,24,36,191,30,0,0,0,0
49,San Jose,29,O3,35,0,2,3,218,6,2,7,0,0
50,Allahabad,184,PM2.5,19,11,120,186,953,61,0,0,0,0
51,Gwalior,155,PM2.5,44,4,68,97,459,6,0,0,0,0
52,Ottawa,31,PM2.5,27,1,9,24,146,13,0,0,0,0
53,Zurich,70,PM2.5,1,0,22,31,342,23,14,28,0,0
54,Belgrade,107,PM2.5,8,10,43,45,1103,39,0,0,0,0
55,Amritsar,272,PM2.5,37,6,242,242,921,46,0,0,0,0
56,Joao Pessoa,53,PM2.5,22,1,15,27,96,1,0,0,0,0
57,Queretaro,54,PM2.5,12,9,13,31,1039,3,0,0,0,0
58,Taian Shandong,77,PM2.5,12,2,25,33,860,53,15,44,0,0
59,Copenhagen,56,PM2.5,14,1,14,36,252,45,88,0,0,0
60,Konya,173,PM2.5,2,11,78,116,466,44,0,0,0,0
61,Dhanbad,183,PM2.5,40,20,121,181,1928,34,0,0,0,0
62,Dallas,63,PM2.5,4,0,20,28,201,22,1,7,0,0
63,Ganzhou,106,PM2.5,22,7,40,81,1215,26,0,0,0,0
64,Adelaide,45,PM10,15,0,8,48,68,30,0,0,0,0
65,Hai Phong,147,PM2.5,54,10,68,68,647,9,0,0,0,0
66,Mombasa,63,PM2.5,55,3,18,27,163,2,0,0,0,0
