,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,159,PM2.5,1,2,76,84,338,61,0,175,3,0
1,Madurai,153,PM2.5,28,7,67,97,400,15,0,0,0,0
2,Palembang,93,PM2.5,17,1,24,39,232,24,0,0,0,0
3,Santa Cruz,36,PM10,36,0,8,44,226,20,1,6,0,0
4,Gaziantep,36,PM10,36,0,8,44,226,20,1,6,0,0
5,Sharjah,107,PM2.5,8,10,37,94,383,56,0,0,0,0
6,Phoenix,47,PM2.5,32,0,11,37,181,34,3,0,0,0
7,Lyon,66,PM2.5,2,1,18,27,215,28,4,0,0,0
8,Meerut,290,PM2.5,6,10,247,247,801,41,0,0,0,0
9,Jiangmen,124,PM2.5,1,3,48,94,953,48,0,0,0,0
10,Can Tho,63,PM2.5,15,2,16,29,301,9,0,0,0,0
11,Raipur,63,PM2.5,15,2,16,29,301,9,0,0,0,0
12,Glasgow,30,PM2.5,23,0,6,6,149,8,2,10,0,0
13,Stockholm,55,PM2.5,27,0,13,19,269,17,0,0,0,0
14,Auckland,54,PM2.5,21,0,17,44,58,15,0,0,0,0
15,Jamshedpur,185,PM2.5,1,25,109,157,2293,30,0,0,0,0
16,Yinchuan,58,PM2.5,26,8,14,45,584,14,0,0,0,0
17,Jilin,130,PM2.5,5,5,47,92,890,24,0,0,0,0
18,Srinagar,63,PM2.5,31,1,17,24,362,4,0,0,0,0
19,Batam,49,PM2.5,30,4,10,14,273,5,0,0,0,0
20,Ulaanbaatar,177,PM2.5,21,12,116,116,201,12,0,0,0,0
21,Marseille,99,PM2.5,6,2,33,35,234,30,0,0,0,0
22,Makassar,32,PM2.5,24,1,8,11,280,3,0,0,0,0
23,Aurangabad,139,PM2.5,30,4,55,78,321,2,0,0,0,0
24,Philadelphia,51,PM2.5,21,0,12,49,378,38,1,14,0,0
25,Qiqihaer,117,PM2.5,17,14,37,48,469,11,0,0,0,0
26,Xining,27,PM2.5,7,0,6,9,161,4,0,0,0,0
27,San Antonio,53,PM2.5,24,0,14,57,0,15,0,3,0,0
28,Calgary,83,PM2.5,5,0,28,44,509,41,33,61,0,0
29,Daejon,33,O3,37,0,3,17,124,1,0,1,0,0
30,Monrovia,51,PM2.5,28,0,12,26,260,26,3,16,0,0
31,Tiruppur,124,PM2.5,20,4,45,67,520,11,0,0,0,0
32,Munich,25,PM2.5,9,1,6,11,255,8,11,0,0,0
33,Ciudad Juarez,93,O3,43,4,12,19,167,20,0,0,0,0
34,Kananga,37,PM2.5,26,0,10,33,90,17,0,0,0,0
35,Gwangju,37,PM2.5,26,0,10,33,90,17,0,0,0,0
36,Suqian,202,PM2.5,0,2,160,160,961,25,0,0,0,0
37,Yekaterinburg,59,PM2.5,29,2,14,45,138,32,0,0,0,0
38,Abu Dhabi,116,PM2.5,37,4,46,85,194,24,0,0,0,0
39,Jodhpur,138,PM2.5,22,4,51,76,438,9,0,0,0,0
40,Edmonton,67,PM2.5,20,1,24,42,501,46,35,68,1,0
41,Ranchi,154,PM2.5,39,9,65,127,426,21,0,0,0,0
42,Kathmandu,158,PM2.5,3,3,63,73,1574,17,0,0,0,0
43,Jabalpur,140,PM2.5,22,4,53,76,330,4,0,0,0,0
44,Asansol,170,PM2.5,25,15,89,127,826,12,0,0,0,0
45,Kota,167,PM2.5,7,11,97,153,529,32,0,0,0,0
