,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,133,PM2.5,8,2,50,74,335,64,0,144,2,0
1,Madurai,152,PM2.5,14,2,65,93,295,26,3,11,0,0
2,Quanzhou,92,PM2.5,2,3,34,81,786,40,0,10,0,0
3,Palembang,91,PM2.5,8,1,33,57,417,33,0,0,0,0
4,Santa Cruz,40,PM2.5,16,1,11,25,287,20,3,13,0,0
5,Gaziantep,154,PM2.5,13,19,69,154,979,62,0,0,0,0
6,Sharjah,98,PM2.5,20,5,32,53,254,73,0,0,0,0
7,Phoenix,51,PM2.5,9,0,13,49,285,40,5,0,0,0
8,Lyon,98,PM2.5,6,1,43,50,227,27,20,0,0,0
9,Meerut,162,PM2.5,11,4,75,259,1305,57,6,43,0,0
10,Jiangmen,120,PM2.5,5,4,34,124,1114,64,0,0,0,0
11,Can Tho,86,PM2.5,32,2,28,35,377,9,0,0,0,0
12,Raipur,168,PM2.5,14,80,139,199,856,27,0,0,0,0
13,Glasgow,53,PM2.5,31,1,13,19,184,25,9,26,0,0
14,Stockholm,59,PM2.5,27,0,17,22,284,40,0,0,0,0
15,Auckland,28,PM2.5,16,0,6,20,58,11,0,0,0,0
16,Jamshedpur,179,PM2.5,13,21,123,187,2038,41,15,64,11,0
17,Yinchuan,90,PM2.5,5,2,32,69,823,44,0,0,0,0
18,Jilin,90,PM2.5,5,2,32,69,823,44,0,0,0,0
19,Srinagar,166,PM2.5,34,3,87,144,750,23,5,33,7,0
20,Batam,70,PM2.5,23,4,21,30,307,23,0,0,0,0
21,Ulaanbaatar,56,PM2.5,26,13,10,10,177,9,0,0,0,0
22,Marseille,88,PM2.5,13,2,34,35,195,39,0,0,0,0
23,Makassar,67,PM2.5,17,1,18,30,396,14,0,0,0,0
24,Aurangabad,153,PM2.5,50,0,65,96,586,8,1,3,4,0
25,Philadelphia,63,PM2.5,7,1,13,44,585,44,30,59,0,0
26,Qiqihaer,118,PM2.5,13,8,44,75,709,19,0,0,0,0
27,Xining,23,PM2.5,13,0,5,7,136,0,0,0,0,0
28,San Antonio,50,PM2.5,16,0,12,41,0,18,0,5,0,0
29,Calgary,67,PM2.5,0,0,21,45,530,42,57,87,0,17
30,Daejon,33,O3,34,0,5,16,117,14,3,8,0,0
31,Monrovia,15,NO2,9,0,1,14,341,17,13,28,0,100
32,Tiruppur,95,PM2.5,45,2,32,54,511,16,10,23,1,0
33,Munich,23,PM2.5,12,1,4,6,306,15,15,0,0,0
34,Ciudad Juarez,52,PM2.5,48,5,11,17,213,13,0,0,0,0
35,Kananga,38,PM2.5,35,1,7,28,105,17,0,0,0,0
36,Gwangju,153,PM2.5,5,4,71,92,892,42,0,0,0,0
37,Suqian,163,PM2.5,12,3,89,127,794,39,0,0,0,0
