,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Madurai,155,PM2.5,32,5,65,112,559,38,0,0,0,0
1,Quanzhou,123,PM2.5,29,4,48,50,611,15,0,0,0,0
2,Palembang,111,PM2.5,9,1,39,67,541,39,0,0,0,0
3,Santa Cruz,40,PM2.5,16,0,12,29,371,26,5,18,0,0
4,Gaziantep,189,PM2.5,2,7,129,165,1826,89,0,0,0,0
5,Sharjah,93,PM2.5,14,7,30,60,363,73,0,0,0,0
6,Phoenix,75,PM2.5,0,2,24,83,1133,34,49,0,0,0
7,Lyon,73,PM2.5,3,0,21,30,443,44,26,12,0,0
8,Meerut,73,PM2.5,3,0,21,30,443,44,26,12,0,0
9,Jiangmen,120,PM2.5,4,5,44,96,872,46,0,0,0,0
10,Can Tho,58,PM2.5,23,1,17,17,177,4,0,0,0,0
11,Raipur,184,PM2.5,20,43,130,185,2870,19,0,0,0,0
12,Glasgow,59,PM2.5,20,0,17,30,163,32,11,32,0,0
13,Stockholm,60,PM2.5,27,0,18,53,286,40,0,0,0,0
14,Auckland,58,PM2.5,15,0,15,26,53,1,0,0,0,0
15,Jamshedpur,172,PM2.5,2,34,102,146,2076,39,0,0,0,0
16,Yinchuan,56,PM10,35,1,15,68,350,7,0,0,0,0
17,Jilin,73,PM2.5,22,4,24,40,634,10,0,0,0,0
18,Srinagar,130,PM2.5,41,2,36,52,356,14,0,0,0,0
19,Batam,39,PM2.5,41,2,6,9,228,8,0,0,0,0
20,Ulaanbaatar,182,PM2.5,14,37,149,149,346,23,0,0,0,0
21,Marseille,96,PM2.5,9,1,32,71,433,55,76,110,3,0
22,Makassar,65,PM2.5,17,2,23,32,402,14,0,0,0,0
23,Aurangabad,155,PM2.5,31,4,69,100,550,13,0,0,0,0
24,Philadelphia,87,PM2.5,23,1,39,54,237,27,5,16,0,0
25,Qiqihaer,91,PM2.5,27,5,32,63,266,6,0,0,0,0
26,Xining,24,PM2.5,14,0,4,6,138,0,0,0,0,0
27,San Antonio,53,PM2.5,12,0,14,44,0,20,1,9,0,0
28,Calgary,82,PM2.5,1,0,27,42,430,40,31,58,0,0
29,Daejon,35,PM2.5,37,0,9,34,126,13,2,7,0,0
30,Monrovia,23,PM2.5,9,0,8,31,418,22,26,39,0,60
31,Tiruppur,156,PM2.5,27,4,68,96,647,29,0,0,0,0
32,Munich,23,NO2,5,1,4,7,369,24,44,0,0,0
33,Ciudad Juarez,43,O3,84,6,11,17,173,6,0,0,0,0
34,Kananga,41,PM2.5,31,0,10,32,100,16,0,0,0,0
35,Gwangju,152,PM2.5,20,5,57,112,797,26,0,0,0,0
36,Suqian,103,PM2.5,23,3,42,77,431,15,0,0,0,0
37,Yekaterinburg,54,PM2.5,18,2,14,27,147,42,0,0,0,0
38,Abu Dhabi,88,PM2.5,47,4,32,69,183,44,0,0,0,0
39,Jodhpur,149,PM2.5,44,5,52,90,351,16,0,0,0,0
40,Edmonton,58,PM2.5,11,1,14,36,205,38,4,28,1,1
41,Ranchi,159,PM2.5,9,10,70,119,475,42,0,0,0,0
42,Kathmandu,197,PM2.5,4,3,163,163,1459,21,0,0,0,0
43,Jabalpur,162,PM2.5,21,3,80,115,487,10,0,0,0,0
44,Asansol,161,PM2.5,16,15,70,100,755,17,0,0,0,0
45,Kota,170,PM2.5,32,7,86,141,481,26,0,0,0,0
46,San Diego,39,PM2.5,8,0,10,25,1045,30,16,35,0,0
47,Kharkiv,74,PM2.5,23,1,20,30,194,26,0,0,0,0
48,San Jose,30,NO2,2,0,8,17,508,32,9,30,0,0
49,Allahabad,226,PM2.5,3,12,172,237,1334,64,0,0,0,0
50,Gwalior,165,PM2.5,36,5,86,124,636,6,0,0,0,0
51,Ottawa,83,PM2.5,9,1,29,30,201,20,0,0,0,0
52,Zurich,15,PM2.5,17,0,4,7,181,11,6,10,0,0
53,Belgrade,153,PM2.5,2,10,62,67,997,59,0,0,0,0
54,Amritsar,489,PM2.5,15,10,490,490,2307,49,0,0,0,0
55,Joao Pessoa,80,PM2.5,29,1,25,43,132,2,0,0,0,0
56,Queretaro,92,PM2.5,15,16,35,102,1397,6,0,0,0,0
57,Taian Shandong,110,PM2.5,6,9,35,80,527,45,0,0,0,0
58,Konya,94,PM2.5,3,8,34,52,450,25,0,0,0,0
59,Dhanbad,164,PM2.5,21,12,75,107,1165,11,0,0,0,0
60,Dallas,51,PM2.5,7,1,13,44,103,23,3,9,0,0
61,Ganzhou,84,PM2.5,15,5,30,35,949,12,0,0,0,0
62,Adelaide,26,PM10,8,0,3,33,74,11,0,0,0,0
63,Hai Phong,170,PM2.5,1,18,80,80,687,43,0,0,0,0
64,Mombasa,35,PM2.5,18,2,8,13,154,4,0,0,0,0
65,Jiaxing,109,PM2.5,10,3,39,55,466,24,0,0,0,0
66,Helsinki,62,PM2.5,26,2,19,27,154,24,0,0,0,0
67,Porto,95,PM2.5,17,0,36,36,303,33,0,0,0,0
68,Zhanjiang,95,PM2.5,57,2,30,47,427,6,0,0,0,0
69,Prague,80,PM2.5,12,1,25,50,358,55,6,23,0,0
70,Dongying,32,PM2.5,22,3,7,26,243,13,0,0,0,0
71,Mianyang Sichuan,122,PM2.5,3,12,46,72,533,65,0,0,0,0
72,Nanchong,112,PM2.5,10,2,39,63,589,17,0,0,0,0
73,Fushun Liaoning,112,PM2.5,10,2,39,63,589,17,0,0,0,0
74,Antalya,81,NO2,5,3,16,33,1071,83,0,0,0,0
75,Bareilly,160,PM2.5,27,7,78,131,556,24,0,0,0,0
76,Kazan,40,PM2.5,13,1,9,13,151,20,0,0,0,0
77,Ad-Dammam,40,PM2.5,13,1,9,13,151,20,0,0,0,0
78,Ahvaz,30,O3,32,0,3,3,131,3,0,0,0,0
79,Florianopolis,65,PM2.5,36,1,21,32,94,25,0,0,0,0
80,Nizhniy Novgorod,57,PM2.5,6,3,14,26,173,40,0,0,0,0
81,Dublin,83,PM2.5,21,3,32,43,262,36,33,50,1,0
82,Maoming,50,PM2.5,9,0,12,12,278,10,10,1,0,0
83,San Luis Potosi,67,PM2.5,61,4,20,27,133,31,0,0,0,0
84,Mysore,161,PM2.5,17,2,75,154,601,38,0,0,0,0
85,Chelyabinsk,52,PM2.5,12,4,14,27,194,42,0,0,0,0
86,Moradabad,195,PM2.5,30,11,150,150,663,38,0,0,0,0
87,Barquisimeto,31,O3,44,2,6,10,141,2,0,0,0,0
88,Durg-Bhilainagar,197,PM2.5,8,71,150,215,4877,34,0,0,0,0
89,Suzhou,68,PM2.5,31,0,21,40,139,20,0,0,0,0
