,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,87,PM2.5,14,1,32,41,252,38,0,29,1,0
1,Madurai,97,PM2.5,13,4,28,58,260,27,3,8,1,0
2,Quanzhou,123,PM2.5,42,4,45,47,524,12,0,11,0,0
3,Palembang,88,PM2.5,19,1,28,45,294,25,0,0,0,0
4,Santa Cruz,48,PM2.5,5,0,14,34,574,28,29,44,0,0
5,Gaziantep,152,PM2.5,3,35,70,116,1745,87,0,0,0,0
6,Sharjah,138,PM2.5,23,6,48,88,426,70,0,0,0,0
7,Phoenix,64,PM2.5,6,1,19,48,435,32,8,0,0,0
8,Lyon,63,PM2.5,26,0,20,29,179,27,6,7,0,0
9,Meerut,262,PM10,3,5,208,433,959,69,43,89,1,0
10,Jiangmen,110,PM2.5,6,3,36,135,1031,64,0,0,0,0
11,Can Tho,97,PM2.5,17,4,32,42,712,24,0,0,0,0
12,Raipur,149,PM2.5,11,16,53,131,1294,18,5,23,0,0
13,Glasgow,46,PM2.5,17,0,12,15,122,32,18,42,0,0
14,Stockholm,61,PM2.5,2,1,18,28,674,42,0,0,0,0
15,Auckland,23,PM2.5,11,0,6,13,54,12,0,0,0,0
16,Jamshedpur,185,PM2.5,24,27,127,249,1886,32,10,42,11,0
17,Yinchuan,63,PM2.5,22,10,20,35,435,13,0,0,0,0
18,Jilin,61,PM2.5,24,3,10,21,446,7,0,0,0,0
19,Srinagar,133,PM2.5,28,1,51,75,748,12,21,78,13,0
20,Batam,55,PM2.5,33,2,12,12,166,11,0,0,0,0
21,Ulaanbaatar,161,PM2.5,17,24,82,82,238,20,0,0,0,0
22,Marseille,60,PM2.5,32,0,14,29,139,24,0,0,0,0
23,Makassar,47,PM2.5,26,1,8,12,302,4,0,0,0,0
24,Aurangabad,155,PM2.5,0,12,59,125,865,11,2,7,5,0
25,Qiqihaer,34,PM2.5,26,2,8,15,352,3,0,0,0,0
26,Xining,26,O3,32,0,4,6,116,0,0,0,0,0
27,San Antonio,52,PM10,32,0,8,54,0,17,8,8,0,0
28,Calgary,22,O3,33,0,5,26,220,16,1,6,0,0
29,Daejon,30,PM2.5,22,0,7,12,162,16,11,30,0,0
30,Monrovia,37,PM2.5,18,0,10,33,286,32,7,22,0,60
31,Tiruppur,66,PM2.5,7,2,16,28,282,7,5,13,0,0
32,Munich,64,PM2.5,12,1,25,33,326,19,16,0,1,0
33,Ciudad Juarez,47,PM2.5,55,3,12,19,158,3,0,0,0,0
34,Kananga,33,PM2.5,22,1,8,30,80,16,0,0,0,0
35,Gwangju,129,PM2.5,34,3,47,77,881,17,0,0,0,0
36,Suqian,172,PM2.5,1,3,86,131,1396,38,0,0,0,0
37,Yekaterinburg,60,PM2.5,22,3,15,30,171,47,0,0,0,0
38,Abu Dhabi,121,PM2.5,57,3,39,101,160,27,0,0,0,0
39,Jodhpur,172,PM2.5,5,4,105,251,568,56,37,77,9,0
40,Edmonton,28,PM2.5,28,0,7,17,397,23,1,13,0,0
41,Ranchi,169,PM2.5,6,18,95,145,679,48,12,67,7,0
42,Kathmandu,170,PM10,3,3,80,300,1270,42,9,68,0,0
43,Jabalpur,166,PM2.5,8,8,84,213,1816,36,4,40,0,0
44,Asansol,165,PM2.5,31,3,80,176,926,27,12,66,7,0
45,Kota,207,PM2.5,5,4,189,241,1109,34,36,78,1,0
46,San Diego,35,PM2.5,21,0,8,28,651,25,10,25,0,0
47,Kharkiv,73,PM2.5,21,2,22,26,166,21,0,0,0,0
48,San Jose,52,PM2.5,2,0,12,14,578,32,25,46,0,0
49,Allahabad,166,PM2.5,1,6,92,151,1692,55,11,52,74,0
50,Gwalior,160,PM2.5,3,14,97,176,2298,5,21,19,3,0
51,Ottawa,71,PM2.5,13,0,25,48,182,17,1,0,0,0
52,Zurich,22,O3,21,0,3,4,183,11,2,6,0,0
53,Belgrade,75,PM2.5,9,11,27,27,690,12,0,0,0,0
54,Amritsar,166,PM2.5,2,5,86,179,306,17,6,18,1,0
55,Joao Pessoa,166,PM2.5,2,5,86,179,306,17,6,18,1,0
56,Queretaro,110,PM2.5,33,14,42,131,1522,7,0,0,0,0
57,Taian Shandong,81,PM2.5,41,1,27,61,238,18,1,9,0,0
58,Copenhagen,64,PM2.5,2,1,20,29,497,23,35,39,0,0
59,Konya,80,PM2.5,7,8,25,45,154,34,0,0,0,0
60,Dhanbad,169,PM2.5,1,0,83,83,26,1,0,64,0,0
61,Ganzhou,122,PM2.5,27,6,45,130,793,24,0,0,0,0
62,Adelaide,29,PM2.5,21,0,8,27,62,13,0,0,0,0
63,Hai Phong,141,PM2.5,29,13,56,56,314,14,0,0,0,0
64,Mombasa,56,PM2.5,27,1,15,26,141,3,0,0,0,0
65,Jiaxing,115,PM2.5,25,3,45,90,749,26,0,0,0,0
66,Helsinki,68,PM2.5,10,0,20,26,201,29,0,0,1,0
67,Porto,111,PM2.5,21,6,37,39,340,32,0,0,0,0
68,Zhanjiang,69,PM2.5,55,2,22,40,416,7,0,0,0,0
69,Prague,101,PM2.5,13,1,30,66,272,56,2,18,0,0
70,Dongying,81,PM10,8,3,8,117,787,28,0,0,0,0
71,Mianyang Sichuan,87,PM2.5,33,1,28,51,277,35,1,12,0,0
72,Nanchong,92,PM2.5,9,1,35,43,517,16,0,0,0,0
73,Fushun Liaoning,92,PM2.5,9,1,35,43,517,16,0,0,0,0
74,Antalya,83,PM2.5,13,4,30,57,361,40,0,0,0,0
75,Bareilly,202,PM2.5,8,2,160,257,1790,35,14,60,11,0
76,Kazan,27,O3,32,1,2,3,134,3,0,0,0,0
77,Ad-Dammam,104,PM2.5,39,16,36,79,190,46,0,0,0,0
78,Port Elizabeth,74,PM2.5,16,2,28,58,189,20,2,3,0,0
79,Ahvaz,26,O3,34,0,2,3,111,1,0,0,0,0
80,Florianopolis,56,PM2.5,25,0,15,23,65,19,0,0,0,0
81,Nizhniy Novgorod,65,PM2.5,26,2,21,33,148,34,0,0,0,0
82,Dublin,61,PM2.5,26,3,18,26,201,25,17,19,0,0
83,Maoming,46,PM2.5,17,0,12,14,253,12,7,7,0,0
84,San Luis Potosi,45,PM2.5,45,1,10,20,90,22,0,0,0,0
85,Mysore,88,PM2.5,9,1,33,76,329,20,4,12,2,0
86,Chelyabinsk,65,PM2.5,21,4,23,46,175,35,0,0,0,0
87,Moradabad,220,PM2.5,1,1,180,267,1874,48,8,46,13,0
88,Barquisimeto,34,O3,42,0,4,7,90,1,0,0,0,0
89,Durg-Bhilainagar,159,PM2.5,6,32,71,144,1407,24,5,22,0,0
90,Suzhou,67,PM2.5,31,0,20,44,134,15,0,0,0,0
91,Maracay,58,PM2.5,50,5,17,27,195,4,0,0,0,0
92,Ruian,38,PM2.5,28,1,10,17,358,16,0,2,1,0
93,Zhenjiang Jiangsu,163,PM2.5,15,6,80,187,858,49,0,0,0,0
94,Baoji,69,PM2.5,25,2,18,24,215,9,0,0,0,0
95,Bhubaneswar,178,PM2.5,40,15,114,186,744,21,0,0,0,0
96,Pingdingshan Henan,178,PM2.5,40,15,114,186,744,21,0,0,0,0
97,Mendoza,55,PM2.5,46,1,13,32,220,20,0,0,0,0
98,Chiang Mai,90,PM2.5,19,1,32,47,1036,11,0,0,0,0
99,Tiruchirappalli,56,PM2.5,22,7,11,21,313,10,4,12,1,0
100,Huaibei,86,PM2.5,16,2,29,99,310,28,2,16,0,0
101,Chandigarh,190,PM2.5,7,5,127,226,1254,68,32,67,6,0
102,Islamabad,136,PM2.5,3,4,45,110,2351,36,18,37,0,0
103,Amsterdam,68,PM2.5,11,0,25,37,256,34,11,0,0,0
104,Haifa,75,PM2.5,36,2,23,96,368,11,2,13,1,0
105,Guilin,159,PM2.5,59,4,66,142,1073,11,0,0,0,0
106,Mexicali,32,PM2.5,22,0,7,14,354,14,14,7,0,0
107,Ufa,61,PM2.5,27,2,17,32,141,39,0,0,0,0
108,Rostov-on-Don,70,PM2.5,15,1,18,33,168,27,0,0,0,0
109,Hubli-Dharwad,127,PM2.5,20,2,47,115,664,21,7,15,0,0
110,Guwahati,161,PM2.5,1,6,73,106,439,10,3,6,0,0
111,Liupanshui,167,PM2.5,7,2,86,103,878,29,0,0,0,0
112,Quetta,61,PM2.5,31,1,18,27,426,11,0,0,0,0
113,Cologne,83,PM2.5,10,1,34,45,274,43,25,35,0,0
114,Aguascalientes,58,PM2.5,45,0,15,29,96,15,0,0,0,0
115,Binzhou,83,PM2.5,12,0,31,31,210,18,2,6,0,0
116,Salem,55,PM2.5,3,1,12,30,668,36,10,57,0,0
117,Saharanpur,190,PM2.5,8,3,154,390,1713,63,43,97,14,0
118,Yerevan,168,PM2.5,18,7,114,202,894,20,0,0,0,0
119,Tbilisi,81,PM2.5,10,2,28,54,484,15,0,0,0,0
120,Jalandhar,185,PM2.5,11,12,140,238,4199,29,77,58,2,0
121,Lille,72,PM2.5,16,0,21,37,164,34,5,8,1,0
122,Siliguri,163,PM2.5,15,1,86,187,812,21,18,47,17,0
123,Oslo,61,PM2.5,0,0,17,38,354,29,47,62,0,0
124,Jingzhou Hubei,61,PM2.5,0,0,17,38,354,29,47,62,0,0
125,Zhaoqing,123,PM2.5,10,4,48,84,765,54,0,0,0,0
126,Antwerp,55,PM2.5,4,1,16,27,247,24,63,0,1,0
127,Johor Bahru,138,PM2.5,25,1,52,59,155,34,0,0,0,0
128,Solapur,148,PM2.5,19,6,56,126,629,24,19,70,1,0
129,Teresina,61,PM2.5,32,1,15,31,133,15,0,0,0,0
130,Fuzhou Jiangxi,103,PM2.5,24,0,38,41,154,30,0,0,0,0
131,Aracaju,62,PM2.5,21,0,16,45,72,14,0,0,0,0
132,Leshan,80,PM2.5,14,2,24,38,609,19,0,0,0,0
133,Marrakech,34,O3,29,1,6,10,109,5,0,0,0,0
134,Rotterdam,49,PM2.5,3,0,15,29,227,42,9,0,1,0
