,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,73,PM2.5,22,1,23,42,190,34,0,27,0,0
1,Madurai,157,PM2.5,34,9,76,117,490,18,0,0,0,0
2,Quanzhou,121,PM2.5,39,3,49,69,611,10,1,7,0,0
3,Palembang,131,PM2.5,3,1,45,70,673,32,0,0,0,0
4,Santa Cruz,47,PM2.5,14,0,13,27,710,34,31,50,0,0
5,Gaziantep,156,PM2.5,4,9,66,93,1868,81,0,0,0,0
6,Sharjah,108,PM2.5,15,7,37,75,323,70,0,0,0,0
7,Phoenix,92,PM2.5,8,2,34,87,685,50,67,0,0,0
8,Lyon,97,PM2.5,4,2,37,41,346,41,52,0,0,0
9,Meerut,260,PM2.5,31,10,208,208,664,30,0,0,0,0
10,Jiangmen,63,PM2.5,28,3,21,52,537,17,0,0,0,0
11,Can Tho,83,PM2.5,16,2,36,36,262,7,0,0,0,0
12,Raipur,83,PM2.5,16,2,36,36,262,7,0,0,0,0
13,Glasgow,67,PM2.5,19,3,18,27,334,19,6,26,0,0
14,Stockholm,68,PM2.5,21,0,22,53,526,36,0,0,0,0
15,Auckland,55,PM2.5,15,0,15,41,54,13,0,0,0,0
16,Jamshedpur,176,PM2.5,7,28,104,149,2170,30,0,0,0,0
17,Yinchuan,52,PM2.5,45,1,10,41,335,4,0,0,0,0
18,Jilin,38,PM2.5,28,3,8,15,496,5,0,0,0,0
19,Srinagar,86,PM2.5,45,2,26,37,339,2,0,0,0,0
20,Batam,42,PM2.5,28,3,11,21,219,20,0,0,0,0
21,Ulaanbaatar,232,PM2.5,22,27,212,212,240,18,0,0,0,0
22,Marseille,96,PM2.5,7,2,41,46,273,43,0,0,0,0
23,Makassar,60,PM2.5,16,2,16,23,469,7,0,0,0,0
24,Aurangabad,151,PM2.5,35,5,49,70,377,5,0,0,0,0
25,Philadelphia,60,PM2.5,36,1,19,45,107,32,3,13,0,0
26,Qiqihaer,60,PM2.5,36,1,19,45,107,32,3,13,0,0
27,San Antonio,51,PM2.5,23,0,12,40,0,16,1,2,0,0
28,Calgary,64,PM2.5,11,0,19,47,490,31,24,44,0,0
29,Daejon,30,PM2.5,32,0,8,16,114,8,1,3,0,0
30,Monrovia,53,PM2.5,12,0,16,33,473,31,25,44,0,50
31,Tiruppur,151,PM2.5,27,5,52,81,562,14,0,0,0,0
32,Munich,46,PM2.5,11,1,12,20,290,12,16,0,1,0
33,Ciudad Juarez,54,O3,73,5,9,14,145,3,0,0,0,0
34,Kananga,42,PM2.5,25,1,10,32,117,18,0,0,0,0
35,Gwangju,32,O3,36,3,4,9,580,5,0,0,0,0
36,Suqian,61,PM2.5,13,3,16,38,337,15,0,0,0,0
37,Yekaterinburg,58,PM2.5,9,3,15,30,163,46,0,0,0,0
38,Abu Dhabi,70,PM2.5,39,5,21,49,198,44,0,0,0,0
39,Jodhpur,140,PM2.5,32,3,48,83,319,15,0,0,0,0
40,Edmonton,67,PM2.5,8,1,21,57,499,40,45,74,1,0
41,Ranchi,161,PM2.5,6,15,74,135,483,41,0,0,0,0
42,Kathmandu,186,PM2.5,1,3,112,112,1267,17,0,0,0,0
43,Jabalpur,162,PM2.5,42,4,79,113,428,1,0,0,0,0
44,Asansol,166,PM2.5,18,13,87,116,709,19,0,0,0,0
45,Kota,161,PM2.5,8,8,75,124,449,39,0,0,0,0
46,San Diego,30,PM2.5,22,0,6,25,564,22,10,23,0,0
47,Kharkiv,71,PM2.5,23,1,22,33,169,22,0,0,0,0
48,San Jose,58,PM2.5,5,0,16,21,804,33,38,60,0,0
49,Allahabad,171,PM2.5,31,7,86,125,563,20,0,0,0,0
50,Gwalior,153,PM2.5,32,3,62,96,450,3,0,0,0,0
51,Ottawa,57,PM2.5,30,0,17,30,147,15,1,0,0,0
52,Zurich,43,PM2.5,16,0,11,14,227,14,6,19,0,0
53,Belgrade,80,PM2.5,10,10,30,31,649,23,0,0,0,0
54,Amritsar,326,PM2.5,7,5,302,302,1673,38,0,0,0,0
55,Joao Pessoa,62,PM2.5,22,1,16,29,82,1,0,0,0,0
56,Queretaro,113,PM2.5,48,9,42,115,1316,14,0,0,0,0
57,Taian Shandong,93,PM2.5,35,2,19,55,249,8,1,10,0,0
58,Copenhagen,66,PM2.5,17,0,21,30,259,19,40,16,0,0
59,Konya,111,PM2.5,2,9,42,42,417,24,0,0,0,0
60,Dhanbad,166,PM2.5,23,11,78,112,1018,12,0,0,0,0
61,Dallas,49,PM2.5,17,1,11,40,102,17,1,5,0,0
62,Ganzhou,108,PM2.5,41,4,36,66,670,7,0,0,0,0
63,Adelaide,30,PM10,24,0,6,40,75,12,0,0,0,0
64,Hai Phong,95,PM2.5,38,11,25,37,458,4,0,0,0,0
65,Mombasa,40,PM2.5,19,2,10,16,179,3,0,0,0,0
66,Jiaxing,38,PM2.5,16,3,9,42,261,17,0,0,0,0
67,Helsinki,55,PM2.5,22,1,14,19,187,25,0,0,0,0
68,Porto,78,PM2.5,7,0,25,51,772,33,0,0,0,0
69,Zhanjiang,68,PM2.5,36,7,19,31,593,8,0,0,0,0
70,Prague,69,PM2.5,18,1,21,47,487,36,20,43,0,0
71,Dongying,79,PM2.5,4,10,30,54,820,33,0,0,0,0
72,Mianyang Sichuan,93,PM2.5,37,1,34,87,230,21,1,7,0,0
73,Nanchong,73,PM2.5,21,1,20,37,340,4,0,0,0,0
74,Fushun Liaoning,73,PM2.5,21,1,20,37,340,4,0,0,0,0
75,Antalya,80,PM2.5,9,3,25,36,486,32,0,0,0,0
76,Bareilly,160,PM2.5,32,9,78,117,576,17,0,0,0,0
77,Kazan,51,PM2.5,1,3,12,21,202,25,0,0,0,0
78,Ad-Dammam,141,PM2.5,24,25,71,82,243,52,0,0,0,0
79,Port Elizabeth,61,PM2.5,15,2,18,53,100,29,3,4,0,0
80,Ahvaz,30,PM2.5,44,0,7,8,108,2,0,0,0,0
81,Florianopolis,57,PM2.5,23,1,15,32,70,22,0,0,0,0
82,Nizhniy Novgorod,71,PM2.5,6,3,21,39,175,37,0,0,0,0
83,Dublin,85,PM2.5,25,3,24,47,306,31,65,19,1,0
84,Maoming,48,PM2.5,13,0,13,13,230,10,7,1,0,0
85,San Luis Potosi,74,PM2.5,74,4,22,27,142,31,0,0,0,0
86,Mysore,152,PM2.5,23,3,55,96,443,25,0,0,0,0
87,Chelyabinsk,54,PM2.5,7,4,12,22,185,37,0,0,0,0
88,Moradabad,186,PM2.5,31,9,127,127,598,32,0,0,0,0
89,Barquisimeto,38,O3,44,1,5,9,98,1,0,0,0,0
90,Durg-Bhilainagar,192,PM2.5,4,91,139,199,1277,34,0,0,0,0
91,Suzhou,60,PM2.5,24,0,18,38,129,14,0,0,0,0
92,Maracay,38,PM2.5,39,4,9,15,155,5,0,0,0,0
93,Ruian,60,PM2.5,21,1,16,36,524,17,0,2,0,0
94,Zhenjiang Jiangsu,152,PM2.5,14,4,59,85,512,41,0,0,0,0
95,Baoji,112,PM2.5,12,2,39,80,388,19,0,0,0,0
96,Bhubaneswar,181,PM2.5,2,12,107,153,956,30,0,0,0,0
97,Pingdingshan Henan,181,PM2.5,2,12,107,153,956,30,0,0,0,0
98,Mendoza,57,PM2.5,43,1,14,43,228,21,0,0,0,0
99,Chiang Mai,79,PM2.5,33,1,26,39,492,15,0,0,0,0
100,Tiruchirappalli,137,PM2.5,37,12,44,78,371,6,0,0,0,0
101,Huaibei,79,PM2.5,41,2,26,107,181,20,1,7,0,0
102,Jinhua,46,PM2.5,34,0,10,29,45,28,8,21,0,0
103,Chandigarh,164,PM2.5,12,5,77,140,782,38,0,0,0,0
104,Islamabad,174,PM2.5,7,3,89,89,2219,33,0,0,0,0
105,Haifa,33,O3,37,1,7,12,369,6,2,8,1,0
106,Guilin,80,PM2.5,33,3,25,46,665,9,0,0,0,0
107,Ufa,59,PM2.5,8,1,17,29,137,24,0,0,0,0
108,Rostov-on-Don,77,PM2.5,3,4,25,49,279,44,0,0,0,0
109,Hubli-Dharwad,151,PM2.5,34,6,55,106,335,14,0,0,0,0
110,Guwahati,145,PM2.5,22,2,51,81,430,18,0,0,0,0
111,Liupanshui,54,PM2.5,6,2,15,41,307,23,0,0,0,0
112,Quetta,82,PM2.5,25,1,28,40,697,19,0,0,0,0
113,Cologne,53,PM2.5,6,3,9,18,686,18,4,46,0,0
114,Aguascalientes,74,PM2.5,71,3,22,38,203,13,0,0,0,0
115,Binzhou,52,PM2.5,40,0,12,42,119,19,1,4,0,0
116,Salem,54,PM10,41,0,10,72,215,19,1,12,0,0
