,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,47,PM2.5,16,0,10,13,146,13,3,16,0,0
1,Thessaloniki,130,PM2.5,5,3,44,74,189,19,0,0,10,0
2,Bologna,79,PM2.5,20,1,24,24,746,25,44,38,1,0
3,Barcelona-Puerto La Cruz,34,O3,38,0,3,8,177,6,2,7,1,0
4,Cherthala,149,PM2.5,4,5,70,95,828,12,21,42,0,0
5,Quzhou,109,PM2.5,3,3,41,81,525,24,0,0,0,0
6,Sorocaba,57,PM2.5,15,0,14,32,420,26,0,0,1,0
7,Nottingham,45,PM2.5,31,1,11,19,137,18,8,19,0,0
8,Xalapa,48,PM2.5,37,2,13,19,188,4,0,0,0,0
9,Frankfurt,63,PM2.5,1,0,17,34,508,30,49,76,2,0
10,Nakhon Ratchasima,65,PM2.5,35,1,8,13,244,1,0,0,0,0
11,Vereeniging,59,PM2.5,23,5,18,40,170,18,2,12,2,0
12,Seattle,50,PM2.5,25,0,13,30,308,22,7,16,0,0
13,Bozhou,126,PM2.5,38,1,46,70,236,9,0,0,0,0
14,Nellore,81,PM2.5,18,2,24,54,377,19,6,10,0,0
15,Hamilton,52,PM2.5,25,1,13,39,440,32,1,26,0,0
16,Cagayan de Oro City,22,O3,27,0,2,3,109,1,0,0,0,0
17,Krakow,101,PM2.5,15,2,35,43,483,15,0,29,1,0
18,Gorakhpur,120,PM2.5,4,7,44,83,498,11,2,41,0,0
19,Dasmarinas,45,PM2.5,38,0,11,19,223,7,0,0,0,0
20,Ar-Rayyan,70,PM2.5,23,1,23,87,115,4,0,0,0,0
21,Cuttack,133,PM2.5,36,7,54,77,387,3,0,0,0,0
22,Denver,93,PM10,1,3,29,146,1336,71,0,2,0,0
23,Qingyuan,109,PM2.5,6,2,40,110,448,40,9,36,0,0
24,Banjarmasin,45,PM2.5,22,1,10,16,202,3,0,0,0,0
25,Kottayam,153,PM2.5,7,4,74,121,819,18,18,37,0,0
26,Belgaum,33,PM2.5,16,0,8,12,279,17,8,0,1,0
27,Sheffield,27,PM2.5,31,1,6,6,140,17,3,14,0,0
28,Gaza,180,PM2.5,37,0,99,248,336,2,0,2,0,0
29,Zaragoza,39,PM2.5,35,1,10,19,166,7,3,10,0,0
30,Zaporizhzhya,91,PM2.5,14,10,29,44,553,27,0,0,0,0
31,Malegaon,171,PM2.5,20,5,122,122,828,20,4,11,2,0
32,Sao Jose dos Campos,59,PM2.5,17,0,17,24,102,28,0,0,0,0
33,Mangalore,165,PM2.5,10,3,93,119,533,11,9,21,1,0
34,Okayama,39,NO2,4,2,10,39,376,42,7,23,0,141
35,Ribeirao Preto,63,PM2.5,47,1,19,40,132,18,0,0,0,0
36,Xianyang Shaanxi,63,PM2.5,47,1,19,40,132,18,0,0,0,0
37,Bunia,22,PM2.5,22,0,5,8,146,0,0,0,0,0
38,Lviv,84,PM2.5,19,2,27,38,187,25,0,5,0,0
39,Tongliao,92,PM2.5,9,24,30,77,611,28,0,0,0,0
40,Sialkot,197,PM2.5,6,4,131,131,942,12,10,22,1,0
41,Buffalo City,73,PM2.5,15,1,22,56,106,21,0,0,0,0
42,Suining Sichuan,73,PM2.5,15,1,22,56,106,21,0,0,0,0
43,Oaxaca de Juarez,54,PM2.5,36,0,14,18,113,11,0,0,0,0
44,Washington,59,PM2.5,21,1,15,55,260,32,9,26,0,0
