,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Thessaloniki,73,PM2.5,17,2,26,52,243,43,0,0,6,0
1,Bologna,83,PM2.5,1,1,31,46,1135,72,0,23,2,0
2,Barcelona-Puerto La Cruz,27,O3,37,1,5,27,288,10,4,14,1,0
3,Cherthala,140,PM2.5,61,4,57,85,584,22,0,0,0,0
4,Quzhou,119,PM2.5,33,3,43,126,620,22,0,0,0,0
5,Sorocaba,72,PM2.5,40,0,23,23,365,30,0,0,1,0
6,Nottingham,58,PM2.5,21,2,16,44,153,34,7,24,0,0
7,Xalapa,51,PM2.5,41,1,12,17,186,3,0,0,0,0
8,Frankfurt,65,PM2.5,15,0,21,72,382,44,32,57,2,0
9,Nakhon Ratchasima,82,PM2.5,25,1,32,46,560,16,0,0,0,0
10,Vereeniging,55,PM2.5,38,1,14,24,130,18,5,13,0,0
11,Seattle,39,PM2.5,19,0,9,31,494,37,3,16,0,0
12,Bozhou,87,PM2.5,31,1,15,98,151,8,0,0,0,0
13,Nellore,85,PM2.5,30,2,27,47,181,22,0,0,0,0
14,Hamilton,65,PM2.5,9,1,17,60,377,30,10,40,0,0
15,Cagayan de Oro City,56,PM2.5,10,0,9,13,182,5,0,0,0,0
16,Krakow,162,PM2.5,2,6,79,107,1318,57,0,202,5,0
17,Gorakhpur,162,PM2.5,45,10,91,140,553,15,0,0,0,0
18,Dasmarinas,53,PM2.5,33,0,7,12,172,4,0,0,0,0
19,Ar-Rayyan,53,PM2.5,30,1,13,48,139,8,0,0,0,0
20,Cuttack,147,PM2.5,2,6,58,83,701,28,0,0,0,0
21,Denver,54,PM2.5,4,0,14,39,374,42,0,5,0,0
22,Qingyuan,125,PM2.5,8,2,53,106,708,59,4,42,0,0
23,Banjarmasin,58,PM2.5,11,2,15,23,317,9,0,0,0,0
24,Kottayam,137,PM2.5,46,4,56,90,652,24,0,0,0,0
25,Belgaum,30,NO2,5,1,8,9,411,32,37,3,1,0
26,Sheffield,42,PM2.5,25,1,11,20,140,20,6,18,0,0
27,Gaza,119,PM10,27,0,30,238,526,12,1,12,1,0
28,Zaragoza,42,PM2.5,33,2,10,20,148,9,5,14,0,0
29,Zaporizhzhya,150,PM2.5,17,5,53,65,326,23,0,0,0,0
30,Malegaon,158,PM2.5,40,12,69,101,383,18,0,0,0,0
31,Sao Jose dos Campos,63,PM2.5,42,1,19,29,2,30,0,0,0,0
32,Mangalore,152,PM2.5,39,2,65,97,423,36,0,0,0,0
33,Okayama,80,PM2.5,3,4,24,62,893,55,9,38,0,206
34,Ribeirao Preto,67,PM2.5,45,1,20,47,100,13,0,0,0,0
35,Xianyang Shaanxi,67,PM2.5,45,1,20,47,100,13,0,0,0,0
36,Bunia,19,O3,20,0,4,6,136,0,0,0,0,0
37,Lviv,94,PM2.5,5,4,34,49,302,43,0,39,0,0
38,Tongliao,112,PM2.5,3,3,43,76,612,30,0,0,0,0
39,Sialkot,196,PM2.5,14,3,168,168,1498,33,0,0,0,0
40,Buffalo City,71,PM2.5,31,0,19,60,135,34,0,0,0,0
41,Suining Sichuan,71,PM2.5,31,0,19,60,135,34,0,0,0,0
42,Oaxaca de Juarez,58,PM2.5,42,0,15,17,123,10,0,0,0,0
43,Washington,66,PM2.5,14,1,23,56,356,31,30,59,0,0
44,Sargodha,165,PM2.5,26,1,88,110,646,8,0,0,0,0
45,Bhavnagar,157,PM2.5,31,9,68,106,383,22,0,0,0,0
46,Gold Coast,26,PM2.5,17,1,6,23,66,14,0,0,0,0
47,Florence,59,PM2.5,10,1,14,37,344,21,11,36,0,0
48,Jammu,57,PM2.5,9,1,16,35,328,35,20,38,0,0
49,Yulin Shaanxi,57,PM2.5,9,1,16,35,328,35,20,38,0,0
50,Nanded Waghala,114,PM2.5,58,7,44,64,313,1,0,0,0,0
51,Tirupati,59,PM2.5,22,0,11,17,235,6,0,0,0,0
52,Bacoor,32,PM2.5,33,0,8,13,172,4,0,0,0,0
53,The Hague,62,PM2.5,9,0,21,38,229,47,18,0,1,0
54,Seville,78,PM2.5,26,2,20,40,477,27,7,18,0,0
55,Dongtai,157,PM2.5,31,3,71,135,944,23,0,0,0,0
56,Bali,157,PM2.5,31,3,71,135,944,23,0,0,0,0
57,Boston,54,PM2.5,18,0,13,41,285,33,11,32,0,0
58,Yuxi,78,PM2.5,9,3,25,33,671,19,0,0,0,0
59,Bristol,32,PM2.5,23,0,8,33,260,13,3,16,0,0
60,Cheonan,55,PM2.5,22,6,15,31,342,35,0,0,0,0
61,Jundiai,68,PM2.5,58,0,22,62,379,28,0,0,1,0
62,Gulbarga,83,PM2.5,31,3,28,34,327,10,0,0,0,0
63,Padova,70,PM2.5,6,1,21,25,432,21,0,32,2,0
64,Durgapur,190,PM2.5,6,60,148,190,1779,38,0,0,0,0
65,Kurnool,81,PM2.5,28,1,27,27,223,7,0,0,0,0
66,El Paso,34,PM10,16,0,5,40,100,15,1,3,0,0
67,Nantes,65,PM2.5,35,0,19,33,138,24,8,1,0,0
68,Zagreb,142,PM2.5,1,6,59,67,786,46,0,0,4,0
69,Nashville,67,PM2.5,15,0,19,35,129,18,0,0,0,0
70,Genoa,84,PM2.5,16,2,27,41,508,36,0,14,3,0
71,Ezhou,66,PM2.5,5,1,19,61,524,38,11,33,0,0
72,Santiago,75,PM2.5,25,2,24,90,485,40,0,0,0,0
73,Mar Del Plata,54,PM2.5,20,0,14,24,60,8,0,0,0,0
74,Lodz,99,PM2.5,8,5,33,63,646,38,0,39,3,0
75,Oklahoma City,54,PM10,25,0,11,52,388,17,0,6,0,0
76,Las Vegas,35,PM10,27,0,9,43,131,21,1,0,0,0
77,General Santos City,24,PM2.5,19,0,6,8,148,1,0,0,0,0
78,Detroit,66,PM10,3,5,21,101,525,36,0,0,0,0
79,Manama,153,PM2.5,65,38,59,151,218,24,0,0,0,0
80,Portland,153,PM2.5,65,38,59,151,218,24,0,0,0,0
81,Macao,61,O3,35,3,16,46,495,26,0,0,0,0
82,Zhoushan,55,PM2.5,15,0,13,25,128,16,0,0,0,0
83,Jhansi,146,PM2.5,15,8,63,95,399,42,0,0,0,0
84,Memphis,62,PM2.5,8,0,18,18,107,19,0,0,0,0
85,Doha,163,PM2.5,20,36,81,122,233,66,0,0,0,0
86,Chiclayo,28,PM2.5,29,1,7,11,70,0,0,0,0,0
87,Wuhai,89,PM2.5,36,5,29,39,184,7,0,0,0,0
88,Be'er Sheva,89,PM10,34,1,31,144,394,6,1,6,0,0
89,Durango,26,O3,34,0,1,2,86,1,0,0,0,0
90,Bokaro Steel City,211,PM2.5,5,73,161,230,4514,40,0,0,0,0
91,Wroclaw,151,PM2.5,10,6,49,59,591,42,1,57,2,0
92,Venezia,76,PM2.5,10,0,23,28,220,28,0,33,3,0
93,Jambi,60,PM2.5,23,1,15,22,286,6,0,0,0,0
94,Duesseldorf,59,PM2.5,22,1,15,37,332,40,10,8,2,0
95,Belfast,61,PM2.5,26,1,16,28,101,38,6,17,0,0
96,Stuttgart,50,PM2.5,24,0,10,20,350,43,38,17,0,0
97,Riga,84,PM2.5,18,1,29,56,182,39,0,0,0,0
98,Kolhapur,104,PM2.5,33,2,42,66,389,22,0,0,0,0
99,Bacolod,48,PM2.5,24,0,11,30,107,9,0,0,0,0
100,Ulyanovsk,56,PM2.5,25,2,14,18,147,21,0,0,0,0
101,Al-Ain,149,PM2.5,13,4,46,98,206,49,0,0,0,0
102,Bari,33,PM2.5,15,0,9,9,425,15,0,1,1,0
103,Yulin Guangxi,98,PM2.5,23,2,27,50,382,16,1,17,0,0
104,Ajmer,136,PM2.5,34,2,55,137,368,20,0,0,0,0
105,Kuching,64,PM2.5,14,1,9,13,305,8,0,0,0,0
106,Geneva,47,PM2.5,20,0,14,4,249,24,4,3,0,0
107,Anshun,59,PM2.5,21,0,15,54,473,36,20,42,0,0
108,Colombo,52,PM2.5,39,1,13,27,85,21,0,0,0,0
109,Ujjain,130,PM2.5,41,3,52,93,295,23,0,0,0,0
110,Gothenburg,72,PM2.5,9,0,21,36,224,43,0,0,0,0
111,Patiala,157,PM2.5,30,4,75,163,791,35,0,0,0,0
112,Bilaspur,99,PM2.5,11,5,38,54,648,25,0,0,0,0
113,Louisville,80,PM2.5,6,1,28,55,376,29,0,0,0,0
114,San Jose del Monte,56,PM2.5,34,0,14,26,150,24,0,0,0,0
115,Yaroslavl,80,PM2.5,13,3,27,34,262,30,0,0,0,0
116,Brighton,56,PM2.5,29,1,14,20,275,31,23,40,0,0
117,Feira De Santana,24,PM2.5,26,1,6,9,92,1,0,0,0,0
118,Comilla,212,PM2.5,6,5,228,228,739,36,0,0,0,0
119,Mathura,180,PM2.5,22,5,127,148,747,26,0,0,0,0
120,Skopje,109,PM2.5,17,4,39,59,855,20,0,0,0,0
121,Leipzig,52,PM2.5,17,0,13,29,280,24,26,21,1,0
122,Agartala,214,PM2.5,2,6,233,233,595,50,0,0,0,0
123,Kingston,66,PM2.5,23,1,17,37,163,11,0,0,0,0
124,Sangli,110,PM2.5,31,3,44,85,386,32,0,0,0,0
125,Malaga,53,PM2.5,34,1,12,31,342,26,8,16,0,0
126,Ibague,48,PM2.5,36,2,10,10,153,2,0,0,0,0
127,Dortmund,46,PM2.5,23,1,12,27,289,41,16,7,0,0
128,Kagoshima,42,PM2.5,4,1,9,11,300,14,3,17,0,170
129,Cabimas,23,O3,37,1,5,8,111,3,0,0,0,0
130,Milwaukee,90,PM2.5,19,1,34,54,190,20,1,0,0,0
131,Samut Sakhon,173,PM2.5,4,6,104,160,1369,46,0,0,0,0
132,Essen,45,PM2.5,26,1,11,40,365,40,42,0,0,0
