,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Can Tho,85,PM2.5,16,5,28,36,1035,31,0,0,0,0
1,Raipur,88,PM2.5,26,4,13,58,802,10,9,31,0,0
2,Varanasi,161,PM2.5,2,5,73,169,2024,42,11,73,0,0
3,Xiangyang,81,PM2.5,9,4,34,55,865,41,0,0,0,0
4,Glasgow,45,PM2.5,34,1,11,21,150,13,0,3,0,0
5,Shiraz,49,PM2.5,23,0,14,30,178,26,16,39,0,0
6,La Laguna,34,O3,39,0,8,14,133,4,0,0,0,0
7,Cixi,102,PM2.5,12,4,40,85,584,29,0,0,0,0
8,Stockholm,60,PM2.5,6,1,18,35,356,34,0,0,0,0
9,Anshan,24,NO2,6,2,6,19,550,26,91,4,0,0
10,Auckland,51,PM2.5,16,0,13,33,55,14,0,0,0,0
11,Jamshedpur,174,PM2.5,4,45,112,159,2046,49,0,0,0,0
12,Yinchuan,109,PM2.5,2,8,42,107,1776,58,0,0,0,0
13,Jilin,83,PM2.5,21,4,32,59,535,12,0,0,0,0
14,Srinagar,142,PM2.5,29,1,61,133,895,21,13,41,7,0
15,Batam,41,O3,45,3,5,24,289,12,0,0,0,0
16,Ulaanbaatar,245,PM2.5,8,68,243,243,643,31,0,0,0,0
17,Marseille,56,PM2.5,11,0,15,25,170,27,11,2,2,0
18,Qinhuangdao,161,PM2.5,23,4,89,141,742,28,12,37,3,0
19,Philadelphia,55,PM2.5,22,1,17,46,194,26,4,17,0,0
20,Cordoba,41,PM2.5,34,0,13,19,117,5,0,0,0,0
21,Qiqihaer,59,PM2.5,13,16,18,33,394,14,0,0,0,0
22,Xining,18,PM2.5,15,0,4,6,133,0,0,0,0,0
23,Karaj,22,O3,16,0,3,7,135,22,10,33,0,0
24,San Antonio,39,PM2.5,16,0,10,28,0,15,4,5,0,0
25,Calgary,27,O3,22,0,7,39,151,19,0,13,0,0
26,Hengyang,124,PM2.5,12,14,48,108,1006,38,0,0,0,0
27,Daejon,28,O3,33,0,4,11,138,16,27,21,0,0
28,Monrovia,136,PM2.5,3,0,46,72,582,32,3,28,0,0
29,Tiruppur,132,PM2.5,5,4,71,84,425,11,1,10,0,0
30,Rosario,43,PM2.5,25,1,10,22,76,10,0,0,0,0
31,Munich,28,PM2.5,17,1,6,8,239,11,33,0,0,0
32,Gaoxiong,105,PM2.5,33,3,36,118,486,44,2,21,0,0
33,Ciudad Juarez,28,PM2.5,25,4,7,11,187,13,0,0,0,0
34,Anyang,107,PM2.5,8,3,42,85,629,38,0,0,0,0
35,Kananga,56,PM2.5,39,1,14,42,122,22,0,0,0,0
36,Gwangju,39,O3,40,3,5,13,432,9,0,0,0,0
37,Suqian,118,PM2.5,2,16,42,103,1028,49,0,0,0,0
38,Jining Shandong,127,PM2.5,18,2,49,98,253,45,3,20,0,0
39,Medina,127,PM10,27,1,34,173,115,20,0,0,0,0
40,Yekaterinburg,54,PM2.5,19,2,13,25,136,39,0,0,0,0
41,Abu Dhabi,71,PM2.5,47,1,22,49,147,30,0,0,0,0
42,Jodhpur,153,PM2.5,7,2,63,163,1166,65,36,84,4,0
43,Grande Sao Luis,20,O3,33,0,5,7,74,0,0,0,0,0
44,Edmonton,32,PM2.5,19,1,8,26,296,24,2,12,0,0
45,Natal,62,PM2.5,25,0,17,33,94,11,0,0,0,0
46,Ranchi,161,PM2.5,13,38,81,142,714,60,0,0,0,0
47,Kathmandu,146,PM2.5,2,2,66,172,981,40,10,60,3,0
48,Jabalpur,199,PM2.5,21,6,177,349,1464,34,4,38,0,0
49,Zhangjiakou,78,PM2.5,19,4,28,59,602,16,0,0,0,0
50,Huainan,36,NO2,16,0,9,25,133,39,10,33,0,0
51,Asansol,159,PM2.5,5,3,61,152,1668,40,14,92,10,0
52,Chaozhou,122,PM2.5,22,1,54,91,210,20,0,8,0,0
53,Kota,126,PM2.5,12,3,46,93,274,22,9,19,2,0
54,San Diego,61,PM2.5,44,0,16,35,364,14,0,5,0,0
55,Kharkiv,71,PM2.5,31,2,21,35,163,29,0,0,0,0
56,San Jose,83,PM2.5,11,0,27,59,371,17,2,12,0,0
57,Chon Buri,143,PM2.5,31,5,55,89,690,45,0,0,0,0
58,Allahabad,164,PM2.5,1,6,62,218,1560,41,6,33,0,0
59,Gwalior,123,PM2.5,3,12,58,90,1980,5,27,27,0,0
60,Ottawa,32,O3,36,0,10,28,135,13,0,0,0,0
61,Zurich,21,PM2.5,20,0,6,8,134,5,3,5,0,0
62,Belgrade,65,PM2.5,5,9,24,25,416,13,0,0,0,0
63,Amritsar,157,PM2.5,3,4,76,196,708,16,18,24,1,0
64,Joao Pessoa,45,PM2.5,28,1,12,21,97,1,0,0,0,0
65,Yiwu,37,PM10,14,0,9,45,152,37,11,35,0,0
66,Queretaro,64,PM2.5,1,7,21,52,1247,8,0,0,0,0
67,Taian Shandong,91,PM2.5,40,4,26,63,351,39,5,14,0,0
68,Copenhagen,62,PM2.5,10,0,22,38,324,23,114,17,0,0
69,Konya,157,PM2.5,11,9,48,54,251,23,0,0,0,0
70,Bucaramanga,39,PM2.5,41,0,8,12,182,1,0,0,0,0
71,Dhanbad,171,PM2.5,0,0,81,81,37,25,0,92,0,0
72,Weihai,35,PM2.5,33,3,7,32,347,10,0,0,0,0
73,Dallas,72,PM2.5,2,0,22,36,202,24,4,9,0,0
74,Ganzhou,66,PM2.5,10,2,21,63,847,32,0,0,0,0
75,Adelaide,56,PM2.5,17,0,14,31,55,19,0,0,0,0
76,Hai Phong,99,PM2.5,29,22,40,48,565,25,0,0,0,0
77,Mombasa,33,O3,23,1,6,10,91,3,0,0,0,0
78,Taizhong,98,PM2.5,14,3,33,75,276,43,1,14,0,0
79,Maceio,58,PM2.5,26,0,16,34,101,10,0,0,0,0
80,Suweon,42,O3,53,2,4,17,422,13,0,0,0,0
81,Samut Prakan,139,PM2.5,18,2,50,93,773,59,0,0,0,0
82,Joinville,57,PM2.5,20,0,14,29,56,19,0,0,0,0
83,Jiaxing,118,PM2.5,2,5,46,107,1010,50,0,0,0,0
84,Kaifeng,108,PM2.5,5,5,43,108,624,39,0,0,0,0
85,Helsinki,68,PM2.5,11,1,23,66,176,31,0,0,0,0
86,Porto,91,PM2.5,17,3,33,41,152,29,0,0,0,0
87,Zhanjiang,116,PM2.5,47,4,43,73,667,23,0,0,0,0
88,Zunyi,117,PM2.5,13,20,45,111,1171,37,0,0,0,0
89,Rizhao,89,PM2.5,2,5,32,83,1044,41,0,0,0,0
90,Prague,72,PM2.5,23,1,21,48,258,50,8,20,0,0
91,Dongying,71,PM2.5,6,9,23,62,760,34,0,0,0,0
92,Qom,44,PM2.5,35,1,12,31,270,6,1,8,1,0
93,Mianyang Sichuan,84,PM2.5,36,3,28,58,370,46,5,13,0,0
94,Nanchong,122,PM2.5,13,1,45,132,1104,43,0,0,0,0
95,Fushun Liaoning,122,PM2.5,13,1,45,132,1104,43,0,0,0,0
96,Antalya,81,PM2.5,23,1,27,81,441,46,0,0,0,0
97,Bareilly,189,PM2.5,13,5,161,290,2318,44,4,35,5,0
98,Sofia,57,PM2.5,25,3,14,20,556,14,4,0,0,0
99,Shiyan,86,PM2.5,7,5,38,117,1229,40,0,0,0,0
100,Kazan,34,PM2.5,15,1,10,15,144,16,0,0,0,0
101,Ad-Dammam,94,PM2.5,35,17,23,90,156,52,0,0,0,0
102,Port Elizabeth,63,PM2.5,18,2,18,49,100,34,3,4,0,0
103,Ahvaz,20,O3,20,1,1,10,92,4,0,0,0,0
104,Liuan,37,PM2.5,36,0,9,19,122,15,0,0,0,0
105,Florianopolis,66,PM2.5,21,0,21,33,54,23,0,0,0,0
106,Nizhniy Novgorod,65,PM2.5,11,2,19,31,159,36,0,0,0,0
107,Yingkou,64,PM2.5,4,8,24,50,568,33,0,0,0,0
108,Fes,29,O3,39,2,4,6,116,1,0,0,0,0
109,Aligarh,185,PM2.5,7,3,145,254,1313,30,6,36,2,0
110,Liuyang,31,PM2.5,17,0,8,24,121,33,10,31,0,0
