,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,49,PM2.5,20,1,10,14,163,12,0,9,0,0
1,Thessaloniki,82,PM2.5,12,2,31,35,193,14,0,0,5,0
2,Bologna,138,PM2.5,2,1,51,63,480,51,0,0,0,0
3,Barcelona-Puerto La Cruz,116,PM2.5,2,1,41,42,986,36,24,60,2,0
4,Cherthala,104,PM2.5,34,4,41,62,516,8,0,0,0,0
5,Quzhou,101,PM2.5,9,2,39,82,594,21,0,0,0,0
6,Sorocaba,70,PM2.5,15,1,21,35,642,33,0,0,1,0
7,Nottingham,54,PM2.5,22,1,12,18,179,26,5,20,0,0
8,Xalapa,35,O3,32,0,5,9,151,4,0,0,0,0
9,Frankfurt,60,PM2.5,1,0,16,35,623,32,68,98,3,0
10,Nakhon Ratchasima,66,PM2.5,38,1,10,16,609,1,0,0,0,0
11,Vereeniging,69,PM2.5,13,2,19,29,416,34,32,59,2,0
12,Seattle,53,PM2.5,9,0,13,54,408,36,25,49,0,0
13,Bozhou,125,PM2.5,33,1,47,74,206,11,0,0,0,0
14,Nellore,106,PM2.5,48,1,39,72,241,18,0,0,0,0
15,Hamilton,37,PM2.5,30,1,8,29,316,28,1,19,0,0
16,Cagayan de Oro City,31,PM2.5,25,0,5,7,117,1,0,0,0,0
17,Krakow,168,PM2.5,1,4,93,122,1450,43,0,182,5,0
18,Gorakhpur,197,PM2.5,32,7,151,246,1023,21,0,0,0,0
19,Dasmarinas,59,PM2.5,40,0,16,35,158,16,0,0,0,0
20,Ar-Rayyan,54,PM2.5,23,1,15,23,148,7,0,0,0,0
21,Cuttack,179,PM2.5,25,8,107,153,655,10,0,0,0,0
22,Denver,58,PM2.5,18,0,15,63,428,40,0,6,0,0
23,Qingyuan,134,PM2.5,2,2,53,95,472,45,11,36,0,0
24,Banjarmasin,36,PM2.5,17,1,10,15,223,5,0,0,0,0
25,Kottayam,125,PM2.5,28,4,51,78,550,14,0,0,0,0
26,Belgaum,25,PM2.5,15,0,5,8,280,13,5,0,1,0
27,Sheffield,45,PM2.5,22,1,11,11,172,18,1,14,0,0
28,Gaza,98,PM2.5,3,0,33,125,769,17,3,20,2,0
29,Zaragoza,90,PM2.5,4,1,31,38,262,13,12,25,0,0
30,Zaporizhzhya,75,PM2.5,14,5,23,44,347,19,0,0,0,0
31,Malegaon,158,PM2.5,19,5,79,115,462,16,0,0,0,0
32,Sao Jose dos Campos,66,PM2.5,19,0,20,26,102,37,0,0,0,0
33,Mangalore,151,PM2.5,20,1,50,85,314,24,0,0,0,0
34,Okayama,36,PM2.5,11,2,10,38,383,34,3,10,0,97
35,Ribeirao Preto,66,PM2.5,20,0,21,31,328,21,0,0,0,0
36,Xianyang Shaanxi,66,PM2.5,20,0,21,31,328,21,0,0,0,0
37,Bunia,19,O3,24,0,4,6,136,0,0,0,0,0
38,Lviv,101,PM2.5,19,2,37,60,198,29,0,9,3,0
39,Tongliao,77,PM2.5,20,6,25,40,263,10,0,0,0,0
40,Sialkot,203,PM2.5,5,3,130,186,1736,29,0,0,0,0
41,Buffalo City,54,PM2.5,26,0,12,31,85,21,0,0,0,0
42,Suining Sichuan,54,PM2.5,26,0,12,31,85,21,0,0,0,0
43,Oaxaca de Juarez,52,PM2.5,34,0,13,14,98,9,0,0,0,0
44,Washington,62,PM2.5,12,1,17,43,335,43,21,55,0,0
45,Sargodha,192,PM2.5,12,4,132,189,1404,17,0,0,0,0
46,Bhavnagar,140,PM2.5,30,2,50,83,246,10,0,0,0,0
47,Gold Coast,38,PM10,30,1,9,45,63,14,0,0,0,0
48,Florence,25,O3,24,1,5,18,326,20,1,17,0,0
49,Jammu,41,PM2.5,19,1,10,25,270,30,4,28,0,0
50,Yulin Shaanxi,41,PM2.5,19,1,10,25,270,30,4,28,0,0
51,Nanded Waghala,129,PM2.5,44,6,48,69,281,1,0,0,0,0
52,Tirupati,66,PM2.5,33,0,20,30,242,1,0,0,0,0
53,Bacoor,38,O3,39,0,9,16,161,6,0,0,0,0
54,The Hague,64,PM2.5,12,1,18,33,155,37,2,0,1,0
55,Seville,92,PM2.5,4,2,34,60,677,44,38,68,1,0
56,Dongtai,118,PM2.5,10,3,42,69,930,28,0,0,0,0
57,Bali,31,PM2.5,20,0,6,12,151,2,0,0,0,0
58,Boston,51,NO2,24,0,12,53,382,54,8,25,0,0
59,Yuxi,70,PM2.5,3,3,25,32,841,17,0,0,0,0
60,Bristol,22,O3,23,0,5,15,302,17,3,22,0,0
61,Cheonan,81,PM2.5,37,5,25,72,271,21,0,0,0,0
62,Jundiai,56,PM2.5,10,0,17,36,800,32,0,0,2,0
63,Gulbarga,127,PM2.5,23,4,48,66,403,6,0,0,0,0
64,Padova,84,PM2.5,2,2,26,35,593,26,0,0,0,0
65,Durgapur,196,PM2.5,25,22,120,142,837,23,0,0,0,0
66,Kurnool,117,PM2.5,41,3,42,61,352,2,0,0,0,0
67,El Paso,50,PM2.5,36,0,10,40,100,15,1,7,0,0
68,Nantes,85,PM2.5,2,1,35,41,225,28,0,0,0,0
69,Zagreb,153,PM2.5,1,6,64,64,873,39,0,0,6,0
70,Nashville,63,PM2.5,32,1,18,52,217,27,0,0,0,0
71,Genoa,79,PM2.5,12,1,22,37,196,30,0,0,0,0
72,Ezhou,36,PM2.5,14,1,8,26,310,31,1,15,0,0
73,Santiago,61,PM2.5,33,2,15,79,402,38,0,0,0,0
74,Mar Del Plata,56,PM2.5,17,0,13,23,54,6,0,0,0,0
75,Lodz,164,PM2.5,2,6,81,145,1158,35,0,84,8,0
76,Oklahoma City,57,PM10,29,0,11,70,654,33,27,47,0,0
77,Las Vegas,71,PM2.5,25,1,20,90,452,24,6,0,0,0
78,General Santos City,30,PM2.5,25,0,6,9,160,1,0,0,0,0
79,Detroit,46,PM10,20,2,10,48,228,28,0,0,0,0
80,Manama,99,PM2.5,34,38,31,61,175,11,0,0,0,0
81,Portland,42,PM2.5,26,1,9,26,84,21,2,10,0,0
82,Macao,110,PM2.5,2,4,43,79,1029,55,0,0,0,0
83,Zhoushan,46,PM2.5,32,1,11,25,212,28,0,0,0,0
84,Jhansi,152,PM2.5,22,7,58,84,329,10,0,0,0,0
85,Memphis,51,PM2.5,30,2,12,40,250,43,0,0,0,0
86,Doha,158,PM2.5,32,12,65,114,212,25,0,0,0,0
87,Chiclayo,41,PM2.5,22,1,9,15,86,1,0,0,0,0
88,Wuhai,79,PM2.5,39,3,23,77,181,7,0,0,0,0
89,Be'er Sheva,138,PM2.5,3,1,54,162,444,18,4,22,2,0
90,Durango,43,O3,44,1,3,5,100,3,0,0,0,0
91,Bokaro Steel City,193,PM2.5,6,58,147,210,3041,22,0,0,0,0
92,Wroclaw,127,PM2.5,1,4,47,70,817,31,1,96,2,0
93,Venezia,114,PM2.5,2,2,41,53,545,37,0,0,0,0
94,Jambi,44,PM2.5,16,1,11,17,174,4,0,0,0,0
95,Duesseldorf,58,PM2.5,15,1,14,19,196,32,20,5,0,0
