,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,51,PM2.5,20,1,13,18,175,20,0,0,0,0
1,Thessaloniki,69,PM2.5,10,2,20,22,200,15,0,0,6,0
2,Bologna,138,PM2.5,4,1,52,63,1077,65,47,64,3,0
3,Barcelona-Puerto La Cruz,92,PM2.5,8,0,39,39,431,32,5,37,1,0
4,Cherthala,107,PM2.5,7,6,32,113,1144,9,21,32,0,0
5,Quzhou,92,PM2.5,12,2,33,68,603,19,0,0,0,0
6,Sorocaba,66,PM2.5,24,1,21,33,515,26,0,0,1,0
7,Nottingham,61,PM2.5,23,1,17,22,168,29,5,21,0,0
8,Xalapa,33,O3,41,0,5,8,110,1,0,0,0,0
9,Frankfurt,63,PM2.5,1,0,17,36,612,32,66,94,2,0
10,Nakhon Ratchasima,124,PM2.5,32,2,45,74,690,15,0,0,0,0
11,Vereeniging,65,PM2.5,11,2,23,31,322,39,10,37,2,0
12,Seattle,57,PM2.5,5,0,14,40,390,41,20,48,0,0
13,Bozhou,118,PM2.5,34,1,43,69,176,9,0,0,0,0
14,Nellore,110,PM2.5,26,2,35,56,418,25,4,13,1,0
15,Hamilton,38,PM10,34,1,8,38,281,23,2,15,0,0
16,Cagayan de Oro City,43,PM2.5,11,0,11,16,193,3,0,0,0,0
17,Krakow,164,PM2.5,1,4,87,94,1584,45,0,168,6,0
18,Gorakhpur,191,PM2.5,0,6,156,211,1319,12,2,150,0,0
19,Dasmarinas,56,PM2.5,43,0,18,31,113,9,0,0,0,0
20,Ar-Rayyan,53,PM2.5,25,1,13,22,152,10,0,0,0,0
21,Cuttack,179,PM2.5,26,8,109,157,671,11,0,0,0,0
22,Denver,60,PM2.5,11,0,17,70,663,53,0,5,0,0
23,Qingyuan,121,PM2.5,10,2,40,89,452,40,1,22,0,0
24,Banjarmasin,43,PM2.5,15,1,10,15,185,2,0,0,0,0
25,Kottayam,125,PM2.5,10,5,41,119,1049,15,17,29,0,0
26,Belgaum,27,PM2.5,11,0,8,12,310,16,7,2,1,0
27,Sheffield,48,PM2.5,23,1,12,17,184,34,47,87,0,0
28,Gaza,104,PM2.5,7,0,33,132,853,18,2,20,1,0
29,Zaragoza,79,PM2.5,2,2,27,53,332,18,24,41,0,0
30,Zaporizhzhya,79,PM2.5,13,6,24,34,356,21,0,0,0,0
31,Malegaon,156,PM2.5,21,4,67,93,892,26,2,17,3,0
32,Sao Jose dos Campos,57,PM2.5,17,0,14,47,201,28,0,0,0,0
33,Mangalore,161,PM2.5,4,2,81,84,489,22,7,29,0,0
34,Okayama,19,O3,13,2,0,3,288,9,1,10,0,67
35,Ribeirao Preto,58,PM2.5,32,0,15,34,190,12,0,0,0,0
36,Xianyang Shaanxi,58,PM2.5,32,0,15,34,190,12,0,0,0,0
37,Bunia,18,O3,22,0,4,6,138,0,0,0,0,0
38,Lviv,93,PM2.5,17,2,33,47,199,33,0,10,3,0
39,Tongliao,83,PM2.5,21,5,28,41,350,10,0,0,0,0
40,Sialkot,258,PM2.5,4,4,248,248,848,13,11,22,1,0
