,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Brisbane,44,PM2.5,30,2,10,32,68,22,0,0,0,0
1,Tangerang,87,PM2.5,13,4,35,70,763,27,0,0,0,0
2,Baku,28,O3,30,1,6,11,141,3,0,0,0,0
3,Medan,73,PM2.5,31,1,17,24,497,6,0,0,0,0
4,Sendai,44,PM2.5,26,0,12,35,399,45,10,28,0,51
5,Houston,50,PM2.5,29,0,11,42,366,33,0,7,0,0
6,Manaus,56,PM2.5,9,1,15,30,179,29,0,0,0,0
7,Barranquilla,61,PM2.5,24,0,17,47,93,9,0,0,0,0
8,Maracaibo,31,PM2.5,19,3,6,11,165,9,0,0,0,0
9,Gujranwala,166,PM2.5,16,5,85,166,793,4,19,5,1,0
10,Rawalpindi,126,PM2.5,1,3,46,70,1570,18,0,0,0,0
11,Peshawar,134,PM2.5,4,1,50,76,1708,20,0,0,0,0
12,Agra,173,PM2.5,7,4,103,168,1231,26,5,26,1,0
13,Baotou,70,PM2.5,2,6,22,55,1225,27,0,0,0,0
14,Vadodara,162,PM2.5,9,10,79,129,750,23,9,25,5,0
15,Kannur,71,PM2.5,6,3,22,47,253,24,11,20,0,0
16,Liuzhou,24,O3,22,1,4,12,296,13,3,16,0,0
17,Visakhapatnam,88,PM2.5,8,7,27,35,198,5,4,9,1,0
18,Xuzhou,97,PM2.5,24,3,34,75,238,27,5,14,0,0
19,Daegu,32,O3,37,2,8,23,410,22,0,2,0,0
20,Naples,58,PM2.5,26,1,16,25,169,25,0,0,0,0
21,Amman,50,PM2.5,30,1,14,29,320,11,1,17,1,0
22,Tijuana,80,PM2.5,43,0,24,33,405,22,1,7,0,0
23,Nashik,161,PM2.5,10,5,69,143,783,22,17,27,5,0
24,Vijayawada,153,PM2.5,4,3,57,81,628,5,1,6,1,0
25,Brussels,18,PM2.5,10,0,4,5,246,8,5,2,1,0
26,Hiroshima,27,NO2,28,1,5,7,412,29,21,50,0,50
27,Perth,37,PM2.5,17,1,10,45,70,12,0,0,0,0
28,Multan,206,PM2.5,3,9,160,231,1841,34,0,0,0,0
29,Minsk,34,PM2.5,22,1,9,11,152,4,0,0,0,0
30,Baoding,66,PM2.5,32,1,21,45,681,30,0,12,0,0
31,Vienna,82,PM2.5,12,3,29,34,339,23,6,19,1,0
32,Kollam,112,PM2.5,8,0,40,59,960,17,7,41,1,0
33,Valencia,74,PM2.5,5,1,24,31,177,42,27,43,1,0
34,Rajkot,140,PM2.5,18,6,56,99,436,12,3,9,0,0
35,Haikou,54,PM2.5,40,3,13,37,323,9,0,0,0,0
36,Yancheng Jiangsu,139,PM2.5,27,3,57,107,562,36,10,27,0,0
37,Rabat,43,PM2.5,23,2,10,13,130,4,0,0,0,0
38,West Yorkshire,79,PM2.5,10,1,26,39,170,37,14,40,0,0
39,Quito,47,PM2.5,16,0,11,16,385,18,0,0,0,0
40,Hyderabad,164,PM2.5,8,1,76,171,812,38,8,22,3,0
41,Ludhiana,165,PM2.5,6,6,74,140,1527,34,37,54,2,0
42,La Paz,41,O3,40,1,5,10,118,4,0,0,0,0
43,Davao City,79,PM2.5,38,0,26,31,138,7,0,0,0,0
44,Turin,115,PM2.5,7,1,37,63,498,35,0,0,0,0
45,Bucharest,70,PM2.5,15,3,17,27,206,20,2,0,1,0
46,Adana,104,PM2.5,26,6,26,46,449,32,0,0,0,0
47,Warsaw,75,PM2.5,9,1,24,35,379,35,0,69,1,0
48,Hamburg,89,PM2.5,6,2,33,33,160,24,0,12,0,0
49,Budapest,85,PM2.5,12,1,32,41,266,34,0,26,1,0
50,Madurai,159,PM2.5,8,4,60,99,403,17,4,15,1,0
51,Quanzhou,60,PM2.5,37,5,18,41,262,10,1,8,0,0
52,Palembang,83,PM2.5,22,1,31,49,231,23,0,0,0,0
53,Santa Cruz,53,PM2.5,39,0,13,44,381,45,4,16,0,0
54,Gaziantep,167,PM2.5,10,20,49,107,1495,41,0,0,0,0
55,Sharjah,120,PM2.5,25,4,42,83,224,49,0,0,0,0
56,Phoenix,62,PM2.5,38,1,18,66,234,35,1,0,0,0
57,Lyon,73,PM2.5,5,3,22,27,119,31,1,5,0,0
58,Meerut,216,PM2.5,5,6,169,287,847,47,15,38,1,0
59,Jiangmen,73,PM2.5,9,3,26,51,528,39,0,0,0,0
60,Can Tho,81,PM2.5,30,3,23,29,319,5,0,0,0,0
61,Raipur,83,PM2.5,7,14,13,37,318,10,9,30,0,0
62,Glasgow,26,O3,29,0,6,10,154,20,12,33,0,0
63,Stockholm,75,PM2.5,7,0,26,39,297,25,0,0,0,0
64,Auckland,47,PM2.5,15,0,11,28,56,12,0,0,0,0
65,Jamshedpur,172,PM2.5,5,20,94,142,1710,30,14,59,9,0
66,Yinchuan,108,PM2.5,2,6,44,95,1105,33,0,0,0,0
67,Jilin,105,PM2.5,8,5,40,93,948,19,0,0,0,0
68,Srinagar,135,PM2.5,12,1,44,66,550,7,13,26,5,0
69,Batam,47,PM2.5,45,2,11,21,252,9,0,0,0,0
70,Ulaanbaatar,170,PM2.5,17,57,83,83,446,31,0,0,0,0
71,Marseille,63,PM2.5,7,1,18,21,204,26,0,41,1,0
72,Makassar,59,PM2.5,29,1,19,42,217,5,0,0,0,0
73,Aurangabad,151,PM2.5,9,8,63,66,562,9,2,6,5,0
74,Philadelphia,54,PM2.5,18,0,12,35,229,39,4,24,0,0
75,Qiqihaer,55,PM2.5,5,15,17,49,770,23,0,0,0,0
76,Xining,45,PM2.5,6,0,12,17,190,9,0,0,0,0
77,San Antonio,52,PM2.5,29,0,12,42,0,18,0,4,0,0
78,Calgary,64,PM2.5,3,0,21,36,478,46,19,48,0,0
79,Daejon,27,O3,31,0,1,2,127,2,1,9,0,0
80,Monrovia,138,PM2.5,25,0,54,94,730,51,5,43,0,0
81,Tiruppur,59,PM2.5,1,5,10,26,311,10,1,20,0,0
82,Munich,32,PM2.5,7,0,8,9,192,8,0,0,0,0
83,Ciudad Juarez,47,O3,35,4,11,18,182,20,0,0,0,0
84,Kananga,56,PM2.5,43,1,15,43,121,16,0,0,0,0
85,Gwangju,32,O3,34,3,8,16,536,24,0,0,0,0
86,Suqian,152,PM2.5,3,4,73,111,876,42,0,0,0,0
87,Yekaterinburg,56,PM2.5,13,2,16,28,145,36,0,0,0,0
88,Abu Dhabi,87,PM2.5,48,1,22,75,122,19,0,0,0,0
89,Jodhpur,104,PM2.5,12,3,18,94,411,16,13,28,1,0
90,Edmonton,39,PM2.5,18,0,10,21,298,28,2,15,0,0
91,Ranchi,168,PM2.5,12,28,94,142,663,33,7,25,8,0
92,Kathmandu,133,PM2.5,4,2,47,110,571,12,17,31,1,0
93,Jabalpur,202,PM2.5,10,3,157,213,681,18,2,19,0,0
94,Asansol,151,PM2.5,9,3,55,93,210,23,14,59,9,0
95,Kota,121,PM2.5,12,4,44,82,579,17,12,24,2,0
96,San Diego,72,PM2.5,44,0,24,51,455,20,2,9,0,0
97,Kharkiv,68,PM2.5,28,0,22,22,144,19,0,0,0,0
98,Allahabad,180,PM2.5,1,5,103,157,1231,24,12,24,74,0
99,Gwalior,140,PM2.5,3,4,50,54,524,2,2,2,1,0
100,Ottawa,52,PM2.5,29,0,13,32,151,13,0,0,0,0
101,Zurich,22,PM2.5,19,0,5,6,119,5,0,6,0,0
102,Belgrade,90,PM2.5,4,10,30,35,421,20,0,0,0,0
103,Amritsar,167,PM2.5,16,5,90,186,646,6,19,4,1,0
104,Joao Pessoa,44,PM2.5,21,1,11,21,93,1,0,0,0,0
105,Queretaro,63,PM2.5,31,6,20,52,1269,16,0,0,0,0
106,Taian Shandong,80,PM2.5,39,3,26,66,286,28,6,15,0,0
107,Copenhagen,51,PM2.5,12,0,13,27,215,17,29,20,0,0
108,Konya,190,PM2.5,2,12,130,130,929,15,0,0,0,0
109,Dhanbad,153,PM2.5,9,3,61,100,248,25,13,60,9,0
110,Dallas,54,PM2.5,8,1,15,50,204,33,3,10,0,0
111,Ganzhou,68,PM2.5,5,2,22,42,695,14,0,0,0,0
112,Adelaide,38,PM2.5,30,0,9,28,54,19,0,0,0,0
113,Hai Phong,106,PM2.5,26,18,37,47,539,18,0,0,0,0
114,Mombasa,35,PM2.5,16,3,9,14,94,2,0,0,0,0
115,Jiaxing,125,PM2.5,3,4,46,104,1296,36,0,0,0,0
116,Helsinki,53,PM2.5,10,1,12,21,172,18,0,0,0,0
117,Porto,72,PM2.5,3,2,21,56,89,20,0,0,0,0
118,Zhanjiang,85,PM2.5,33,10,23,42,488,11,0,0,0,0
119,Prague,64,PM2.5,14,1,19,24,379,24,5,26,1,0
120,Dongying,116,PM2.5,3,9,44,90,1084,35,0,0,0,0
121,Mianyang Sichuan,87,PM2.5,35,3,27,65,329,44,6,15,0,0
122,Nanchong,156,PM2.5,12,1,72,84,605,10,0,0,0,0
123,Fushun Liaoning,156,PM2.5,12,1,72,84,605,10,0,0,0,0
124,Antalya,125,PM2.5,15,1,41,65,513,27,0,0,0,0
125,Bareilly,175,PM2.5,3,2,80,125,1013,20,16,29,5,0
126,Kazan,36,PM2.5,20,1,11,16,136,9,0,0,0,0
127,Ad-Dammam,147,PM2.5,28,10,66,185,147,15,0,0,0,0
128,Port Elizabeth,109,PM2.5,6,2,48,109,238,15,2,4,0,0
129,Ahvaz,33,O3,37,0,3,9,105,5,0,0,0,0
130,Florianopolis,69,PM2.5,19,0,24,33,56,21,0,0,0,0
131,Nizhniy Novgorod,69,PM2.5,21,1,23,27,136,32,0,0,0,0
132,Dublin,76,PM2.5,31,3,19,23,290,15,7,9,0,0
133,Maoming,39,PM2.5,10,1,9,11,242,6,0,3,0,0
134,San Luis Potosi,55,PM2.5,38,6,15,35,563,26,0,0,0,0
135,Mysore,61,PM2.5,6,4,17,44,451,13,4,19,1,0
136,Chelyabinsk,38,PM2.5,11,1,10,23,152,14,0,0,0,0
137,Moradabad,171,PM2.5,3,1,70,86,907,32,13,22,4,0
138,Barquisimeto,34,O3,23,3,6,10,262,10,0,0,0,0
139,Durg-Bhilainagar,87,PM2.5,8,14,13,35,297,11,9,31,0,0
140,Suzhou,75,PM2.5,41,1,26,47,196,27,0,0,0,0
141,Maracay,36,PM2.5,14,4,8,12,250,10,0,0,0,0
142,Ruian,24,PM2.5,26,0,5,12,138,4,0,0,0,0
143,Uyo,24,PM2.5,26,0,5,12,138,4,0,0,0,0
144,Zhenjiang Jiangsu,164,PM2.5,2,5,75,162,1003,54,0,0,0,0
145,Baoji,82,PM2.5,17,1,25,43,345,13,0,0,0,0
146,Bhubaneswar,125,PM2.5,40,5,50,72,403,7,0,0,0,0
