,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,38,PM2.5,20,1,9,28,168,26,9,19,0,0
1,Thessaloniki,108,PM2.5,36,2,38,56,169,24,0,0,2,0
2,Bologna,93,PM2.5,15,1,33,47,431,32,5,18,1,0
3,Barcelona-Puerto La Cruz,31,O3,34,1,5,17,176,5,2,7,1,0
4,Cherthala,57,PM2.5,4,5,11,20,708,10,30,40,0,0
5,Quzhou,103,PM2.5,3,3,32,77,586,33,0,0,0,0
6,Sorocaba,62,PM2.5,55,1,18,26,302,22,0,0,2,0
7,Nottingham,55,PM2.5,15,1,13,24,202,23,3,14,0,0
8,Xalapa,28,O3,39,0,6,8,119,1,0,0,0,0
9,Frankfurt,34,PM2.5,6,0,8,20,277,20,14,1,1,0
10,Nakhon Ratchasima,144,PM2.5,18,2,55,83,690,33,0,0,0,0
11,Vereeniging,52,PM2.5,39,2,13,25,247,27,3,14,0,0
12,Seattle,51,PM2.5,19,0,16,34,366,33,12,33,0,0
13,Bozhou,129,PM2.5,30,1,48,91,216,9,0,0,0,0
14,Nellore,161,PM2.5,25,7,80,141,611,30,5,14,2,0
15,Hamilton,48,PM2.5,31,1,9,38,294,15,2,8,0,0
16,Cagayan de Oro City,62,PM2.5,35,0,8,13,130,1,0,0,0,0
17,Krakow,133,PM2.5,1,3,52,63,379,21,0,17,1,0
18,Gorakhpur,151,PM2.5,0,7,57,118,665,11,2,59,0,0
19,Dasmarinas,63,PM2.5,39,1,22,44,156,19,0,0,0,0
20,Ar-Rayyan,67,PM2.5,17,2,20,85,141,14,0,0,0,0
21,Cuttack,43,PM2.5,22,1,10,15,259,5,0,0,0,0
22,Denver,35,PM2.5,23,0,8,30,423,35,0,5,0,0
23,Qingyuan,101,PM2.5,20,2,42,69,244,29,1,15,0,0
24,Banjarmasin,60,PM2.5,14,1,20,32,231,16,0,0,0,0
25,Kottayam,73,PM2.5,7,5,22,41,689,16,27,37,0,0
26,Belgaum,28,PM2.5,4,0,8,9,296,12,12,1,1,0
27,Sheffield,37,PM2.5,16,1,9,13,534,19,2,14,0,0
28,Gaza,114,PM10,41,0,34,171,474,5,0,6,1,0
29,Zaragoza,31,O3,36,2,9,21,123,18,4,10,0,0
30,Zaporizhzhya,79,PM2.5,13,14,27,28,674,27,0,0,0,0
31,Malegaon,148,PM2.5,18,3,61,98,943,20,1,9,2,0
32,Sao Jose dos Campos,82,PM2.5,53,0,28,37,202,18,0,0,0,0
33,Mangalore,133,PM2.5,10,2,50,80,417,19,3,10,0,0
34,Okayama,20,PM2.5,21,2,3,5,295,5,0,5,0,87
35,Ribeirao Preto,53,PM2.5,40,0,15,42,123,10,0,0,0,0
36,Xianyang Shaanxi,53,PM2.5,40,0,15,42,123,10,0,0,0,0
37,Bunia,19,PM2.5,17,0,5,7,115,0,0,0,0,0
38,Lviv,97,PM2.5,16,4,37,48,206,31,0,12,1,0
39,Tongliao,91,PM2.5,29,3,28,43,263,15,0,0,0,0
40,Sialkot,153,PM2.5,15,2,62,94,940,16,21,29,0,0
41,Buffalo City,80,PM2.5,23,0,22,64,84,34,0,0,0,0
42,Suining Sichuan,80,PM2.5,23,0,22,64,84,34,0,0,0,0
43,Oaxaca de Juarez,42,PM2.5,43,0,10,11,98,7,0,0,0,0
44,Washington,57,PM2.5,28,1,17,36,283,30,11,22,0,0
45,Sargodha,128,PM2.5,29,2,43,62,487,4,0,0,0,0
46,Bhavnagar,191,PM2.5,17,17,138,234,970,18,10,30,6,0
47,Gold Coast,33,PM2.5,24,1,9,18,50,12,0,0,0,0
48,Florence,40,PM2.5,29,1,8,17,290,8,2,8,0,0
49,Jammu,40,PM2.5,34,0,9,17,203,19,3,9,0,0
50,Yulin Shaanxi,40,PM2.5,34,0,9,17,203,19,3,9,0,0
51,Nanded Waghala,139,PM2.5,2,11,49,92,459,2,11,13,0,0
52,Tirupati,162,PM2.5,20,3,74,87,803,8,2,10,2,0
53,Bacoor,38,PM2.5,39,0,9,16,158,2,0,0,0,0
54,The Hague,69,PM2.5,7,0,21,47,255,41,11,0,1,0
55,Seville,62,PM2.5,35,2,16,32,338,26,5,12,0,0
56,Cotonou,62,PM2.5,35,2,16,32,338,26,5,12,0,0
