,URL
0,Budapest
1,Montevideo
2,Mosul
3,Novosibirsk
4,Tabriz
5,Muscat
6,Harare
7,Tegucigalpa
8,Onitsha
9,N-Djamena
10,Mandalay
11,Basra
12,Taizhou Jiangsu
13,Nouakchott
14,Homs
15,Copenhagen
16,Cochabamba
17,Niamey
18,Kisangani
19,Port Elizabeth
20,Pointe-Noire
21,Freetown
22,Astana
23,Uyo
24,Mwanza
25,Omsk
26,Lilongwe
27,Nanyang Henan
28,Jinhua
29,Kigali
30,Tripoli
31,Krasnoyarsk
32,Bukavu
33,San Salvador
34,Saharanpur
35,Shimkent
36,Bujumbura
37,Jalandhar
38,Bishkek
39,Hargeysa
40,Ilorin
41,Blantyre-Limbe
42,Dnipro
43,Dushanbe
44,Misratah
45,Bangui
46,Owerri
47,Nampula
48,Ashgabat
49,Libreville
