,URL
0,Budapest
1,Madurai
2,Montevideo
3,Santa Cruz
4,Mosul
5,Glasgow
6,Novosibirsk
7,Tabriz
8,Muscat
9,Harare
10,Tegucigalpa
11,Onitsha
12,N-Djamena
13,Mandalay
14,Taizhou Jiangsu
15,Nouakchott
16,Homs
17,Copenhagen
18,Cochabamba
19,Niamey
20,Kisangani
21,Pointe-Noire
22,Freetown
23,Astana
24,Uyo
25,Mwanza
26,Omsk
27,Huaibei
28,Lilongwe
29,Nanyang Henan
30,Kigali
31,Tripoli
32,Krasnoyarsk
33,Kaduna
34,Bukavu
35,San Salvador
36,Shimkent
37,Managua
38,Lille
39,Hargeysa
40,Asmara
41,Ilorin
42,Blantyre-Limbe
43,Jerusalem
44,Dushanbe
45,Misratah
46,Bangui
47,Owerri
48,Nampula
49,Ashgabat
50,Libreville
51,Banghazi
