,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Philadelphia
6,Harare
7,Tegucigalpa
8,Onitsha
9,N-Djamena
10,Mandalay
11,Basra
12,Taizhou Jiangsu
13,Nouakchott
14,Homs
15,Dallas
16,Cochabamba
17,Niamey
18,Kisangani
19,Pointe-Noire
20,Freetown
21,Astana
22,Uyo
23,Mwanza
24,Omsk
25,Lilongwe
26,Nanyang Henan
27,Jinhua
28,Kigali
29,Tripoli
30,Krasnoyarsk
31,Kaduna
32,Bukavu
33,Maputo
34,San Salvador
35,Shimkent
36,Bujumbura
37,Managua
38,Bishkek
39,Hargeysa
40,San Jose
41,Asmara
42,Ilorin
43,Blantyre-Limbe
44,Dushanbe
45,Misratah
46,Bangui
47,Owerri
48,Nampula
49,Lubango
50,Ashgabat
51,Libreville
52,Banghazi
