,URL
0,Montevideo
1,Mosul
2,Glasgow
3,Novosibirsk
4,Tabriz
5,Muscat
6,Harare
7,Tegucigalpa
8,Onitsha
9,N-Djamena
10,Mandalay
11,Basra
12,Taizhou Jiangsu
13,Nouakchott
14,Homs
15,Cochabamba
16,Niamey
17,Kisangani
18,Pointe-Noire
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Bukavu
30,Maputo
31,San Salvador
32,Shimkent
33,Bujumbura
34,Managua
35,Bishkek
36,Asmara
37,Ilorin
38,Blantyre-Limbe
39,Dushanbe
40,Misratah
41,Bangui
42,Owerri
43,Nampula
44,Lubango
45,Ashgabat
46,Libreville
47,Banghazi
