,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Harare
6,Tegucigalpa
7,Onitsha
8,N-Djamena
9,Mandalay
10,Asansol
11,Basra
12,Taizhou Jiangsu
13,Nouakchott
14,Homs
15,Cochabamba
16,Niamey
17,Kisangani
18,Pointe-Noire
19,Freetown
20,Astana
21,Uyo
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Kigali
27,Tripoli
28,Krasnoyarsk
29,Kaduna
30,Bukavu
31,Maputo
32,San Salvador
33,Shimkent
34,Bujumbura
35,Managua
36,Bishkek
37,Hargeysa
38,Asmara
39,Ilorin
40,Blantyre-Limbe
41,Dushanbe
42,Misratah
43,Bangui
44,Owerri
45,Nampula
46,Lubango
47,Ashgabat
48,Libreville
49,Banghazi
