,URL
0,Budapest
1,Montevideo
2,Mosul
3,Novosibirsk
4,Tabriz
5,Muscat
6,Harare
7,Tegucigalpa
8,Onitsha
9,N-Djamena
10,Mandalay
11,Basra
12,Taizhou Jiangsu
13,Nouakchott
14,Homs
15,Cochabamba
16,Niamey
17,Helsinki
18,Kisangani
19,Pointe-Noire
20,Freetown
21,San Luis Potosi
22,Uyo
23,Mwanza
24,Omsk
25,Lilongwe
26,Nanyang Henan
27,Kigali
28,Tripoli
29,Krasnoyarsk
30,Kaduna
31,Bukavu
32,Maputo
33,San Salvador
34,Shimkent
35,Bujumbura
36,Managua
37,Bishkek
38,Siliguri
39,Hargeysa
40,Asmara
41,Ilorin
42,Blantyre-Limbe
43,Morelia
44,Misratah
45,Bangui
46,Owerri
47,Nampula
48,Lubango
49,Ashgabat
50,Libreville
51,Banghazi
