,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Monrovia
6,Tiruppur
7,Harare
8,Tegucigalpa
9,Onitsha
10,N-Djamena
11,Mandalay
12,Basra
13,Taizhou Jiangsu
14,Nouakchott
15,Homs
16,Cochabamba
17,Niamey
18,Porto
19,Kisangani
20,Astana
21,Uyo
22,Zhenjiang Jiangsu
23,Mwanza
24,Omsk
25,Lilongwe
26,Nanyang Henan
27,Jinhua
28,Kigali
29,Tripoli
30,Krasnoyarsk
31,Kaduna
32,Bukavu
33,Maputo
34,San Salvador
35,Shimkent
36,Bujumbura
37,Managua
38,Bishkek
39,Hargeysa
40,Fuzhou Jiangxi
41,Asmara
42,Ilorin
43,Blantyre-Limbe
44,Dushanbe
45,Misratah
46,Bangui
47,Owerri
48,Nampula
49,San Francisco
50,Lubango
51,Ashgabat
52,Banghazi
