,URL
0,Budapest
1,Madurai
2,Montevideo
3,Quanzhou
4,Palembang
5,Mosul
6,Novosibirsk
7,Tabriz
8,Muscat
9,Harare
10,Tegucigalpa
11,Onitsha
12,N-Djamena
13,Mandalay
14,Basra
15,Taizhou Jiangsu
16,Nouakchott
17,Homs
18,Mombasa
19,Cochabamba
20,Niamey
21,Kisangani
22,Pointe-Noire
23,Freetown
24,Astana
25,Uyo
26,Mwanza
27,Omsk
28,Lilongwe
29,Nanyang Henan
30,Kigali
31,Tripoli
32,Krasnoyarsk
33,Mexicali
34,Kaduna
35,Bukavu
36,Maputo
37,San Salvador
38,Shimkent
39,Bujumbura
40,Managua
41,Bishkek
42,Hargeysa
43,Asmara
44,Ilorin
45,Blantyre-Limbe
46,Dushanbe
47,Misratah
48,Bangui
49,Owerri
50,Liverpool
51,Nampula
52,Lubango
53,Ashgabat
54,Libreville
55,Banghazi
