,URL
0,Montevideo
1,Lyon
2,Mosul
3,Novosibirsk
4,Tabriz
5,Muscat
6,Harare
7,Onitsha
8,N-Djamena
9,Mandalay
10,Basra
11,Taizhou Jiangsu
12,Nouakchott
13,Homs
14,Cochabamba
15,Niamey
16,Kisangani
17,Pointe-Noire
18,Freetown
19,Astana
20,Uyo
21,Zhenjiang Jiangsu
22,Mwanza
23,Omsk
24,Lilongwe
25,Nanyang Henan
26,Jinhua
27,Kigali
28,Tripoli
29,Amsterdam
30,Krasnoyarsk
31,Kaduna
32,Bukavu
33,Maputo
34,San Salvador
35,Shimkent
36,Bujumbura
37,Managua
38,Bishkek
39,Hargeysa
40,Asmara
41,Ilorin
42,Blantyre-Limbe
43,Fort Worth
44,Dushanbe
45,Misratah
46,Bangui
47,Owerri
48,Nampula
49,Lubango
50,Ashgabat
51,Libreville
52,Banghazi
53,Yibin
