,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,96,PM2.5,9,1,32,66,347,41,0,64,1,0
1,Madurai,125,PM2.5,4,3,47,77,544,35,4,13,0,0
2,Quanzhou,61,PM2.5,28,3,19,40,349,12,1,11,0,0
3,Palembang,78,PM2.5,17,0,23,38,223,25,0,0,0,0
4,Santa Cruz,32,PM2.5,3,0,8,31,352,32,3,17,0,0
5,Gaziantep,103,NO2,3,12,45,161,2044,115,0,0,0,0
6,Sharjah,91,PM2.5,11,6,31,61,343,67,0,0,0,0
7,Phoenix,67,PM10,13,1,21,94,304,35,7,0,0,0
8,Lyon,58,PM2.5,23,3,15,25,277,44,1,3,0,0
9,Meerut,208,PM2.5,4,4,157,338,1381,60,23,62,1,0
10,Jiangmen,126,PM2.5,21,4,45,125,977,53,0,0,0,0
11,Can Tho,78,PM2.5,20,3,20,34,677,18,0,0,0,0
12,Raipur,140,PM2.5,28,12,40,85,910,13,59,46,0,0
13,Glasgow,55,PM2.5,28,1,14,17,150,18,0,0,0,0
14,Stockholm,58,PM2.5,29,0,18,26,379,31,0,0,0,0
15,Auckland,35,PM2.5,13,2,8,39,69,14,0,0,0,0
16,Jamshedpur,175,PM2.5,5,22,109,205,2365,36,55,122,64,0
17,Yinchuan,104,PM2.5,2,2,45,133,1710,50,0,0,0,0
18,Jilin,86,PM2.5,9,4,28,45,889,24,0,0,0,0
19,Srinagar,159,PM2.5,28,2,75,118,817,11,9,30,5,0
20,Batam,49,PM2.5,37,1,11,19,173,6,0,0,0,0
21,Ulaanbaatar,365,PM2.5,24,16,267,267,172,9,0,0,0,0
22,Marseille,62,PM2.5,35,1,19,35,196,32,9,19,0,0
23,Makassar,52,PM2.5,21,1,9,15,347,6,0,0,0,0
24,Aurangabad,147,PM2.5,5,10,56,126,1188,11,3,8,5,0
25,Philadelphia,91,PM2.5,29,1,33,52,160,20,3,9,0,0
26,Qiqihaer,137,PM2.5,3,5,49,147,1342,23,0,0,0,0
27,Xining,36,O3,43,0,4,5,96,0,0,0,0,0
28,San Antonio,73,PM2.5,16,0,23,71,0,20,12,8,0,0
29,Calgary,64,PM2.5,3,1,26,37,818,65,106,155,0,0
30,Daejon,29,O3,32,0,7,15,135,13,8,22,0,0
31,Monrovia,43,PM2.5,18,0,7,25,279,28,3,17,0,0
32,Tiruppur,72,PM2.5,11,2,23,45,384,11,7,28,0,0
33,Munich,31,NO2,9,0,8,12,369,33,41,0,0,0
34,Ciudad Juarez,55,PM2.5,86,6,14,20,184,4,0,0,0,0
35,Kananga,37,PM2.5,34,0,9,32,93,15,0,0,0,0
36,Gwangju,76,PM2.5,8,3,22,28,681,22,0,0,0,0
37,Suqian,190,PM2.5,5,4,136,136,870,40,0,0,0,0
38,Yekaterinburg,69,PM2.5,21,5,19,40,183,47,0,0,0,0
39,Abu Dhabi,83,PM2.5,22,5,26,59,220,58,0,0,0,0
40,Jodhpur,163,PM2.5,8,3,88,188,751,59,19,60,9,0
41,Edmonton,39,PM2.5,20,3,9,31,395,32,5,24,1,1
42,Ranchi,174,PM2.5,11,31,108,164,1188,41,66,159,64,0
43,Kathmandu,156,PM2.5,1,2,71,207,950,28,3,33,1,0
44,Jabalpur,165,PM2.5,16,7,86,193,558,21,6,28,0,0
45,Asansol,141,PM2.5,8,6,47,108,3030,41,66,158,64,0
46,Kota,142,PM2.5,10,3,83,124,306,24,8,23,1,0
47,San Diego,49,PM2.5,20,0,12,33,214,23,1,10,0,0
48,Kharkiv,83,PM2.5,8,2,25,33,247,30,0,0,0,0
49,San Jose,29,PM2.5,20,0,8,34,339,26,3,19,0,0
50,Allahabad,170,PM2.5,1,6,78,192,1770,55,15,50,73,0
51,Gwalior,156,PM2.5,4,12,85,122,1737,4,12,11,6,0
52,Ottawa,51,PM2.5,29,0,12,27,187,17,0,0,0,0
53,Zurich,20,O3,24,0,5,8,194,15,3,12,0,0
54,Belgrade,67,PM2.5,13,13,24,26,716,33,0,0,0,0
55,Amritsar,154,PM2.5,4,5,58,134,350,17,9,23,1,0
56,Joao Pessoa,48,PM2.5,20,0,11,21,86,1,0,0,0,0
57,Queretaro,111,PM2.5,30,9,39,125,1508,6,0,0,0,0
58,Taian Shandong,83,PM2.5,32,3,25,57,233,18,2,12,0,0
59,Copenhagen,70,PM2.5,9,1,25,42,420,35,46,39,0,0
60,Konya,118,PM2.5,7,17,56,88,1506,44,0,0,0,0
61,Dhanbad,154,PM2.5,8,6,59,135,3107,39,61,146,62,0
62,Dallas,71,PM2.5,21,0,22,63,201,20,1,7,0,0
63,Ganzhou,123,PM2.5,43,3,47,92,798,15,0,0,0,0
64,Adelaide,34,PM2.5,14,0,9,18,53,8,0,0,0,0
65,Hai Phong,154,PM2.5,16,21,61,79,1003,27,0,0,0,0
66,Mombasa,26,PM2.5,13,2,6,11,106,3,0,0,0,0
67,Jiaxing,130,PM2.5,2,4,47,113,1077,57,0,0,0,0
68,Helsinki,64,PM2.5,21,1,19,30,179,25,0,0,1,0
69,Porto,65,PM2.5,31,2,17,47,249,25,0,0,0,0
70,Zhanjiang,92,O3,64,2,28,48,374,8,0,0,0,0
71,Prague,121,PM2.5,2,2,42,75,599,44,28,51,3,0
72,Dongying,154,PM2.5,2,6,66,144,1115,37,0,0,0,0
73,Mianyang Sichuan,93,PM2.5,34,2,34,52,219,37,1,9,0,0
74,Nanchong,153,PM2.5,15,1,58,90,578,10,0,0,0,0
75,Fushun Liaoning,153,PM2.5,15,1,58,90,578,10,0,0,0,0
76,Antalya,109,NO2,1,2,34,49,1644,148,0,0,0,0
77,Bareilly,196,PM2.5,5,4,157,306,2669,27,13,38,4,0
78,Kazan,60,PM2.5,12,1,15,36,155,12,0,0,0,0
79,Ad-Dammam,156,PM2.5,6,112,73,84,334,100,0,0,0,0
80,Port Elizabeth,67,PM2.5,15,2,23,54,188,26,3,4,0,0
81,Ahvaz,31,O3,39,0,2,4,97,1,0,0,0,0
82,Florianopolis,64,PM2.5,18,1,20,34,52,22,0,0,0,0
83,Nizhniy Novgorod,62,PM2.5,18,3,19,37,160,30,0,0,0,0
84,Dublin,68,PM2.5,27,2,22,25,428,29,24,26,0,0
85,Maoming,41,PM2.5,16,0,10,16,327,19,17,6,0,0
86,San Luis Potosi,50,PM2.5,50,1,10,19,87,17,0,0,0,0
87,Mysore,91,PM2.5,8,1,32,67,295,15,4,13,2,0
88,Chelyabinsk,61,PM2.5,23,7,18,25,180,34,0,0,0,0
89,Moradabad,205,PM2.5,3,3,161,332,3274,45,9,31,3,0
90,Barquisimeto,32,O3,40,1,5,7,103,1,0,0,0,0
