,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,95,PM2.5,4,1,31,54,314,22,0,17,1,0
1,Madurai,108,PM2.5,28,1,40,84,249,34,5,13,0,0
2,Quanzhou,33,PM2.5,48,4,7,19,175,4,1,5,0,0
3,Palembang,82,PM2.5,27,0,25,44,223,24,0,0,0,0
4,Santa Cruz,75,PM2.5,4,0,22,46,881,32,24,47,0,0
5,Gaziantep,161,PM2.5,9,20,81,125,2071,73,0,0,0,0
6,Sharjah,151,PM2.5,39,10,55,80,346,57,0,0,0,0
7,Phoenix,97,PM2.5,1,1,33,88,923,50,21,0,0,0
8,Lyon,49,PM2.5,5,0,10,27,128,27,2,3,0,0
9,Meerut,184,PM2.5,9,4,99,176,541,41,7,30,0,0
10,Jiangmen,76,PM2.5,59,3,19,58,427,16,0,0,0,0
11,Can Tho,58,PM2.5,52,2,16,25,239,3,0,0,0,0
12,Raipur,107,PM2.5,56,53,44,63,570,17,0,0,0,0
13,Glasgow,28,O3,33,0,3,8,133,8,2,6,0,0
14,Stockholm,61,PM2.5,22,0,22,34,304,35,0,0,0,0
15,Auckland,43,PM2.5,10,0,11,33,62,16,0,0,0,0
16,Jamshedpur,70,PM2.5,48,17,19,36,586,7,5,36,1,0
17,Yinchuan,54,PM2.5,40,2,10,21,464,10,0,0,0,0
18,Jilin,47,PM2.5,32,3,8,12,437,8,0,0,0,0
19,Srinagar,116,PM2.5,39,3,35,85,349,16,6,21,5,0
20,Batam,65,O3,60,3,25,65,282,19,0,0,0,0
21,Ulaanbaatar,167,PM2.5,14,29,46,46,261,23,0,0,0,0
22,Marseille,65,PM2.5,16,1,18,33,148,18,4,13,3,0
23,Makassar,87,PM2.5,23,0,27,40,324,16,0,0,0,0
24,Aurangabad,159,PM2.5,54,5,72,86,524,9,1,4,4,0
25,Philadelphia,34,PM10,21,0,7,39,318,21,1,14,0,0
26,Qiqihaer,37,PM2.5,22,5,10,20,315,5,0,0,0,0
27,Xining,23,PM2.5,11,0,6,8,152,1,0,0,0,0
28,San Antonio,48,PM2.5,12,0,10,40,0,13,0,3,0,0
29,Calgary,57,PM2.5,9,0,15,34,388,36,19,41,0,0
30,Daejon,26,O3,29,0,7,12,141,8,11,16,0,0
31,Monrovia,136,PM2.5,5,0,51,78,951,43,11,40,0,0
32,Tiruppur,83,PM2.5,11,4,33,38,388,9,5,10,0,0
33,Munich,53,PM2.5,3,1,15,17,264,8,36,0,0,0
34,Ciudad Juarez,52,PM2.5,43,7,13,20,187,16,0,0,0,0
35,Kananga,52,PM2.5,43,7,13,20,187,16,0,0,0,0
36,Gwangju,47,PM2.5,48,3,9,18,559,15,0,0,0,0
37,Suqian,157,PM2.5,58,4,72,75,510,17,0,0,0,0
38,Yekaterinburg,57,PM2.5,22,2,15,31,143,38,0,0,0,0
