,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,90,PM2.5,20,1,31,43,375,47,0,36,0,0
1,Madurai,102,PM2.5,12,4,38,45,274,25,2,8,0,0
2,Quanzhou,63,PM2.5,35,3,18,56,524,11,1,10,0,0
3,Palembang,88,PM2.5,15,1,27,44,314,29,0,0,0,0
4,Santa Cruz,29,O3,33,0,7,27,183,13,1,3,0,0
5,Gaziantep,155,PM2.5,4,31,64,112,1371,82,0,0,0,0
6,Sharjah,132,PM2.5,12,8,37,68,355,73,0,0,0,0
7,Phoenix,64,PM2.5,3,1,19,61,538,37,17,0,0,0
8,Lyon,109,PM2.5,5,1,43,62,396,42,34,11,0,0
9,Meerut,187,PM2.5,7,4,128,293,308,59,9,46,1,0
10,Jiangmen,114,PM2.5,18,4,42,76,1044,43,0,0,0,0
11,Can Tho,114,PM2.5,20,4,47,76,742,21,0,0,0,0
12,Raipur,195,PM2.5,9,39,147,211,2557,44,0,0,0,0
13,Glasgow,53,PM2.5,29,1,13,21,162,22,23,41,0,0
14,Stockholm,73,PM2.5,9,0,23,41,384,52,0,0,0,0
15,Auckland,40,PM2.5,16,0,12,51,50,9,0,0,0,0
16,Jamshedpur,185,PM2.5,17,23,119,231,1804,35,17,79,10,0
17,Yinchuan,107,PM2.5,2,1,40,129,1432,44,0,0,0,0
18,Jilin,46,PM2.5,29,3,11,26,524,7,0,0,0,0
19,Srinagar,152,PM2.5,30,5,57,95,885,16,9,30,0,0
20,Batam,57,PM2.5,39,1,13,22,178,8,0,0,0,0
21,Ulaanbaatar,336,PM2.5,14,36,438,438,375,26,0,0,0,0
22,Marseille,97,PM2.5,9,5,39,41,237,46,0,0,0,0
23,Makassar,56,PM2.5,21,1,9,14,403,8,0,0,0,0
24,Aurangabad,154,PM2.5,2,5,67,93,1170,9,1,5,4,0
25,Philadelphia,78,PM2.5,12,2,25,63,345,37,30,56,0,0
26,Qiqihaer,97,PM2.5,3,4,34,66,879,28,0,0,0,0
27,Xining,23,PM2.5,13,0,8,9,136,6,0,0,0,0
28,San Antonio,56,PM2.5,11,0,14,63,152,28,4,18,0,0
29,Calgary,57,NO2,1,0,14,36,953,60,103,147,0,0
30,Daejon,31,O3,33,0,5,16,120,14,3,7,0,0
31,Monrovia,59,PM2.5,15,0,18,43,376,26,12,26,0,50
32,Tiruppur,67,PM2.5,13,2,20,40,463,10,7,21,0,0
33,Munich,33,PM2.5,8,1,9,17,327,25,26,0,0,0
34,Ciudad Juarez,43,PM2.5,74,4,11,18,167,5,0,0,0,0
35,Kananga,48,PM2.5,33,1,12,37,99,16,0,0,0,0
36,Gwangju,52,PM2.5,6,3,16,24,681,31,0,0,0,0
37,Suqian,122,PM2.5,16,3,43,59,510,21,0,0,0,0
38,Yekaterinburg,56,PM2.5,34,2,14,28,138,37,0,0,0,0
39,Abu Dhabi,113,PM2.5,48,6,41,65,212,34,0,0,0,0
40,Jodhpur,172,PM2.5,23,5,103,189,603,39,14,37,5,0
41,Edmonton,81,PM2.5,1,0,30,33,988,55,92,133,1,124
42,Ranchi,174,PM2.5,11,23,101,159,775,48,6,35,6,0
43,Kathmandu,167,PM2.5,4,4,86,164,1421,26,4,37,5,0
44,Jabalpur,153,PM2.5,12,6,66,202,2576,42,5,47,0,0
45,Asansol,160,PM2.5,24,5,66,145,1223,36,14,86,10,0
46,Kota,178,PM2.5,14,4,110,203,934,43,12,47,1,0
47,San Diego,61,PM2.5,5,0,17,49,589,29,1,18,0,0
48,Kharkiv,85,PM2.5,20,3,30,40,180,27,0,0,0,0
49,San Jose,31,O3,33,0,6,21,172,14,1,2,0,0
50,Allahabad,180,PM2.5,1,8,111,236,2940,74,45,102,74,0
51,Gwalior,108,PM2.5,3,14,39,94,2168,8,13,14,3,0
52,Ottawa,41,PM2.5,23,1,10,31,160,15,0,0,0,0
53,Zurich,65,PM2.5,6,1,19,27,320,23,6,7,0,0
54,Belgrade,103,PM2.5,12,10,39,40,704,32,0,0,0,0
55,Amritsar,169,PM2.5,2,3,92,200,376,15,5,14,1,0
