,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,115,PM2.5,15,2,41,67,235,36,0,24,1,0
1,Madurai,155,PM2.5,12,4,67,109,428,34,3,22,2,0
2,Quanzhou,64,PM2.5,49,5,16,32,262,9,0,7,0,0
3,Palembang,91,PM2.5,20,1,27,51,291,26,0,0,0,0
4,Santa Cruz,54,PM2.5,17,0,14,63,349,22,1,11,0,0
5,Gaziantep,138,PM2.5,15,27,59,81,1196,38,0,0,0,0
6,Sharjah,88,PM2.5,22,4,29,69,302,68,0,0,0,0
7,Phoenix,79,PM2.5,5,1,25,103,529,40,6,0,0,0
8,Lyon,56,PM2.5,6,3,13,24,79,25,1,4,0,0
9,Meerut,221,PM10,7,4,191,398,1488,63,35,72,1,0
10,Jiangmen,119,PM2.5,3,4,44,113,1029,56,0,0,0,0
11,Can Tho,109,PM2.5,9,3,35,55,663,20,0,0,0,0
12,Raipur,73,PM2.5,19,9,22,87,930,10,9,30,0,0
13,Glasgow,40,PM2.5,31,0,10,13,148,16,1,8,0,0
14,Stockholm,57,PM2.5,10,1,14,34,343,28,0,0,0,0
15,Auckland,51,PM2.5,17,0,14,33,55,8,0,0,0,0
16,Jamshedpur,164,PM2.5,5,13,86,128,711,18,8,62,6,0
17,Yinchuan,157,PM2.5,2,5,74,99,1358,53,0,0,0,0
18,Jilin,57,PM2.5,29,3,15,16,448,5,0,0,0,0
19,Srinagar,151,PM2.5,23,3,65,125,1177,16,48,74,9,0
20,Batam,55,PM2.5,41,2,14,21,203,12,0,0,0,0
21,Ulaanbaatar,380,PM2.5,24,18,257,257,168,16,0,0,0,0
22,Marseille,65,PM2.5,10,1,20,23,238,17,0,1,1,0
23,Makassar,46,PM2.5,19,1,7,11,268,4,0,0,0,0
24,Aurangabad,152,PM2.5,3,6,59,126,1301,10,2,7,5,0
25,Philadelphia,71,PM2.5,23,0,24,31,338,35,3,14,0,0
26,Qiqihaer,54,PM2.5,21,9,12,40,294,9,0,0,0,0
27,Xining,21,O3,26,0,4,6,138,0,0,0,0,0
28,San Antonio,63,PM2.5,21,0,18,51,0,18,4,5,0,0
29,Calgary,49,PM2.5,0,0,11,51,289,44,14,39,0,0
30,Daejon,28,O3,30,0,6,10,130,9,8,11,0,0
31,Monrovia,107,PM2.5,6,0,32,76,542,33,5,27,0,0
32,Tiruppur,85,PM2.5,10,4,25,48,889,10,1,20,0,0
33,Munich,15,O3,27,0,2,4,152,1,19,0,0,0
34,Kananga,55,PM2.5,42,1,14,42,119,15,0,0,0,0
35,Gwangju,68,PM2.5,22,3,21,29,615,17,0,0,0,0
36,Suqian,159,PM2.5,8,7,74,101,702,48,0,0,0,0
37,Yekaterinburg,55,PM2.5,30,1,14,29,140,35,0,0,0,0
38,Abu Dhabi,63,PM10,55,1,17,78,154,30,0,0,0,0
39,Jodhpur,197,PM2.5,7,11,205,452,8067,80,503,560,15,0
40,Edmonton,62,PM2.5,1,0,17,60,397,33,14,28,1,0
41,Ranchi,170,PM2.5,8,22,96,143,815,40,13,73,2,0
42,Kathmandu,156,PM2.5,1,2,82,162,743,21,4,20,2,0
43,Jabalpur,178,PM2.5,3,8,123,317,1307,9,5,16,0,0
44,Asansol,170,PM2.5,2,3,102,199,1912,27,16,71,20,0
45,Kota,277,PM2.5,12,4,225,291,2000,53,124,223,2,0
46,San Diego,70,PM2.5,36,0,22,54,359,15,0,5,0,0
47,Kharkiv,94,PM2.5,8,4,37,53,308,38,0,0,0,0
48,San Jose,81,PM2.5,11,0,29,48,369,23,1,12,0,0
49,Allahabad,207,PM2.5,1,8,168,266,4552,68,84,133,74,0
50,Gwalior,168,PM2.5,4,19,117,153,3005,6,22,20,4,0
51,Ottawa,44,PM2.5,19,0,12,36,160,15,0,0,0,0
52,Zurich,19,O3,26,0,1,3,94,3,1,4,0,0
53,Belgrade,116,PM2.5,4,9,44,52,569,14,0,0,0,0
54,Amritsar,159,PM2.5,3,4,94,258,900,24,7,23,1,0
55,Joao Pessoa,47,PM2.5,27,1,10,18,97,1,0,0,0,0
56,Queretaro,86,PM2.5,15,12,31,89,1296,7,0,0,0,0
57,Taian Shandong,74,PM2.5,40,2,20,54,173,17,1,7,0,0
58,Copenhagen,66,PM2.5,8,0,23,32,329,25,75,13,0,0
59,Konya,173,PM2.5,2,11,92,121,624,33,0,0,0,0
60,Dhanbad,175,PM2.5,7,5,106,106,59,1,1,71,1,0
61,Dallas,67,PM2.5,5,1,21,58,203,39,9,9,0,0
62,Ganzhou,89,PM2.5,1,3,30,79,943,39,0,0,0,0
63,Adelaide,31,PM2.5,15,0,9,16,58,18,0,0,0,0
64,Hai Phong,108,PM2.5,25,16,39,51,497,19,0,0,0,0
65,Mombasa,25,PM2.5,14,2,6,9,101,4,0,0,0,0
66,Jiaxing,162,PM2.5,7,4,67,102,827,47,0,0,0,0
67,Helsinki,59,PM2.5,23,1,16,39,170,21,0,0,1,0
68,Porto,67,PM2.5,18,3,17,34,139,25,0,0,0,0
69,Zhanjiang,82,PM2.5,55,3,30,43,503,11,0,0,0,0
70,Prague,69,PM2.5,8,1,23,58,483,46,27,20,1,0
71,Dongying,160,PM2.5,3,11,76,121,1256,42,0,0,0,0
72,Mianyang Sichuan,86,PM2.5,37,2,31,52,185,28,1,6,0,0
73,Nanchong,182,PM2.5,13,1,120,150,861,16,0,0,0,0
74,Fushun Liaoning,182,PM2.5,13,1,120,150,861,16,0,0,0,0
75,Antalya,89,PM2.5,1,2,39,53,580,47,0,0,0,0
76,Bareilly,194,PM2.5,5,5,161,277,3044,36,28,26,1,0
77,Kazan,194,PM2.5,5,5,161,277,3044,36,28,26,1,0
78,Ad-Dammam,109,PM2.5,28,19,40,51,189,53,0,0,0,0
79,Port Elizabeth,60,PM2.5,17,2,16,51,100,30,2,3,0,0
80,Ahvaz,23,O3,26,0,4,7,120,1,0,0,0,0
81,Florianopolis,63,PM2.5,22,0,17,31,57,21,0,0,0,0
82,Nizhniy Novgorod,58,PM2.5,20,3,15,25,148,27,0,0,0,0
83,Dublin,66,PM2.5,30,3,18,35,327,22,24,15,0,0
84,Maoming,27,PM2.5,17,0,7,8,179,4,5,2,0,0
85,San Luis Potosi,72,PM2.5,31,6,26,58,609,25,0,0,0,0
86,Mysore,106,PM2.5,12,1,37,72,276,24,14,18,2,0
87,Chelyabinsk,57,PM2.5,23,3,16,25,169,36,0,0,0,0
88,Moradabad,206,PM2.5,4,5,185,301,3541,28,22,16,1,0
89,Barquisimeto,29,O3,43,1,7,11,122,1,0,0,0,0
90,Durg-Bhilainagar,75,PM2.5,13,9,23,88,909,11,9,31,0,0
91,Suzhou,75,PM2.5,44,1,24,51,185,12,0,0,0,0
92,Maracay,28,PM2.5,40,2,7,12,124,2,0,0,0,0
93,Ruian,40,PM2.5,14,0,11,16,306,9,0,0,1,0
94,Zhenjiang Jiangsu,184,PM2.5,2,8,120,180,1046,63,0,0,0,0
95,Baoji,133,PM2.5,22,2,48,55,351,19,0,0,0,0
96,Bhubaneswar,90,PM2.5,32,3,24,34,270,4,0,0,0,0
97,Pingdingshan Henan,90,PM2.5,32,3,24,34,270,4,0,0,0,0
98,Mendoza,53,PM2.5,31,1,16,34,204,19,0,0,0,0
99,Chiang Mai,92,PM2.5,20,1,33,44,780,11,0,0,0,0
100,Tiruchirappalli,137,PM2.5,25,4,48,73,628,13,1,14,1,0
101,Huaibei,102,PM2.5,5,4,35,89,360,29,1,16,0,0
102,Jinhua,58,PM2.5,18,1,15,43,316,37,23,47,0,0
103,Chandigarh,167,PM2.5,8,3,83,184,1246,65,37,75,6,0
104,Islamabad,163,PM2.5,5,9,73,108,2010,40,0,0,0,0
105,Amsterdam,67,PM2.5,3,1,16,35,174,31,13,0,0,0
106,Haifa,47,PM2.5,42,2,10,36,411,11,1,12,1,0
107,Guilin,105,PM2.5,41,4,36,46,468,14,0,0,0,0
108,Mexicali,167,PM2.5,2,1,94,180,1091,68,106,160,0,0
109,Ufa,54,PM2.5,26,0,12,30,140,21,0,0,0,0
110,Rostov-on-Don,84,PM2.5,8,2,29,49,211,35,0,0,0,0
111,Hubli-Dharwad,85,PM2.5,1,1,30,116,760,25,21,28,1,0
112,Guwahati,173,PM2.5,5,7,88,162,1057,14,8,16,0,0
113,Liupanshui,171,PM2.5,6,6,98,141,956,42,0,0,0,0
114,Quetta,63,PM2.5,37,1,19,32,296,6,0,0,0,0
115,Cologne,54,PM2.5,3,1,15,34,177,12,13,17,0,0
116,Aguascalientes,68,PM2.5,25,7,24,72,879,15,0,0,0,0
117,Binzhou,63,PM2.5,25,0,17,33,152,17,3,9,0,0
118,Salem,63,PM2.5,25,0,17,33,152,17,3,9,0,0
119,Saharanpur,171,PM2.5,5,5,118,396,2429,56,78,125,15,0
120,Tbilisi,76,PM2.5,11,2,26,57,529,18,0,0,0,0
121,Managua,141,PM2.5,33,7,54,94,3369,16,51,44,2,0
122,Lille,62,PM2.5,4,0,15,25,295,26,1,3,2,0
123,Siliguri,152,PM2.5,5,2,68,174,1293,37,59,109,22,0
124,Oslo,63,PM2.5,14,0,19,30,172,20,9,17,0,0
125,Jingzhou Hubei,63,PM2.5,14,0,19,30,172,20,9,17,0,0
126,Zhaoqing,87,PM2.5,7,3,28,53,581,44,0,0,0,0
127,Antwerp,28,PM2.5,14,2,6,14,204,6,11,0,0,0
128,Johor Bahru,149,PM2.5,33,2,56,69,215,24,0,0,0,0
129,Solapur,156,PM2.5,18,4,61,116,472,33,5,22,1,0
130,Teresina,58,PM2.5,28,0,15,26,137,18,0,0,0,0
131,Fuzhou Jiangxi,96,PM2.5,32,0,33,45,214,27,0,0,0,0
132,Aracaju,58,PM2.5,21,0,15,32,87,12,0,0,0,0
133,Leshan,163,PM2.5,1,2,81,109,716,29,0,0,0,0
134,Marrakech,40,PM2.5,30,1,10,15,115,5,0,0,0,0
135,Rotterdam,39,PM2.5,23,1,7,11,162,23,1,0,1,0
136,Austin,58,PM2.5,21,0,16,43,397,21,5,12,0,0
137,San Jose,81,PM2.5,11,0,29,48,369,23,1,12,0,0
138,Denpasar,57,PM2.5,27,0,12,18,335,9,0,0,0,0
139,Odesa,72,PM2.5,21,3,26,32,169,31,0,0,0,0
140,San Miguel de Tucuman,64,PM2.5,28,4,19,25,139,20,0,0,0,0
141,Padang,75,PM2.5,13,1,18,53,298,20,0,0,0,0
142,Cebu City,41,PM2.5,44,1,9,16,120,0,0,0,0,0
143,Acapulco de Juarez,37,O3,80,7,8,12,179,6,0,0,0,0
144,Valparaiso,88,PM2.5,28,5,30,67,626,19,0,0,0,0
145,Kayseri,157,PM2.5,3,5,75,197,1503,113,0,0,0,0
146,Warangal,151,PM2.5,30,11,62,104,571,11,4,21,3,0
147,Changshu,133,PM2.5,1,4,48,79,852,46,0,0,0,0
148,Bordeaux,34,O3,23,0,5,15,141,3,0,1,0,0
149,Songkhla,55,PM2.5,40,6,14,31,94,5,0,0,0,0
150,Yichun Jiangxi,112,PM2.5,13,2,46,68,281,21,1,16,0,0
151,Krasnodar,66,PM2.5,37,2,20,24,150,27,0,0,0,0
152,Cancun,43,O3,51,1,8,15,109,0,0,0,0,0
153,Jixi Heilongjiang,63,PM2.5,21,2,20,30,323,11,0,0,0,0
154,Morelia,87,PM2.5,21,12,30,74,1092,11,0,0,0,0
155,Dnipro,73,PM2.5,15,1,22,38,200,30,0,0,0,0
156,Khulna,153,PM2.5,12,4,55,79,681,13,11,40,19,0
157,Jerusalem,53,PM2.5,27,1,13,50,631,15,8,22,1,0
158,Dehradun,170,PM2.5,6,5,116,366,2207,72,71,113,13,0
159,Fort Worth,39,PM2.5,17,0,8,38,392,21,6,13,0,0
160,Jiujiang,152,PM2.5,4,4,56,123,1256,42,0,0,0,0
161,Southampton,35,PM2.5,32,1,10,27,209,12,11,28,0,0
162,Arequipa,37,O3,54,1,6,10,95,1,0,0,0,0
163,Ciudad Guayana,24,O3,29,0,3,5,82,0,0,0,0,0
164,Zamboanga City,53,PM2.5,37,0,13,27,123,8,0,0,0,0
165,Veracruz,34,PM2.5,47,2,8,13,138,1,0,0,0,0
166,Jacksonville,85,PM2.5,20,1,27,63,600,36,0,0,0,0
167,Pathum Thani,151,PM2.5,15,1,59,114,510,30,0,0,0,0
168,Rajshahi,167,PM2.5,9,4,97,134,860,23,51,88,7,0
169,Guigang,121,PM2.5,9,3,48,95,352,15,2,13,0,0
170,Columbus,67,PM2.5,18,0,17,43,200,19,0,0,0,0
171,Charlotte,72,PM2.5,14,1,19,43,567,41,14,42,0,0
172,Ulsan,54,PM2.5,41,2,15,20,411,13,0,4,0,0
173,Liverpool,63,PM2.5,36,0,18,27,128,16,2,5,0,0
174,Antipolo,49,PM2.5,44,1,10,20,182,1,0,0,0,0
175,Zhangzhou,89,PM2.5,44,3,30,71,349,13,0,7,0,0
176,Bergamo,63,PM2.5,10,1,18,21,404,15,0,0,0,0
177,Donetsk,94,PM2.5,32,5,29,40,230,14,0,0,0,0
178,Malang,118,PM2.5,12,0,42,65,864,31,0,0,0,0
179,Linfen,162,PM2.5,2,5,79,115,1305,33,0,0,0,0
180,Sylhet,105,PM2.5,4,7,34,49,235,3,1,4,0,0
181,Indianapolis,65,PM2.5,18,0,19,40,343,32,2,0,0,0
182,Hermosillo,35,PM2.5,44,1,9,13,163,3,0,0,0,0
183,San Francisco,54,PM2.5,37,1,14,45,234,17,2,9,0,0
184,Guntur,105,PM2.5,4,3,38,77,567,11,6,18,1,0
185,Bahawalpur,190,PM2.5,39,7,140,204,799,6,0,0,0,0
186,Tyumen,55,PM2.5,16,1,15,32,148,36,0,0,0,0
187,Soshanguve,50,PM2.5,24,4,7,9,1002,14,3,14,0,0
188,Tuxtla Gutierrez,55,PM2.5,40,1,14,24,147,9,0,0,0,0
189,Puducherry,142,PM2.5,30,5,52,105,943,23,1,12,2,0
190,Culiacan,18,PM2.5,31,0,4,6,115,3,0,0,0,0
191,Saratov,58,PM2.5,12,1,13,27,138,30,0,0,0,0
192,Valencia,57,PM2.5,30,1,14,23,88,18,2,7,0,0
