,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,90,PM2.5,8,1,30,45,238,26,0,7,1,0
1,Madurai,144,PM2.5,12,4,56,90,355,32,3,13,1,0
2,Quanzhou,60,PM2.5,27,5,17,51,262,15,1,8,0,0
3,Palembang,80,PM2.5,18,0,24,41,245,24,0,0,0,0
4,Santa Cruz,55,PM2.5,7,1,15,31,415,26,2,17,0,0
5,Gaziantep,122,PM2.5,13,16,48,91,1300,63,0,0,0,0
6,Sharjah,113,PM2.5,25,5,40,78,319,75,0,0,0,0
7,Phoenix,87,PM2.5,1,1,36,144,773,46,15,0,0,0
8,Lyon,63,PM2.5,5,1,18,29,183,32,10,6,0,0
9,Meerut,188,PM2.5,14,7,154,286,807,59,9,43,1,0
10,Jiangmen,91,PM2.5,21,4,31,66,681,38,0,0,0,0
11,Can Tho,69,PM2.5,11,4,18,30,860,27,0,0,0,0
12,Raipur,142,PM2.5,7,21,47,141,767,26,4,24,0,0
13,Glasgow,51,PM2.5,34,0,12,16,146,26,9,27,0,0
14,Stockholm,64,PM2.5,10,0,17,43,542,45,0,0,0,0
15,Auckland,24,PM2.5,12,0,5,8,73,1,0,0,0,0
16,Jamshedpur,133,PM2.5,2,9,54,64,800,15,10,67,5,0
17,Yinchuan,58,PM2.5,18,1,14,41,578,21,0,0,0,0
18,Jilin,71,PM2.5,14,4,26,37,663,16,0,0,0,0
19,Srinagar,131,PM2.5,29,1,56,92,613,9,6,21,5,0
20,Batam,53,PM2.5,43,2,12,17,216,12,0,0,0,0
21,Ulaanbaatar,411,PM2.5,7,76,347,347,643,31,0,0,0,0
22,Marseille,55,PM2.5,8,0,13,30,168,26,9,16,1,0
23,Makassar,61,PM2.5,25,1,12,18,383,6,0,0,0,0
24,Aurangabad,158,PM2.5,25,7,75,116,987,9,1,4,5,0
25,Philadelphia,82,PM2.5,17,1,26,73,214,34,6,23,0,0
26,Qiqihaer,55,PM2.5,14,34,15,35,339,13,0,0,0,0
27,Xining,19,PM2.5,31,0,5,7,134,0,0,0,0,0
28,San Antonio,66,PM2.5,8,0,20,36,200,18,30,10,0,0
29,Calgary,42,NO2,0,0,10,51,359,46,15,44,0,0
30,Daejon,26,O3,28,0,7,21,135,23,21,30,0,0
31,Monrovia,53,PM2.5,2,0,14,55,822,41,37,63,0,0
32,Tiruppur,151,PM2.5,10,4,56,67,832,11,1,9,0,0
33,Munich,62,PM2.5,3,1,19,24,308,19,35,0,0,0
34,Ciudad Juarez,46,PM2.5,68,7,10,15,202,9,0,0,0,0
35,Kananga,77,PM2.5,39,1,31,42,123,16,0,0,0,0
36,Gwangju,87,PM2.5,14,3,33,44,704,28,0,0,0,0
37,Suqian,191,PM2.5,7,5,156,195,1040,41,0,0,0,0
38,Yekaterinburg,57,PM2.5,23,3,15,30,143,41,0,0,0,0
39,Abu Dhabi,86,PM2.5,47,1,31,70,155,35,0,0,0,0
40,Jodhpur,162,PM2.5,14,3,86,224,445,44,17,47,6,0
41,Edmonton,62,PM10,7,0,17,94,398,32,6,21,1,1
42,Tegucigalpa,62,PM10,0,0,0,0,0,0,0,0,0,0
43,Ranchi,157,PM2.5,10,6,74,94,761,31,19,78,2,0
44,Kathmandu,121,PM2.5,7,2,47,167,756,29,14,43,2,0
45,Jabalpur,171,PM2.5,29,10,98,186,1493,29,2,31,0,0
46,Asansol,93,PM2.5,6,4,33,101,1345,27,29,86,15,0
47,Kota,174,PM2.5,9,3,112,165,1292,59,49,120,4,0
