,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Nice,54,PM2.5,26,0,13,22,150,44,7,27,0,0
1,Dehradun,179,PM2.5,27,5,111,198,3948,28,6,20,8,0
2,Seongnam,179,PM2.5,27,5,111,198,3948,28,6,20,8,0
3,Fort Worth,37,O3,29,3,2,18,514,32,0,0,0,0
4,Agadir,60,PM2.5,33,2,14,36,109,2,0,0,0,0
5,Mudanjiang,64,PM2.5,26,2,16,33,112,4,0,0,0,0
6,Hamah,70,PM2.5,34,2,23,49,756,23,0,0,0,0
7,Southampton,27,O3,30,0,2,3,154,3,1,7,0,0
8,Laiwu,27,O3,30,0,2,3,150,2,1,6,0,0
9,Jacksonville,74,PM2.5,16,1,20,43,400,27,0,0,0,0
10,Rajshahi,136,PM2.5,32,3,58,89,534,35,0,0,0,0
11,Guigang,103,PM2.5,33,3,36,110,247,28,1,13,0,0
12,Columbus,39,PM2.5,13,0,9,39,200,25,0,0,0,0
13,Villahermosa,39,PM2.5,13,0,9,39,200,25,0,0,0,0
14,Yangjiang,98,PM2.5,12,10,40,60,215,5,0,0,0,0
15,Charlotte,61,PM2.5,13,0,18,35,434,24,2,14,0,0
16,Ulsan,61,PM2.5,13,0,18,35,434,24,2,14,0,0
17,West Rand,27,O3,32,0,2,3,126,4,2,7,0,0
18,Liverpool,71,PM2.5,29,1,29,29,120,25,6,18,0,0
19,Bergamo,28,PM2.5,2,2,6,9,733,28,0,16,1,0
20,Donetsk,28,PM2.5,2,2,6,9,733,28,0,16,1,0
21,Malang,27,O3,29,0,4,7,162,6,1,7,0,0
22,La Plata,85,PM2.5,12,0,23,43,428,31,0,0,0,0
23,Concepcion,56,PM2.5,16,1,16,24,65,19,0,0,0,0
24,Xinyu,70,PM2.5,24,2,22,52,279,44,4,20,0,0
25,Sylhet,48,PM2.5,9,7,12,21,73,2,1,2,0,0
26,Indianapolis,74,PM2.5,15,6,31,34,699,22,0,0,0,0
27,Nampula,55,PM2.5,3,1,14,59,501,37,0,0,0,0
28,Hermosillo,125,PM2.5,43,2,48,127,613,21,0,0,0,0
29,San Francisco,41,PM2.5,14,1,11,16,241,9,0,0,0,0
30,Taiz,35,PM2.5,17,1,9,14,105,2,0,0,0,0
31,Bhiwandi,130,PM2.5,29,5,44,91,495,32,32,62,3,0
32,Changzhi,171,PM2.5,61,4,100,145,542,7,0,0,0,0
33,Soshanguve,60,PM2.5,22,1,17,17,910,4,3,7,0,0
34,Ashgabat,27,O3,29,1,5,8,140,1,0,0,0,0
35,Liling,93,PM2.5,35,1,30,79,54,32,1,3,0,0
36,Puducherry,110,PM2.5,43,3,46,122,312,49,0,18,0,0
37,Changde,17,PM2.5,16,0,4,6,126,3,0,0,0,0
38,Fuxin,80,PM2.5,11,12,38,75,622,27,0,0,0,0
39,Shangqiu,51,NO2,25,2,5,21,874,54,0,0,2,0
40,Xingtai,93,PM2.5,47,2,36,72,197,11,1,11,0,0
41,Hufuf-Mubarraz,86,PM2.5,51,18,24,73,148,9,0,0,0,0
42,Firozabad,188,PM2.5,17,4,120,193,89,37,5,32,3,0
43,Huangshi,110,PM2.5,25,5,34,68,2204,20,0,0,0,0
44,Saratov,62,PM2.5,19,1,16,28,139,35,0,0,0,0
45,Valencia,56,PM2.5,38,0,13,17,117,18,0,0,0,0
46,Luzhou,129,PM2.5,3,5,46,99,814,34,0,0,0,0
47,Quebec City,14,O3,25,0,1,1,132,2,0,0,0,0
48,Yibin,136,PM2.5,0,6,53,130,784,29,0,0,0,0
49,Bucheon,35,O3,37,2,4,14,336,10,0,0,0,0
50,Ipoh,142,PM2.5,13,1,59,76,490,35,0,0,0,0
51,Winnipeg,35,PM2.5,26,1,9,13,182,7,0,0,0,0
52,Bogra,121,PM2.5,40,1,46,65,388,19,0,0,0,0
53,Xinyang,58,PM2.5,31,4,18,44,339,19,0,0,0,0
54,Xinghua,29,PM2.5,4,1,7,13,834,19,5,12,2,0
55,Newcastle upon Tyne,30,PM2.5,21,0,8,21,124,27,11,22,0,0
56,Yangquan,130,PM2.5,26,9,46,49,272,6,0,6,0,0
57,Thessaloniki,134,PM2.5,6,3,52,123,127,18,0,0,8,0
58,Yongzhou,62,PM2.5,27,5,18,43,272,40,0,0,0,0
59,Bologna,90,PM2.5,7,1,27,42,611,60,12,13,1,0
60,Xiaogan,107,PM2.5,40,2,40,117,436,35,1,18,0,0
61,Heze,83,PM2.5,23,4,32,108,632,25,0,0,0,0
62,Barcelona-Puerto La Cruz,32,PM2.5,25,2,7,10,146,12,0,0,0,0
63,Niigata,33,PM2.5,37,1,6,9,599,7,1,8,0,48
64,Zhuji,75,PM2.5,20,4,25,78,482,31,0,0,0,0
65,Sorocaba,53,PM2.5,27,1,17,20,497,21,0,0,2,0
66,Nottingham,58,PM2.5,16,1,16,34,175,41,20,41,0,0
67,Tianshui,125,PM2.5,8,7,47,94,1222,62,0,0,0,0
68,Huludao,43,PM2.5,46,1,12,30,369,5,1,7,0,0
69,Xalapa,43,PM2.5,46,1,12,30,369,5,1,7,0,0
70,Bikaner,47,PM2.5,11,0,13,18,280,5,0,0,0,0
71,Huaihua,56,PM2.5,40,1,13,21,160,0,0,0,0,0
72,Liaocheng,59,PM2.5,47,1,16,32,115,33,3,10,0,0
73,Jiaozuo,61,PM2.5,32,1,12,32,192,5,0,6,0,0
74,Bozhou,93,PM2.5,42,1,33,83,80,11,0,0,0,0
75,Nellore,93,PM2.5,42,1,33,83,80,11,0,0,0,0
76,Hamilton,140,PM2.5,30,4,49,95,532,31,4,15,1,0
77,Gebze,29,O3,30,0,3,7,224,8,0,6,0,0
78,Taixing,114,PM2.5,13,5,42,95,753,35,0,0,0,0
79,Cagayan de Oro City,114,PM2.5,13,5,42,95,753,35,0,0,0,0
80,Kunshan,117,PM2.5,10,3,42,74,791,50,0,0,0,0
81,Shaoguan,56,PM2.5,45,4,15,36,464,12,0,0,0,0
82,Dasmarinas,83,PM2.5,35,0,28,53,180,28,0,0,0,0
83,Amravati,83,PM2.5,35,0,28,53,180,28,0,0,0,0
84,Sulaimaniya,102,PM10,48,1,19,139,119,1,0,0,0,0
85,Bur Sa'id,125,PM2.5,38,9,51,73,416,16,0,0,0,0
86,Denver,24,O3,28,0,1,2,154,2,0,3,0,0
87,Meishan,40,PM2.5,22,0,9,17,207,22,0,0,0,0
88,Zhumadian,65,PM2.5,24,4,21,46,669,23,0,0,0,0
89,Anqing,53,PM2.5,11,3,17,51,498,35,0,0,0,0
90,Banjarmasin,53,PM2.5,10,2,15,23,402,13,0,0,0,0
91,Danyang,111,PM2.5,11,4,41,89,638,37,0,0,0,0
92,Muzaffarnagar,183,PM2.5,61,8,90,125,1762,17,2,10,3,0
93,Kumamoto,72,PM2.5,32,1,23,50,300,48,5,20,0,45
94,Kottayam,89,PM2.5,8,4,27,63,743,19,25,36,0,0
95,Belgaum,36,PM2.5,9,0,8,14,187,5,15,1,1,0
96,Zarqa,43,PM2.5,43,1,11,47,244,12,10,26,1,0
97,Sheffield,36,PM2.5,24,1,9,17,723,20,3,16,0,0
98,Gaza,28,PM2.5,43,0,6,16,315,7,1,7,0,0
99,Zaragoza,29,PM2.5,32,0,7,12,119,13,0,0,0,0
100,Linhai,97,PM2.5,20,3,40,90,648,33,0,0,0,0
101,Zaporizhzhya,106,PM2.5,32,6,37,62,303,26,0,0,0,0
102,Malegaon,152,PM2.5,32,3,52,96,589,20,2,11,2,0
103,Sao Jose dos Campos,52,PM2.5,23,0,17,24,85,16,0,0,0,0
104,Shaoyang,110,PM2.5,48,5,43,65,434,17,0,0,0,0
105,Kayamkulam,111,PM2.5,11,2,43,71,874,18,7,21,1,0
106,Jiamusi,91,PM2.5,9,3,41,42,778,26,0,0,0,0
107,Mangalore,138,PM2.5,10,2,54,73,122,47,1,47,0,0
108,Okayama,60,PM2.5,24,2,15,53,496,50,4,23,0,73
109,Ribeirao Preto,53,PM2.5,28,1,18,33,144,22,0,0,1,0
110,Xianyang Shaanxi,53,PM2.5,28,1,18,33,144,22,0,0,1,0
111,Bunia,27,PM2.5,17,0,6,10,113,0,0,0,0,0
112,Lviv,72,PM2.5,24,2,22,42,163,23,0,4,0,0
113,Rasht,72,PM2.5,24,2,22,42,163,23,0,4,0,0
114,Anqiu,49,PM2.5,10,3,15,51,735,36,0,0,0,0
115,Tongliao,65,PM2.5,20,3,24,39,350,17,0,0,0,0
116,Cheongju,41,O3,41,3,5,21,247,11,0,0,0,0
117,Sialkot,161,PM2.5,54,4,73,108,892,17,3,8,0,0
118,Maturin,21,PM2.5,23,0,5,8,97,1,0,0,0,0
119,Buffalo City,73,PM2.5,20,0,26,46,58,35,0,0,0,0
120,Yanji,79,PM2.5,22,9,31,32,565,11,0,0,0,0
121,Tongling,86,PM2.5,39,3,33,85,343,21,1,19,0,0
122,Wuzhou,75,PM2.5,47,4,22,46,524,9,0,0,0,0
123,Washington,37,PM2.5,28,1,8,30,185,14,5,14,0,0
124,Sargodha,155,PM2.5,66,2,68,99,780,12,0,0,0,0
125,Bhavnagar,168,PM2.5,46,17,108,158,914,39,10,27,7,0
126,Gold Coast,49,PM2.5,17,1,14,34,71,25,0,0,0,0
127,Yan'an,73,PM2.5,5,4,26,33,1505,47,0,0,0,0
128,Florence,28,O3,29,1,2,8,249,11,1,7,0,0
129,Jammu,38,PM2.5,30,0,13,23,117,8,3,12,0,0
130,Yulin Shaanxi,38,PM2.5,30,0,13,23,117,8,3,12,0,0
131,Nanded Waghala,147,PM2.5,3,11,57,122,489,3,13,16,0,0
132,Dazhou,87,PM2.5,27,0,28,55,360,12,0,0,0,0
133,Tirupati,145,PM2.5,16,3,62,79,763,17,3,15,1,0
134,Bacoor,49,PM2.5,35,0,10,17,185,7,0,0,0,0
135,Dengzhou,60,PM2.5,22,3,14,38,540,24,0,0,0,0
136,The Hague,58,PM2.5,15,0,14,40,161,29,6,0,1,0
137,Longyan,106,PM2.5,28,11,35,87,813,60,0,0,0,0
138,Yuncheng,97,PM2.5,36,7,30,69,496,19,0,0,0,0
139,Seville,76,PM2.5,27,1,22,27,137,19,0,0,0,0
140,Dongtai,116,PM2.5,17,4,38,81,772,28,0,0,0,0
141,Tolyatti,70,PM2.5,14,2,21,33,143,21,0,0,0,0
142,Salta,54,PM2.5,21,0,11,16,152,1,0,0,0,0
143,Merca,148,PM2.5,42,74,64,168,138,53,0,0,0,0
144,Bali,69,PM2.5,18,0,19,40,234,27,0,0,0,0
145,Yuyao,45,NO2,24,0,3,5,148,48,0,0,0,0
146,Boston,26,PM10,24,0,6,31,192,11,3,6,0,0
147,Uberlandia,52,PM2.5,45,0,18,23,114,5,0,0,0,0
148,Taif,145,PM2.5,62,25,45,85,113,11,0,0,0,0
149,Yuxi,70,PM2.5,39,3,18,36,558,9,0,0,0,0
150,Bristol,30,O3,27,0,1,2,157,3,1,3,0,0
151,Akure,30,O3,27,0,1,2,157,3,1,3,0,0
152,Celaya,49,PM2.5,2,7,13,31,832,5,0,0,0,0
153,Cheonan,144,PM2.5,10,1,48,83,973,23,3,14,1,0
154,Jundiai,69,PM2.5,23,1,30,50,462,14,0,0,2,0
155,Gulbarga,144,PM2.5,12,8,49,77,237,5,1,7,0,0
156,Padova,36,PM2.5,2,2,7,12,286,27,0,67,1,0
157,Durgapur,171,PM2.5,19,9,74,156,878,10,8,28,7,0
158,Kurnool,156,PM2.5,8,3,62,110,459,15,0,22,0,0
159,El Paso,89,PM2.5,0,3,27,113,1400,33,154,177,0,0
160,Nantes,71,PM2.5,14,0,19,30,126,31,11,6,0,0
161,Buraydah,112,PM10,48,1,28,156,119,27,0,0,0,0
162,Zagreb,93,PM2.5,22,6,38,50,364,39,0,0,1,0
163,Zhangjiagang,51,PM2.5,13,1,14,18,148,28,5,20,0,0
164,Pontianak,31,PM2.5,26,0,9,14,157,2,0,0,0,0
165,Liege,50,PM2.5,19,0,11,23,146,15,6,1,0,0
166,Taicang,81,PM2.5,23,2,24,68,296,43,4,20,0,0
167,Nashville,68,PM2.5,25,1,19,28,140,14,0,0,0,0
168,Genoa,60,PM2.5,16,1,17,31,392,35,18,9,2,0
169,Ezhou,25,O3,26,1,3,9,252,6,1,8,0,0
170,Santiago,71,PM2.5,4,2,22,59,582,50,0,0,0,0
171,Mar Del Plata,37,PM2.5,16,0,11,23,73,6,0,0,0,0
172,Zhoukou,77,PM2.5,25,4,28,47,649,22,0,0,0,0
173,Lodz,72,PM2.5,20,1,24,41,270,18,0,11,1,0
174,Goma,68,PM2.5,25,8,18,44,206,3,0,5,0,0
175,Oklahoma City,56,PM2.5,22,0,12,30,500,16,0,17,0,0
176,Las Vegas,78,PM2.5,7,2,20,66,649,44,79,0,0,0
177,Tabuk,151,PM2.5,43,1,55,93,108,19,0,0,0,0
178,Ankang,99,PM2.5,15,3,37,79,761,20,0,0,0,0
179,General Santos City,60,PM2.5,12,0,7,10,185,4,0,0,0,0
180,Renqiu,125,PM2.5,35,3,47,109,375,53,2,26,0,0
181,Detroit,31,PM10,11,1,5,33,196,13,0,0,0,0
182,Manama,125,PM2.5,50,14,39,99,139,27,0,0,0,0
183,Loudi,30,PM2.5,27,0,7,16,111,16,3,12,0,0
184,Jeonju,33,O3,29,3,7,24,355,12,0,0,0,0
185,Bijie,122,PM2.5,35,6,48,127,696,12,0,0,0,0
186,Portland,38,PM2.5,16,1,8,25,88,16,2,11,0,0
187,Qinzhou,90,PM2.5,57,3,27,49,596,11,0,0,0,0
188,Macao,65,PM2.5,44,3,19,48,325,27,0,0,0,0
189,Samsun,57,PM2.5,22,9,14,56,402,36,0,0,0,0
190,Denizli,125,PM10,16,71,34,196,1238,44,0,0,0,0
191,Zhoushan,72,PM2.5,24,1,24,34,140,11,0,0,0,0
192,Busto Arsizio,16,NO2,15,1,1,6,287,18,0,24,2,0
193,Tongxiang,55,PM2.5,37,1,13,31,282,11,2,16,0,0
194,Longhai,91,PM2.5,40,6,30,55,538,15,0,0,0,0
195,Puyang,72,PM2.5,20,0,28,41,197,3,0,0,0,0
196,Hezhou,56,PM2.5,22,0,12,30,500,16,0,17,0,0
197,Jhansi,119,PM2.5,34,7,44,85,500,21,1,10,0,0
198,Neijiang,128,PM2.5,18,5,48,140,611,34,0,0,0,0
199,Izhevsk,32,PM2.5,16,2,8,18,149,18,0,0,0,0
200,Memphis,56,PM2.5,17,1,12,15,155,7,0,0,0,0
201,Jamnagar,94,PM2.5,46,7,29,43,232,12,0,0,0,0
202,Erode,146,PM2.5,14,4,61,84,382,29,1,11,0,0
