,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,135,PM2.5,2,2,60,78,589,65,0,249,3,0
1,Quanzhou,65,PM2.5,27,3,20,38,437,11,1,16,0,0
2,Palembang,77,PM2.5,17,0,22,36,195,24,0,0,0,0
3,Santa Cruz,43,PM2.5,30,0,11,25,320,32,4,15,0,0
4,Gaziantep,156,PM2.5,7,27,60,125,1006,51,0,0,0,0
5,Sharjah,113,PM2.5,14,4,38,66,227,45,0,0,0,0
6,Phoenix,44,PM10,32,0,8,47,113,26,4,0,0,0
7,Lyon,128,PM2.5,1,0,40,56,396,35,25,0,0,0
8,Meerut,368,PM2.5,23,24,324,324,804,37,0,0,0,0
9,Jiangmen,163,PM2.5,11,4,84,131,960,48,0,0,0,0
10,Can Tho,120,PM2.5,10,3,55,65,645,18,0,0,0,0
11,Raipur,187,PM2.5,12,46,133,190,801,29,0,0,0,0
12,Glasgow,52,PM2.5,32,0,12,17,141,14,3,11,0,0
13,Stockholm,55,PM2.5,23,0,14,24,272,28,0,0,0,0
14,Auckland,27,PM2.5,17,0,7,29,61,13,0,0,0,0
15,Jamshedpur,197,PM2.5,3,34,136,195,3267,37,0,0,0,0
16,Yinchuan,116,PM2.5,6,1,36,59,755,33,0,0,0,0
17,Jilin,156,PM2.5,8,4,72,101,888,22,0,0,0,0
18,Srinagar,80,PM2.5,38,2,23,33,373,3,0,0,0,0
19,Batam,44,PM2.5,35,2,10,14,191,4,0,0,0,0
20,Ulaanbaatar,235,PM2.5,11,48,179,179,422,27,0,0,0,0
21,Marseille,83,PM2.5,3,1,28,75,266,52,83,269,7,0
22,Makassar,29,PM2.5,24,1,6,10,222,2,0,0,0,0
23,Aurangabad,136,PM2.5,37,4,46,66,299,2,0,0,0,0
24,Philadelphia,61,PM2.5,30,0,14,35,126,24,2,9,0,0
25,Qiqihaer,152,PM2.5,18,24,59,80,453,13,0,0,0,0
26,Xining,23,PM2.5,10,0,5,7,141,3,0,0,0,0
27,San Antonio,58,PM2.5,18,0,14,41,0,20,14,21,0,0
28,Calgary,47,PM2.5,20,0,12,31,320,22,4,11,0,0
29,Daejon,33,O3,35,0,4,10,124,7,3,5,0,0
30,Monrovia,27,O3,31,0,5,19,172,20,1,7,0,0
31,Tiruppur,90,PM2.5,16,4,31,46,428,12,0,0,0,0
32,Munich,58,PM2.5,1,1,19,29,399,14,33,0,1,0
33,Harare,58,PM2.5,1,1,19,29,399,14,33,0,1,0
34,Ciudad Juarez,112,O3,83,5,17,27,192,7,0,0,0,0
35,Kananga,51,PM2.5,35,1,11,35,101,17,0,0,0,0
36,Gwangju,86,PM2.5,5,3,30,38,776,22,0,0,0,0
37,Suqian,169,PM2.5,0,3,99,126,864,38,0,0,0,0
38,Yekaterinburg,63,PM2.5,37,2,18,37,131,32,0,0,0,0
39,Abu Dhabi,97,PM2.5,1,5,37,74,271,71,0,0,0,0
40,Jodhpur,117,PM2.5,30,3,40,64,347,3,0,0,0,0
41,Edmonton,44,PM2.5,17,1,11,22,397,25,8,19,1,0
42,Ranchi,166,PM2.5,20,12,77,140,539,34,0,0,0,0
43,Kathmandu,159,PM2.5,1,3,73,78,969,10,0,0,0,0
44,Jabalpur,119,PM2.5,29,6,42,61,274,5,0,0,0,0
45,Asansol,167,PM2.5,35,12,82,117,693,15,0,0,0,0
46,Kota,160,PM2.5,9,9,71,125,394,41,0,0,0,0
47,San Diego,35,O3,39,0,7,28,173,13,1,1,0,0
48,Kharkiv,86,PM2.5,16,1,27,33,190,23,0,0,0,0
49,San Jose,27,O3,31,0,7,18,268,20,2,11,0,0
50,Allahabad,198,PM2.5,6,12,147,215,1315,47,0,0,0,0
51,Gwalior,158,PM2.5,32,4,76,109,559,3,0,0,0,0
52,Ottawa,48,PM2.5,33,0,12,37,198,18,0,0,0,0
53,Zurich,56,PM2.5,1,0,16,20,447,25,12,34,0,0
54,Belgrade,56,PM2.5,1,0,16,20,447,25,12,34,0,0
55,Amritsar,406,PM2.5,15,5,328,328,1346,34,0,0,0,0
