,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Madurai,107,PM2.5,13,1,36,51,209,36,0,36,1,0
1,Palembang,78,PM2.5,26,0,29,46,200,28,0,0,0,0
2,Santa Cruz,78,PM2.5,26,0,29,46,200,28,0,0,0,0
3,Gaziantep,83,PM2.5,8,6,31,45,1216,73,0,0,0,0
4,Sharjah,99,PM2.5,37,7,36,61,230,54,0,0,0,0
5,Phoenix,76,PM10,0,2,23,108,1231,48,47,0,0,0
6,Lyon,56,PM2.5,18,1,14,28,164,24,10,0,0,0
7,Meerut,227,PM2.5,10,5,174,332,981,46,7,30,1,0
8,Jiangmen,129,PM2.5,113,4,48,98,607,26,0,0,0,0
9,Can Tho,118,PM2.5,55,2,45,45,358,8,0,0,0,0
10,Raipur,132,PM2.5,54,44,55,79,672,20,0,0,0,0
11,Glasgow,34,NO2,28,0,11,15,166,36,52,87,0,0
12,Stockholm,60,PM2.5,21,1,14,26,369,39,0,0,0,0
13,Auckland,40,PM2.5,12,1,10,43,81,21,0,0,0,0
14,Jamshedpur,173,PM2.5,33,36,89,127,965,37,0,0,0,0
15,Yinchuan,76,PM2.5,35,10,23,147,959,27,0,0,0,0
16,Jilin,46,PM2.5,29,2,13,22,551,13,0,0,0,0
17,Srinagar,159,PM2.5,40,4,81,120,516,15,10,24,4,0
18,Batam,74,PM2.5,37,6,33,84,260,13,0,0,0,0
19,Ulaanbaatar,156,PM2.5,13,51,66,66,374,24,0,0,0,0
20,Marseille,59,PM2.5,31,1,15,25,140,32,0,0,0,0
21,Makassar,77,PM2.5,29,1,30,41,251,16,0,0,0,0
22,Aurangabad,93,PM2.5,26,8,26,39,524,9,1,4,5,0
23,Philadelphia,55,PM2.5,29,1,11,32,150,12,0,6,0,0
24,Qiqihaer,124,PM2.5,8,11,43,114,1130,28,0,0,0,0
25,Xining,28,O3,31,0,5,6,101,1,0,0,0,0
26,San Antonio,69,PM2.5,22,0,20,45,0,15,0,4,0,0
27,Calgary,47,PM2.5,4,0,10,20,358,45,16,47,0,0
28,Daejon,28,O3,32,0,7,17,139,17,11,28,0,0
29,Monrovia,79,PM2.5,17,0,26,44,369,25,1,14,0,0
30,Tiruppur,94,PM2.5,27,3,37,57,417,15,7,29,1,0
31,Ciudad Juarez,57,PM2.5,41,5,16,24,202,8,0,0,0,0
32,Kananga,57,PM2.5,41,5,16,24,202,8,0,0,0,0
33,Gwangju,40,PM2.5,22,3,8,21,677,25,0,0,0,0
34,Suqian,119,PM2.5,36,3,44,83,524,19,0,0,0,0
35,Yekaterinburg,87,PM2.5,17,3,29,47,174,54,0,0,0,0
36,Jodhpur,169,PM2.5,30,1,94,193,166,30,12,31,4,0
37,Kathmandu,104,PM2.5,37,3,24,46,378,7,0,0,0,0
38,Jabalpur,163,PM2.5,18,5,80,209,769,22,7,31,0,0
39,Asansol,172,PM2.5,70,2,70,271,262,10,12,34,0,0
40,Kota,172,PM2.5,70,2,70,271,262,10,12,34,0,0
41,Kharkiv,86,PM2.5,12,2,24,39,185,27,0,0,0,0
42,San Jose,26,PM2.5,23,0,6,20,231,17,1,6,0,0
