,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Kabul
8,Yaounde
9,Kano
10,Douala
11,Ibadan
12,Antananarivo
13,Kumasi
14,Abuja
15,Asuncion
16,Santo Domingo
17,Mashhad
18,Dakar
19,Port Harcourt
20,Pyongyang
21,Sanaa
22,Guatemala City
23,Ouagadougou
24,Lusaka
25,Port-au-Prince
26,Algiers
27,Bamako
28,Mbuji-Mayi
29,Lubumbashi
30,Accra
31,Tashkent
32,Brazzaville
33,Damascus
34,Beirut
35,Tunis
36,Mogadishu
37,Nantong
38,Esfahan
39,Phnom Penh
40,Havana
41,Aleppo
42,Conakry
43,Linyi Shandong
44,Wuhu Anhui
45,Almaty
46,Panama City
47,Lome
48,Benin City
49,Montevideo
50,Matola
