,URL
0,Tokyo
1,Delhi
2,Kinshasa
3,Lagos
4,Tehran
5,Luanda
6,Baghdad
7,Dar es Salaam
8,Khartoum
9,Yangon
10,Abidjan
11,Kabul
12,Rome
13,Kano
14,Douala
15,Ibadan
16,Antananarivo
17,Kumasi
18,Abuja
19,Asuncion
20,Santo Domingo
21,Campinas
22,Mashhad
23,Dakar
24,Port Harcourt
25,Lanzhou
26,Pyongyang
27,Guatemala City
28,Ouagadougou
29,Lusaka
30,Coimbatore
31,Port-au-Prince
32,Algiers
33,Bamako
34,Mbuji-Mayi
35,Accra
36,Tashkent
37,Brazzaville
38,Damascus
39,Beirut
40,Tunis
41,Mogadishu
42,Esfahan
43,Phnom Penh
44,Havana
45,Aleppo
46,Taizhou Zhejiang
47,Conakry
48,Linyi Shandong
49,Almaty
50,Panama City
51,Lome
52,Benin City
