,URL
0,Osaka
1,Kinshasa
2,Lagos
3,Tehran
4,Luanda
5,Baghdad
6,Dar es Salaam
7,Toronto
8,Belo Horizonte
9,Khartoum
10,Johannesburg
11,Abidjan
12,Kabul
13,Yaounde
14,Porto Alegre
15,Kano
16,Douala
17,Ibadan
18,Antananarivo
19,Kumasi
20,Abuja
21,Asuncion
22,Santo Domingo
23,Mashhad
24,Dakar
25,Port Harcourt
26,Pyongyang
27,Guatemala City
28,Ouagadougou
29,Lusaka
30,Port-au-Prince
31,Algiers
32,Bamako
33,Mbuji-Mayi
34,Accra
35,Tashkent
36,Brazzaville
37,Damascus
38,Beirut
39,Tunis
40,Mogadishu
41,Esfahan
42,Phnom Penh
43,Havana
44,Aleppo
45,Taizhou Zhejiang
46,Conakry
47,Linyi Shandong
48,Almaty
49,Panama City
50,Lome
51,Hamburg
52,Benin City
