,URL
0,Kinshasa
1,Lagos
2,Seoul
3,London
4,Tehran
5,Luanda
6,Hangzhou
7,Foshan
8,Baghdad
9,Dar es Salaam
10,Toronto
11,Khartoum
12,Abidjan
13,Xinbei
14,Kabul
15,Yaounde
16,Kano
17,Los Angeles
18,Taiyuan Shanxi
19,Douala
20,Ibadan
21,Antananarivo
22,Kumasi
23,Abuja
24,Asuncion
25,Santo Domingo
26,Mashhad
27,Dakar
28,Port Harcourt
29,Pyongyang
30,Guatemala City
31,Ouagadougou
32,Lusaka
33,Port-au-Prince
34,Incheon
35,Algiers
36,Bamako
37,Mbuji-Mayi
38,Accra
39,Tashkent
40,Brazzaville
41,Damascus
42,Beirut
43,Tunis
44,Mogadishu
45,Daegu
46,Esfahan
47,Phnom Penh
48,Havana
49,Aleppo
50,Taizhou Zhejiang
51,Conakry
52,Linyi Shandong
53,Almaty
54,Panama City
55,Lome
56,Benin City
