,URL
0,Niamey
1,Kisangani
2,Pointe-Noire
3,Freetown
4,Astana
5,Uyo
6,Mwanza
7,Omsk
8,Lilongwe
9,Nanyang Henan
10,Kigali
11,Tripoli
12,Krasnoyarsk
13,Bukavu
14,Abomey-Calavi
15,Maputo
16,Aba
17,Nnewi
18,San Salvador
19,Shimkent
20,Bujumbura
21,Managua
22,Bishkek
23,Kermanshah
24,Hargeysa
25,Kirkuk
26,Bobo-Dioulasso
27,Asmara
28,Sekondi Takoradi
29,Ikorodu
30,Ilorin
31,Tshikapa
32,Nyala
33,Blantyre-Limbe
34,Nice
35,Hamah
36,Dushanbe
37,San Pedro Sula
38,Misratah
39,Jos
40,Bangui
41,Owerri
42,Najaf
43,Warri
44,Nampula
45,Trujillo
46,Taiz
47,Lubango
48,Ashgabat
49,Erbil
50,Baishan
51,Libreville
52,Cabinda
53,Umuahia
54,Orumiyeh
55,Maiduguri
56,Enugu
57,Benguela
58,Lokoja
59,Zaria
60,Oshogbo
61,Erduosi-Ordoss
62,Rasht
