city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,125,PM2.5,43,5,49,61,360,44,0,0,0,0
Nam Định,83,PM2.5,43,2,35,35,237,5,0,0,0,0
Bắc Giang,97,PM2.5,44,6,35,48,462,10,0,0,0,0
New York,26,PM2.5,15,0,6,26,214,22,6,24,0,0
