city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,85,PM2.5,32,5,36,60,422,51,0,0,0,0
Nam Định,49,PM2.5,38,2,22,32,264,8,0,0,0,0
Bắc Giang,58,PM2.5,38,5,22,43,472,13,0,0,0,0
New York,23,PM10,15,0,5,23,215,25,6,24,0,0
