city,AQI,dominant pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
Hà Nội,123,PM2.5,46,5,39,64,381,44,0,0,0,0
Nam Định,69,PM2.5,45,2,19,33,241,4,0,0,0,0
Bắc Giang,96,PM2.5,45,6,32,51,492,10,0,0,0,0
New York,28,PM2.5,19,0,6,25,206,22,4,20,0,0
