,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,25,O3,23,0,0,10,134,15,5,20,0,0
1,Thessaloniki,68,PM2.5,20,2,22,64,156,26,0,0,6,0
2,Bologna,76,PM2.5,9,1,28,50,469,50,63,65,2,0
3,Barcelona-Puerto La Cruz,24,O3,29,0,5,11,232,8,5,13,1,0
4,Cherthala,95,PM2.5,16,9,33,63,938,23,16,39,0,0
5,Quzhou,119,PM2.5,43,2,43,96,533,18,0,0,0,0
6,Sorocaba,65,PM2.5,20,1,21,22,386,31,0,0,1,0
7,Nottingham,58,PM2.5,30,1,14,38,150,28,11,22,0,0
8,Xalapa,52,PM2.5,30,1,14,21,261,6,0,0,0,0
9,Frankfurt,52,PM2.5,15,0,13,41,351,26,27,47,2,0
10,Nakhon Ratchasima,63,PM2.5,23,1,15,36,640,27,0,0,0,0
11,Vereeniging,56,PM2.5,39,2,15,32,160,23,4,10,0,0
12,Seattle,36,PM2.5,23,0,8,42,336,24,16,32,0,0
13,Bozhou,116,PM2.5,28,1,50,121,240,13,0,0,0,0
14,Nellore,86,PM2.5,16,4,27,72,431,35,5,15,0,0
15,Hamilton,65,PM2.5,5,1,19,65,368,32,4,40,0,0
16,Cagayan de Oro City,90,PM2.5,11,0,32,56,189,12,0,0,0,0
17,Krakow,155,PM2.5,4,7,63,77,1182,30,0,154,4,0
18,Gorakhpur,131,PM2.5,22,6,44,113,507,12,2,28,0,0
19,Dasmarinas,57,PM2.5,31,0,8,13,217,7,0,0,0,0
20,Ar-Rayyan,54,PM2.5,33,1,13,46,134,9,0,0,0,0
21,Cuttack,132,PM2.5,2,6,54,78,662,30,0,0,0,0
22,Denver,51,PM2.5,18,0,13,27,328,27,0,6,0,0
23,Qingyuan,84,PM2.5,9,1,31,76,764,55,10,47,0,0
24,Banjarmasin,57,PM2.5,10,2,17,26,411,12,0,0,0,0
25,Kottayam,96,PM2.5,16,10,32,70,908,17,14,33,0,0
26,Belgaum,23,NO2,5,1,6,6,394,25,28,3,1,0
27,Sheffield,36,PM2.5,30,1,8,18,449,14,15,24,0,0
28,Gaza,91,PM10,42,0,22,148,530,8,1,8,1,0
29,Zaragoza,38,PM2.5,26,2,9,20,175,11,5,16,0,0
30,Zaporizhzhya,152,PM2.5,20,6,60,82,347,31,0,0,0,0
31,Malegaon,159,PM2.5,25,6,69,93,501,21,1,10,2,0
32,Sao Jose dos Campos,65,PM2.5,25,3,18,32,2,25,0,0,0,0
33,Mangalore,128,PM2.5,13,2,41,85,262,31,10,25,0,0
34,Okayama,87,PM2.5,4,4,29,74,1202,70,19,55,0,276
35,Ribeirao Preto,69,PM2.5,40,1,22,68,102,18,0,0,0,0
36,Xianyang Shaanxi,69,PM2.5,40,1,22,68,102,18,0,0,0,0
37,Bunia,22,PM2.5,20,0,5,7,139,0,0,0,0,0
38,Lviv,94,PM2.5,6,3,31,38,279,35,0,33,5,0
39,Tongliao,93,PM2.5,2,3,36,53,438,33,0,0,0,0
40,Sialkot,171,PM2.5,14,4,109,126,1178,31,18,37,0,0
41,Buffalo City,73,PM2.5,35,0,26,63,128,33,0,0,0,0
42,Suining Sichuan,73,PM2.5,35,0,26,63,128,33,0,0,0,0
43,Oaxaca de Juarez,58,PM2.5,33,0,19,21,166,8,0,0,0,0
44,Washington,63,PM2.5,14,1,22,51,350,35,46,79,0,0
45,Sargodha,158,PM2.5,36,2,79,106,632,8,0,0,0,0
46,Bhavnagar,159,PM2.5,36,7,76,120,503,19,6,21,3,0
47,Gold Coast,33,PM2.5,17,1,5,27,65,19,0,0,0,0
48,Florence,60,PM2.5,7,1,15,43,322,19,4,33,0,0
49,Jammu,56,PM2.5,5,1,15,35,303,35,10,32,0,0
50,Yulin Shaanxi,56,PM2.5,5,1,15,35,303,35,10,32,0,0
