,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,24,O3,29,0,1,7,132,8,1,9,0,0
1,Thessaloniki,126,PM2.5,5,2,48,60,149,20,0,0,9,0
2,Bologna,69,PM2.5,5,1,21,39,525,37,12,25,1,0
3,Barcelona-Puerto La Cruz,22,O3,23,0,4,5,175,7,1,7,1,0
4,Cherthala,156,PM2.5,93,4,50,85,412,22,0,0,0,0
5,Quzhou,122,PM2.5,58,3,45,99,492,13,0,0,0,0
6,Sorocaba,64,PM10,12,0,11,128,197,12,0,0,1,0
7,Nottingham,49,PM2.5,32,1,12,17,143,16,5,10,0,0
8,Xalapa,51,PM2.5,14,0,12,17,303,10,0,0,0,0
9,Frankfurt,39,PM2.5,13,0,10,18,199,24,6,19,1,0
10,Nakhon Ratchasima,68,PM2.5,45,1,17,31,450,12,0,0,0,0
11,Vereeniging,52,PM2.5,26,1,12,29,62,30,3,8,0,0
12,Seattle,53,PM2.5,15,0,13,33,368,23,2,14,0,0
13,Bozhou,68,PM2.5,32,1,19,57,132,8,0,0,0,0
14,Nellore,88,PM2.5,19,3,26,63,466,31,7,17,0,0
15,Hamilton,68,PM2.5,4,0,19,32,303,18,1,23,0,0
16,Cagayan de Oro City,85,PM2.5,26,0,28,28,107,11,0,0,0,0
17,Krakow,141,PM2.5,1,4,57,67,746,22,0,78,4,0
18,Gorakhpur,153,PM2.5,17,7,59,117,646,8,2,30,0,0
19,Dasmarinas,78,PM2.5,36,0,25,57,168,30,0,0,0,0
20,Ar-Rayyan,79,PM10,38,1,21,121,133,2,0,0,0,0
21,Cuttack,101,PM2.5,42,3,33,48,217,3,0,0,0,0
22,Denver,63,PM2.5,2,0,21,53,649,45,0,2,0,0
23,Qingyuan,86,PM2.5,64,2,24,57,222,33,1,9,0,0
24,Banjarmasin,44,PM2.5,26,1,15,22,138,8,0,0,0,0
25,Kottayam,135,PM2.5,21,1,39,96,878,21,4,38,0,0
26,Belgaum,22,O3,25,0,4,5,306,11,9,0,0,0
27,Sheffield,31,O3,33,0,7,9,138,6,3,5,0,0
28,Gaza,57,PM2.5,19,0,13,74,549,10,5,15,1,0
29,Zaragoza,22,PM2.5,32,1,7,13,96,4,3,7,0,0
30,Zaporizhzhya,71,PM2.5,12,10,21,50,453,25,0,0,0,0
31,Malegaon,161,PM2.5,29,7,72,112,499,23,1,14,3,0
32,Sao Jose dos Campos,32,PM2.5,4,0,7,19,101,11,0,0,0,0
33,Mangalore,146,PM2.5,8,2,59,80,349,36,11,25,0,0
34,Okayama,62,PM2.5,20,3,17,54,397,49,9,25,0,112
35,Ribeirao Preto,58,PM2.5,15,3,13,17,212,7,0,0,0,0
36,Xianyang Shaanxi,58,PM2.5,15,3,13,17,212,7,0,0,0,0
37,Bunia,26,PM2.5,23,0,6,10,126,0,0,0,0,0
38,Lviv,101,PM2.5,15,3,34,54,211,27,0,10,4,0
39,Tongliao,64,PM2.5,32,2,14,17,262,4,0,0,0,0
40,Sialkot,170,PM2.5,28,2,116,116,480,11,11,38,1,0
41,Buffalo City,58,PM2.5,23,1,16,52,80,36,0,0,0,0
42,Suining Sichuan,58,PM2.5,23,1,16,52,80,36,0,0,0,0
43,Oaxaca de Juarez,62,PM2.5,18,0,13,18,298,8,0,0,0,0
44,Washington,60,PM2.5,21,1,16,35,257,21,25,47,0,0
45,Sargodha,127,PM2.5,76,2,44,45,509,3,0,0,0,0
46,Bhavnagar,156,PM2.5,27,28,62,148,970,14,6,21,6,0
47,Gold Coast,32,PM2.5,35,1,8,28,89,21,0,0,0,0
48,Florence,66,PM2.5,7,0,20,34,300,18,2,22,0,0
49,Jammu,61,PM2.5,9,0,10,23,247,15,3,23,0,0
50,Yulin Shaanxi,61,PM2.5,9,0,10,23,247,15,3,23,0,0
51,Nanded Waghala,128,PM2.5,8,10,38,67,166,0,14,13,0,0
52,Tirupati,68,PM2.5,11,5,16,35,805,17,10,22,0,0
53,Bacoor,51,PM2.5,36,0,8,14,168,6,0,0,0,0
54,The Hague,58,PM2.5,24,0,15,38,192,34,0,0,0,0
55,Seville,74,PM2.5,24,2,21,28,394,31,1,6,1,0
56,Dongtai,153,PM2.5,53,6,60,116,770,14,0,0,0,0
57,Bali,79,PM2.5,18,0,25,45,98,32,0,0,0,0
58,Boston,49,PM2.5,17,0,12,26,256,21,4,20,0,0
59,Yuxi,48,PM2.5,36,2,8,26,414,5,0,0,0,0
60,Bristol,38,PM2.5,6,0,11,19,275,16,1,19,0,0
61,Cheonan,89,PM2.5,7,4,18,53,724,22,3,10,1,0
62,Jundiai,53,PM2.5,2,0,12,22,213,22,0,0,1,0
63,Gulbarga,103,PM2.5,34,6,46,87,332,16,9,22,0,0
64,Padova,104,PM2.5,1,0,37,39,604,23,0,40,1,0
65,Durgapur,157,PM2.5,28,19,62,102,354,13,7,34,1,0
66,Kurnool,85,PM2.5,11,3,26,74,641,18,4,31,0,0
67,El Paso,85,PM10,33,0,17,131,0,12,1,3,0,0
68,Nantes,63,PM2.5,38,1,17,36,127,22,0,0,0,0
69,Zagreb,127,PM2.5,1,6,46,77,873,31,0,0,6,0
70,Nashville,61,PM2.5,26,1,15,31,148,10,0,0,0,0
71,Genoa,60,PM2.5,28,1,20,40,408,29,1,42,3,0
72,Ezhou,71,PM2.5,4,0,20,35,358,17,2,21,0,0
73,Santiago,70,PM2.5,4,2,20,56,417,39,0,0,0,0
74,Mar Del Plata,36,PM2.5,17,0,8,16,57,0,0,0,0,0
75,Lodz,84,PM2.5,4,2,30,51,603,30,0,24,3,0
76,Oklahoma City,59,PM10,26,0,13,66,654,36,16,43,0,0
77,Las Vegas,36,PM10,31,0,7,47,176,16,1,0,0,0
78,General Santos City,49,PM2.5,28,0,5,8,143,1,0,0,0,0
79,Detroit,45,PM2.5,14,3,11,49,264,14,0,0,0,0
80,Manama,165,PM2.5,12,74,92,100,281,54,0,0,0,0
81,Portland,43,PM2.5,19,1,8,41,87,19,1,10,0,0
82,Macao,66,PM2.5,70,3,18,46,433,14,0,0,0,0
83,Zhoushan,74,PM2.5,26,1,24,37,147,23,0,0,0,0
84,Jhansi,107,PM2.5,46,5,15,77,356,18,1,8,3,0
85,Memphis,65,PM2.5,12,0,18,28,132,14,0,0,0,0
86,Doha,165,PM2.5,50,17,90,129,198,39,0,0,0,0
87,Chiclayo,31,PM2.5,18,0,8,12,59,1,0,0,0,0
88,Wuhai,122,PM2.5,29,19,42,116,1471,21,0,0,0,0
89,Be'er Sheva,49,PM2.5,33,1,11,42,431,6,2,9,0,0
90,Durango,24,O3,25,0,2,3,113,3,0,0,0,0
91,Bokaro Steel City,152,PM2.5,30,75,56,80,363,15,8,33,0,0
92,Wroclaw,161,PM2.5,1,6,82,114,758,29,1,60,2,0
93,Venezia,129,PM2.5,1,0,45,54,437,56,0,42,0,0
94,Jambi,68,PM2.5,36,1,18,26,264,2,0,0,0,0
95,Duesseldorf,54,PM2.5,22,1,14,31,172,26,1,2,1,0
96,Belfast,51,PM2.5,32,1,14,20,87,16,0,2,0,0
97,Stuttgart,41,PM2.5,17,1,13,19,262,23,16,9,0,0
98,Riga,71,PM2.5,22,4,25,35,186,25,0,0,0,0
99,Kolhapur,105,PM2.5,42,3,36,84,317,12,5,14,1,0
100,Bacolod,54,PM2.5,28,0,12,32,110,9,0,0,0,0
101,Ulyanovsk,65,PM2.5,15,1,20,27,149,24,0,0,0,0
102,Al-Ain,155,PM2.5,39,2,62,102,137,26,0,0,0,0
103,Bari,30,PM2.5,11,0,8,10,149,5,0,1,0,0
104,Yulin Guangxi,117,PM2.5,80,3,42,78,357,28,2,9,0,0
105,Ajmer,119,PM2.5,45,5,45,207,489,27,2,18,3,0
106,Kuching,150,PM2.5,32,0,53,70,172,10,0,0,0,0
107,Geneva,53,PM2.5,26,0,12,7,188,9,0,1,0,0
108,Anshun,63,PM2.5,8,0,19,43,331,27,8,28,0,0
109,Colombo,17,PM2.5,15,0,2,4,70,1,0,0,0,0
110,Ujjain,146,PM2.5,46,6,42,191,732,32,4,14,0,0
111,Gothenburg,71,PM2.5,15,0,27,34,201,20,0,0,0,0
112,Patiala,157,PM2.5,26,3,44,169,1045,32,2060,14,3361,0
113,Bilaspur,106,PM2.5,25,4,36,92,308,9,10,31,3,0
114,Louisville,61,PM2.5,20,0,19,36,354,34,0,0,0,0
115,San Jose del Monte,59,PM2.5,36,0,14,26,135,25,0,0,0,0
116,Yaroslavl,93,PM2.5,11,5,32,40,298,29,0,0,0,0
117,Brighton,33,PM2.5,34,1,11,11,396,17,3,5,0,0
118,Feira De Santana,30,PM2.5,12,1,6,10,111,2,0,0,0,0
119,Comilla,162,PM2.5,12,9,83,120,583,12,4,29,0,0
120,Mathura,158,PM2.5,20,3,31,176,819,29,5,36,1,0
121,Skopje,98,PM2.5,20,3,37,40,556,12,0,0,0,0
122,Agartala,164,PM2.5,12,9,84,136,585,24,4,29,0,0
123,Kingston,35,PM2.5,30,1,11,11,148,2,0,0,0,0
124,Sangli,110,PM2.5,26,3,33,64,378,31,4,13,1,0
125,Malaga,44,PM2.5,35,1,10,14,374,15,1,2,0,0
126,Ibague,65,PM2.5,25,0,20,20,173,3,0,0,0,0
127,Dortmund,41,PM2.5,24,1,8,16,170,21,9,2,0,0
128,Kagoshima,27,PM2.5,30,5,7,12,100,6,2,8,0,40
129,Cabimas,21,O3,18,1,4,6,100,2,0,0,0,0
130,Milwaukee,72,PM2.5,4,1,22,47,340,33,2,0,0,0
131,Samut Sakhon,158,PM2.5,54,5,70,99,932,24,0,0,0,0
132,Essen,45,PM2.5,25,1,10,15,161,20,6,0,0,0
133,Dresden,61,PM2.5,1,0,16,20,530,23,18,24,2,0
134,Udaipur,151,PM2.5,45,4,50,102,607,34,17,37,1,0
135,Vellore,88,PM2.5,16,6,29,111,443,30,5,13,0,0
136,Thoothukkudi,76,PM2.5,3,2,22,42,338,14,3,10,1,0
137,Bloemfontein,24,O3,34,1,4,13,111,0,0,0,0,0
138,Udon Thani,61,PM2.5,51,1,14,25,740,13,0,0,0,0
139,Jalgaon,153,PM2.5,39,14,62,99,437,11,3,14,4,0
140,Zaoyang,176,PM2.5,23,5,98,127,1005,28,0,0,0,0
141,Yiyang Hunan,128,PM2.5,34,5,35,116,458,11,4,16,2,0
142,Baltimore,54,PM2.5,29,0,9,18,131,8,2,15,0,0
143,Kitchener,73,PM2.5,11,2,22,22,364,5,3,9,0,0
144,Poza Rica de Hidalgo,44,PM2.5,14,2,11,17,187,5,0,0,0,0
145,Oujda,23,O3,27,2,5,12,120,2,0,0,0,0
146,Orenburg,71,PM2.5,35,1,24,52,127,35,0,0,0,0
147,Kemerovo,71,PM2.5,35,1,24,52,127,35,0,0,0,0
148,Bremen,60,PM2.5,12,0,18,32,242,26,4,16,0,0
149,Kota Kinabalu,63,PM2.5,30,1,19,26,152,18,0,0,0,0
150,Basel,63,PM2.5,16,0,19,25,180,33,0,8,0,0
151,Gomel,51,PM2.5,11,1,13,16,174,3,0,0,0,0
152,Albuquerque,53,PM10,33,1,6,61,101,12,1,7,0,0
153,Meknes,43,PM2.5,22,3,11,20,144,7,0,0,0,0
154,Panipat,162,PM2.5,18,6,33,49,350,36,12,24,3,0
155,Irbid,69,PM2.5,22,1,21,64,368,7,3,10,1,0
156,Chiang Rai,155,PM2.5,47,1,67,101,510,32,0,0,0,0
157,Leicester,40,PM2.5,32,1,8,20,141,27,4,9,0,0
158,Tucson,42,PM10,31,1,8,45,152,5,0,0,0,0
159,Imus,95,PM2.5,37,0,32,45,171,17,0,0,0,0
160,Villavicencio,81,PM2.5,15,1,30,30,203,8,0,0,0,0
161,Sakarya,77,PM2.5,7,26,26,41,1049,47,0,0,0,0
162,Utrecht,51,PM2.5,21,0,12,14,171,19,3,0,0,0
163,Larkana,167,PM2.5,64,5,75,113,441,1,0,0,0,0
164,Basilan City,32,O3,33,0,2,3,99,0,0,0,0,0
165,Kerman,45,PM2.5,8,0,9,17,516,16,3,18,0,890
166,Mekele,35,O3,44,0,7,15,150,0,0,0,0,0
167,Edinburgh,26,O3,39,0,0,3,162,10,3,13,0,0
168,San Juan,23,PM2.5,17,0,5,18,80,0,0,0,0,0
169,Ryazan,58,PM2.5,23,2,14,21,196,21,0,0,0,0
170,Vilnius,69,PM2.5,8,2,23,36,177,31,0,8,0,0
171,Calamba,37,O3,35,0,7,12,147,5,0,0,0,0
