,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Haerbin
7,Toronto
8,Belo Horizonte
9,Singapore
10,Khartoum
11,Johannesburg
12,Dalian
13,Barcelona
14,Fukuoka
15,Ji-nan Shandong
16,Zhengzhou
17,Saint Petersburg
18,Yangon
19,Abidjan
20,Kabul
21,Yaounde
22,Porto Alegre
23,Kano
24,Douala
25,Ibadan
26,Antananarivo
27,Kumasi
28,Abuja
29,Asuncion
30,Santo Domingo
31,Mashhad
32,Dakar
33,Port Harcourt
34,Pyongyang
35,Guatemala City
36,Ouagadougou
37,Lusaka
38,Port-au-Prince
39,Algiers
40,Bamako
41,Mbuji-Mayi
42,Accra
43,Tashkent
44,Brazzaville
45,Damascus
46,Beirut
47,Tunis
48,Phnom Penh
49,Havana
50,Aleppo
51,Taizhou Zhejiang
52,Conakry
53,Linyi Shandong
54,Almaty
55,Panama City
56,Lome
57,Benin City
