,URL
0,Mexico City
1,Buenos Aires
2,Kinshasa
3,Lagos
4,Manila
5,Shenzhen
6,Bangkok
7,London
8,Tehran
9,Nanjing
10,Luanda
11,Kuala Lumpur
12,Surat
13,Baghdad
14,Dar es Salaam
15,Saint Petersburg
16,Yangon
17,Brasilia
18,Kabul
19,Yaounde
20,Kano
21,Douala
22,Ibadan
23,Antananarivo
24,Kumasi
25,Abuja
26,Asuncion
27,Santo Domingo
28,Mashhad
29,Dakar
30,Port Harcourt
31,Pyongyang
32,Guatemala City
33,Ouagadougou
34,Lusaka
35,Port-au-Prince
36,Algiers
37,Bamako
38,Mbuji-Mayi
39,Tashkent
40,Brazzaville
41,Damascus
42,Beirut
43,Tunis
44,Esfahan
45,Phnom Penh
46,Havana
47,Aleppo
48,Taizhou Zhejiang
49,Conakry
50,Linyi Shandong
51,Almaty
52,Panama City
53,Lome
54,Benin City
