,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Kabul
8,Rome
9,Yaounde
10,Porto Alegre
11,Kano
12,Salvador
13,Ibadan
14,Antananarivo
15,Kumasi
16,Kampala
17,Abuja
18,Asuncion
19,Santo Domingo
20,Mashhad
21,Dakar
22,Port Harcourt
23,Guatemala City
24,Ouagadougou
25,Lusaka
26,Port-au-Prince
27,Algiers
28,Bamako
29,Mbuji-Mayi
30,Accra
31,Tashkent
32,Brazzaville
33,Beirut
34,Tunis
35,Mogadishu
36,Esfahan
37,Phnom Penh
38,Havana
39,Aleppo
40,Taizhou Zhejiang
41,Conakry
42,Linyi Shandong
43,Almaty
44,Panama City
45,Lome
