,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Antananarivo
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Dakar
21,Port Harcourt
22,Lusaka
23,Port-au-Prince
24,Algiers
25,Bamako
26,Mbuji-Mayi
27,Accra
28,Tashkent
29,Brazzaville
30,Damascus
31,Tunis
32,Esfahan
33,Phnom Penh
34,Havana
35,Rabat
36,West Yorkshire
37,Quito
38,Panama City
39,Hyderabad
40,Ludhiana
41,La Paz
42,Lome
43,Davao City
44,Turin
45,Bucharest
46,Adana
47,Warsaw
48,Hamburg
49,Benin City
