,URL
0,Kinshasa
1,Lagos
2,Nagoya
3,Tehran
4,Luanda
5,Dar es Salaam
6,Johannesburg
7,Yangon
8,Abidjan
9,Monterrey
10,Kabul
11,Yaounde
12,Kano
13,Douala
14,Ibadan
15,Antananarivo
16,Kumasi
17,Abuja
18,Asuncion
19,Santo Domingo
20,Mashhad
21,Dakar
22,Port Harcourt
23,Pyongyang
24,Guatemala City
25,Ouagadougou
26,Lusaka
27,Port-au-Prince
28,Incheon
29,Algiers
30,Bamako
31,Pretoria
32,Mbuji-Mayi
33,Tashkent
34,Brazzaville
35,Damascus
36,Beirut
37,Tunis
38,Mogadishu
39,Amman
40,Esfahan
41,Phnom Penh
42,Havana
43,Taizhou Zhejiang
44,Conakry
45,Linyi Shandong
46,Haikou
47,Almaty
48,Yancheng Jiangsu
49,Rabat
50,West Yorkshire
51,Quito
52,Panama City
53,Lome
54,Benin City
