,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Porto Alegre
12,Kano
13,Los Angeles
14,Taiyuan Shanxi
15,Xiamen
16,Curitiba
17,Ibadan
18,Malappuram
19,Antananarivo
20,Bekasi
21,Kumasi
22,Busan
23,Abuja
24,Asuncion
25,Santo Domingo
26,Campinas
27,Mashhad
28,Dakar
29,Port Harcourt
30,Ouagadougou
31,Lusaka
32,Port-au-Prince
33,Algiers
34,Bamako
35,Mbuji-Mayi
36,Accra
37,Tashkent
38,Brazzaville
39,Damascus
40,Beirut
41,Tunis
42,Mogadishu
43,Esfahan
44,Phnom Penh
45,Havana
46,Aleppo
47,Taizhou Zhejiang
48,Conakry
49,Linyi Shandong
50,Almaty
51,Panama City
52,Lome
53,Benin City
