,URL
0,Tehran
1,Nanjing
2,Luanda
3,Kabul
4,Yaounde
5,Xiamen
6,Ibadan
7,Faisalabad
8,Antananarivo
9,Kumasi
10,Abuja
11,Asuncion
12,Santo Domingo
13,Mashhad
14,Dakar
15,Port Harcourt
16,Pyongyang
17,Ouagadougou
18,Lusaka
19,Port-au-Prince
20,Thiruvananthapuram
21,Mbuji-Mayi
22,Accra
23,Tashkent
24,Brazzaville
25,Damascus
26,Beirut
27,Tunis
28,Baoding
29,Aleppo
30,Taizhou Zhejiang
31,Conakry
32,Linyi Shandong
33,Vienna
34,Almaty
35,Benin City
