,URL
0,Kinshasa
1,Lagos
2,Luanda
3,Baghdad
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Abidjan
8,Kabul
9,Rome
10,Yaounde
11,Fortaleza
12,Kano
13,Douala
14,Ibadan
15,Antananarivo
16,Kumasi
17,Abuja
18,Guiyang
19,Asuncion
20,Santo Domingo
21,Port Harcourt
22,Milan
23,Pyongyang
24,Guatemala City
25,Ouagadougou
26,Lusaka
27,Coimbatore
28,Port-au-Prince
29,Algiers
30,Bamako
31,Mbuji-Mayi
32,Birmingham
33,Accra
34,Tashkent
35,Patna
36,Brazzaville
37,Bhopal
38,Damascus
39,Beirut
40,Tunis
41,Tangerang
42,Mogadishu
43,Amman
44,Phnom Penh
45,Havana
46,Aleppo
47,Taizhou Zhejiang
48,Conakry
49,Linyi Shandong
50,Kollam
51,Almaty
52,Lome
53,Adana
54,Hamburg
55,Benin City
