,URL
0,Lagos
1,Tehran
2,Luanda
3,Baghdad
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Santo Domingo
18,Mashhad
19,Dakar
20,Thrissur
21,Milan
22,Pyongyang
23,Guatemala City
24,Surabaya
25,Ouagadougou
26,Lusaka
27,Port-au-Prince
28,Algiers
29,Mbuji-Mayi
30,Accra
31,Tashkent
32,Beirut
33,Tunis
34,Mogadishu
35,Phnom Penh
36,Havana
37,Aleppo
38,Taizhou Zhejiang
39,Conakry
40,Linyi Shandong
41,Almaty
42,Panama City
43,Lome
44,Benin City
