,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Chittagong
10,Addis Ababa
11,Sydney
12,Kabul
13,Montreal
14,Kano
15,Ibadan
16,Antananarivo
17,Kumasi
18,Abuja
19,Mashhad
20,Dakar
21,Port Harcourt
22,Pyongyang
23,Sanaa
24,Ouagadougou
25,Lusaka
26,Algiers
27,Bamako
28,Mbuji-Mayi
29,Lubumbashi
30,Accra
31,Tashkent
32,Toluca de Lerdo
33,Brazzaville
34,Tunis
35,Mogadishu
36,Nantong
37,Esfahan
38,Phnom Penh
39,Havana
40,Aleppo
41,Conakry
42,Linyi Shandong
43,Wuhu Anhui
44,Almaty
45,Panama City
46,Lome
47,Davao City
48,Turin
49,Adana
50,Benin City
51,Montevideo
52,Matola
53,Mosul
54,Novosibirsk
55,Tabriz
56,Muscat
57,Grande Sao Luis
58,Tegucigalpa
59,Onitsha
60,N-Djamena
61,Mandalay
62,Basra
63,Taizhou Jiangsu
64,Nouakchott
65,Taian Shandong
66,Homs
67,Copenhagen
68,Hai Phong
69,Cochabamba
