,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Douala
13,Ibadan
14,Bekasi
15,Kumasi
16,Abuja
17,Asuncion
18,Santo Domingo
19,Mashhad
20,Dakar
21,Port Harcourt
22,Pyongyang
23,Guatemala City
24,Ouagadougou
25,Lusaka
26,Port-au-Prince
27,Bamako
28,Accra
29,Tashkent
30,Brazzaville
31,Damascus
32,Tunis
33,Tangerang
34,Mogadishu
35,Amman
36,Esfahan
37,Phnom Penh
38,Havana
39,Nashik
40,Aleppo
41,Taizhou Zhejiang
42,Conakry
43,Linyi Shandong
44,Kollam
45,Almaty
46,Panama City
47,Lome
48,Benin City
