,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Medellin
13,Douala
14,Ibadan
15,Antananarivo
16,Kumasi
17,Busan
18,Abuja
19,Asuncion
20,Santo Domingo
21,Campinas
22,Dakar
23,Port Harcourt
24,Guatemala City
25,Ouagadougou
26,Lusaka
27,Port-au-Prince
28,Algiers
29,Mbuji-Mayi
30,Brazzaville
31,Damascus
32,Beirut
33,Tunis
34,Mogadishu
35,Agra
36,Esfahan
37,Phnom Penh
38,Havana
39,Aleppo
40,Taizhou Zhejiang
41,Conakry
42,Linyi Shandong
43,Almaty
44,Panama City
45,Lome
46,Benin City
