,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Kuala Lumpur
5,Hangzhou
6,Hong Kong
7,Surat
8,Dongguan
9,Suzhou
10,Foshan
11,Riyadh
12,Shenyang
13,Baghdad
14,Dar es Salaam
15,Barcelona
16,Yangon
17,Abidjan
18,Kabul
19,Yaounde
20,Kano
21,Douala
22,Ibadan
23,Antananarivo
24,Kumasi
25,Abuja
26,Asuncion
27,Santo Domingo
28,Mashhad
29,Dakar
30,Port Harcourt
31,Pyongyang
32,Guatemala City
33,Ouagadougou
34,Lusaka
35,Port-au-Prince
36,Algiers
37,Bamako
38,Mbuji-Mayi
39,Brazzaville
40,Damascus
41,Beirut
42,Tunis
43,Esfahan
44,Phnom Penh
45,Havana
46,Nashik
47,Taizhou Zhejiang
48,Conakry
49,Linyi Shandong
50,Almaty
51,Yancheng Jiangsu
52,Panama City
53,Lome
54,Benin City
