,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Porto Alegre
11,Kano
12,Taiyuan Shanxi
13,Salvador
14,Douala
15,Curitiba
16,Ibadan
17,Antananarivo
18,Busan
19,Asuncion
20,Santo Domingo
21,Mashhad
22,Dakar
23,Thrissur
24,Durban
25,Port Harcourt
26,Lanzhou
27,Pyongyang
28,Guatemala City
29,Ouagadougou
30,Lusaka
31,Port-au-Prince
32,Algiers
33,Bamako
34,Mbuji-Mayi
35,Tashkent
36,Brazzaville
37,Damascus
38,Beirut
39,Tunis
40,Mogadishu
41,Esfahan
42,Phnom Penh
43,Havana
44,Aleppo
45,Taizhou Zhejiang
46,Conakry
47,Linyi Shandong
48,Almaty
49,Panama City
50,Benin City
