,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Changchun
9,Shantou
10,Kabul
11,Tel Aviv
12,Yaounde
13,Porto Alegre
14,Kano
15,Los Angeles
16,Douala
17,Antananarivo
18,Kumasi
19,Abuja
20,Asuncion
21,Santo Domingo
22,Dakar
23,Port Harcourt
24,Guatemala City
25,Shizuoka
26,Ouagadougou
27,Lusaka
28,Algiers
29,Bamako
30,Mbuji-Mayi
31,Tashkent
32,Brazzaville
33,Damascus
34,Beirut
35,Tunis
36,Tangerang
37,Mogadishu
38,Esfahan
39,Phnom Penh
40,Havana
41,Aleppo
42,Taizhou Zhejiang
43,Conakry
44,Linyi Shandong
45,Almaty
46,Panama City
47,Lome
48,Benin City
